File accession,Experiment accession,Assay,Experiment target,File assembly,Biosample term name,File download URL
ENCFF979YTG,ENCSR171CAY,TF ChIP-seq,E2F7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF979YTG/@@download/ENCFF979YTG.bigWig
ENCFF402KJP,ENCSR172OSX,TF ChIP-seq,ZBTB12-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF402KJP/@@download/ENCFF402KJP.bigWig
ENCFF108DNB,ENCSR172XJS,TF ChIP-seq,ZNF165-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF108DNB/@@download/ENCFF108DNB.bigWig
ENCFF090ZAX,ENCSR175EOM,TF ChIP-seq,EHMT2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF090ZAX/@@download/ENCFF090ZAX.bigWig
ENCFF872JMF,ENCSR175SZH,TF ChIP-seq,ZSCAN29-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF872JMF/@@download/ENCFF872JMF.bigWig
ENCFF714YZY,ENCSR177DNR,TF ChIP-seq,FIP1L1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF714YZY/@@download/ENCFF714YZY.bigWig
ENCFF031VIJ,ENCSR177XCS,TF ChIP-seq,BRD9-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF031VIJ/@@download/ENCFF031VIJ.bigWig
ENCFF002KIE,ENCSR178DEG,TF ChIP-seq,NR2C1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF002KIE/@@download/ENCFF002KIE.bigWig
ENCFF264YJM,ENCSR178NTX,TF ChIP-seq,CUX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF264YJM/@@download/ENCFF264YJM.bigWig
ENCFF837KLI,ENCSR187RGF,TF ChIP-seq,ZNF695-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF837KLI/@@download/ENCFF837KLI.bigWig
ENCFF107ERN,ENCSR189PYJ,TF ChIP-seq,SMAD2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF107ERN/@@download/ENCFF107ERN.bigWig
ENCFF276RGD,ENCSR189TRZ,TF ChIP-seq,TCF12-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF276RGD/@@download/ENCFF276RGD.bigWig
ENCFF978FPE,ENCSR189VXS,TF ChIP-seq,GTF2F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF978FPE/@@download/ENCFF978FPE.bigWig
ENCFF710TIG,ENCSR189YMA,TF ChIP-seq,VEZF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF710TIG/@@download/ENCFF710TIG.bigWig
ENCFF714UYV,ENCSR193ZLW,TF ChIP-seq,THAP7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF714UYV/@@download/ENCFF714UYV.bigWig
ENCFF766UON,ENCSR194IJN,TF ChIP-seq,ZNF766-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF766UON/@@download/ENCFF766UON.bigWig
ENCFF919TET,ENCSR195QFV,TF ChIP-seq,ZNF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF919TET/@@download/ENCFF919TET.bigWig
ENCFF171VPB,ENCSR197ALX,TF ChIP-seq,HDGF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF171VPB/@@download/ENCFF171VPB.bigWig
ENCFF058DUH,ENCSR199HGP,TF ChIP-seq,ZKSCAN3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF058DUH/@@download/ENCFF058DUH.bigWig
ENCFF989CXT,ENCSR200JYP,TF ChIP-seq,ZNF316-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF989CXT/@@download/ENCFF989CXT.bigWig
ENCFF610NAQ,ENCSR201DCF,TF ChIP-seq,ZFP91-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF610NAQ/@@download/ENCFF610NAQ.bigWig
ENCFF507QQP,ENCSR201NQZ,TF ChIP-seq,CTBP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF507QQP/@@download/ENCFF507QQP.bigWig
ENCFF145BBC,ENCSR208VNN,TF ChIP-seq,IFI16-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF145BBC/@@download/ENCFF145BBC.bigWig
ENCFF577YFV,ENCSR211LTF,TF ChIP-seq,EGR1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF577YFV/@@download/ENCFF577YFV.bigWig
ENCFF384ECB,ENCSR213HBY,TF ChIP-seq,TOE1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF384ECB/@@download/ENCFF384ECB.bigWig
ENCFF297KHP,ENCSR213VUI,TF ChIP-seq,TRIM25-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF297KHP/@@download/ENCFF297KHP.bigWig
ENCFF855CVL,ENCSR214EKV,TF ChIP-seq,ZNF281-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF855CVL/@@download/ENCFF855CVL.bigWig
ENCFF952WMJ,ENCSR214PDW,TF ChIP-seq,ZNF780A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF952WMJ/@@download/ENCFF952WMJ.bigWig
ENCFF949ZMY,ENCSR219BXP,TF ChIP-seq,DPF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF949ZMY/@@download/ENCFF949ZMY.bigWig
ENCFF106XAK,ENCSR220YXI,TF ChIP-seq,PRPF4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF106XAK/@@download/ENCFF106XAK.bigWig
ENCFF198XRJ,ENCSR221GAN,TF ChIP-seq,MBD2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF198XRJ/@@download/ENCFF198XRJ.bigWig
ENCFF786AEW,ENCSR222MYK,TF ChIP-seq,SRSF7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF786AEW/@@download/ENCFF786AEW.bigWig
ENCFF958WHT,ENCSR222TVA,TF ChIP-seq,ZNF785-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF958WHT/@@download/ENCFF958WHT.bigWig
ENCFF493XJG,ENCSR223MLH,TF ChIP-seq,BRCA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF493XJG/@@download/ENCFF493XJG.bigWig
ENCFF658CFV,ENCSR225OGU,TF ChIP-seq,ERF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF658CFV/@@download/ENCFF658CFV.bigWig
ENCFF069LRH,ENCSR228ELU,TF ChIP-seq,TEAD1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF069LRH/@@download/ENCFF069LRH.bigWig
ENCFF423IGR,ENCSR228OQM,TF ChIP-seq,CLOCK-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF423IGR/@@download/ENCFF423IGR.bigWig
ENCFF992VCK,ENCSR229KXQ,TF ChIP-seq,ZNF282-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF992VCK/@@download/ENCFF992VCK.bigWig
ENCFF628FPX,ENCSR230PTV,TF ChIP-seq,ZBTB2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF628FPX/@@download/ENCFF628FPX.bigWig
ENCFF553LQP,ENCSR231PDA,TF ChIP-seq,ZNF319-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF553LQP/@@download/ENCFF553LQP.bigWig
ENCFF094SFJ,ENCSR231ZVN,TF ChIP-seq,FOXA3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF094SFJ/@@download/ENCFF094SFJ.bigWig
ENCFF568GYV,ENCSR235PYI,TF ChIP-seq,ZNF41-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF568GYV/@@download/ENCFF568GYV.bigWig
ENCFF977XAH,ENCSR236JZN,TF ChIP-seq,ZNF586-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF977XAH/@@download/ENCFF977XAH.bigWig
ENCFF827ORL,ENCSR237VLT,TF ChIP-seq,ZBTB40-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF827ORL/@@download/ENCFF827ORL.bigWig
ENCFF759GQV,ENCSR239ZLZ,TF ChIP-seq,FOSL1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF759GQV/@@download/ENCFF759GQV.bigWig
ENCFF003ZRP,ENCSR241LIH,TF ChIP-seq,AFF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF003ZRP/@@download/ENCFF003ZRP.bigWig
ENCFF509TWP,ENCSR249BHQ,TF ChIP-seq,ZNF592-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF509TWP/@@download/ENCFF509TWP.bigWig
ENCFF742RSE,ENCSR249VFB,TF ChIP-seq,ZBTB49-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF742RSE/@@download/ENCFF742RSE.bigWig
ENCFF309YZR,ENCSR250WFW,TF ChIP-seq,RREB1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF309YZR/@@download/ENCFF309YZR.bigWig
ENCFF822VPQ,ENCSR257AFV,TF ChIP-seq,ZNF76-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF822VPQ/@@download/ENCFF822VPQ.bigWig
ENCFF367AGS,ENCSR257RKC,TF ChIP-seq,GATA2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF367AGS/@@download/ENCFF367AGS.bigWig
ENCFF366DIX,ENCSR257XVY,TF ChIP-seq,ZNF83-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF366DIX/@@download/ENCFF366DIX.bigWig
ENCFF906ORL,ENCSR258PSN,TF ChIP-seq,ZNF639-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF906ORL/@@download/ENCFF906ORL.bigWig
ENCFF376QKW,ENCSR263DFP,TF ChIP-seq,PBX2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF376QKW/@@download/ENCFF376QKW.bigWig
ENCFF738DXW,ENCSR264CZJ,TF ChIP-seq,THRA-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF738DXW/@@download/ENCFF738DXW.bigWig
ENCFF578RDF,ENCSR264LYE,TF ChIP-seq,ESRRB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF578RDF/@@download/ENCFF578RDF.bigWig
ENCFF201YMB,ENCSR268QIQ,TF ChIP-seq,SRSF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF201YMB/@@download/ENCFF201YMB.bigWig
ENCFF537MTV,ENCSR269BSA,TF ChIP-seq,MED1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF537MTV/@@download/ENCFF537MTV.bigWig
ENCFF823PAG,ENCSR271RRH,TF ChIP-seq,ZNF253-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF823PAG/@@download/ENCFF823PAG.bigWig
ENCFF534HXX,ENCSR272JAT,TF ChIP-seq,CBX5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF534HXX/@@download/ENCFF534HXX.bigWig
ENCFF749VOH,ENCSR276RQG,TF ChIP-seq,ZNF696-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF749VOH/@@download/ENCFF749VOH.bigWig
ENCFF753YBQ,ENCSR277DMR,TF ChIP-seq,ETV1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF753YBQ/@@download/ENCFF753YBQ.bigWig
ENCFF199OMG,ENCSR279IMD,TF ChIP-seq,HMGXB4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF199OMG/@@download/ENCFF199OMG.bigWig
ENCFF295UAD,ENCSR279OXE,TF ChIP-seq,ZFP30-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF295UAD/@@download/ENCFF295UAD.bigWig
ENCFF204NMW,ENCSR283ZNI,TF ChIP-seq,ZBTB8A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF204NMW/@@download/ENCFF204NMW.bigWig
ENCFF923SQO,ENCSR283ZRI,TF ChIP-seq,POLR2G-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF923SQO/@@download/ENCFF923SQO.bigWig
ENCFF137TFR,ENCSR286PCG,TF ChIP-seq,ZBED1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF137TFR/@@download/ENCFF137TFR.bigWig
ENCFF689OKC,ENCSR288MOZ,TF ChIP-seq,LARP7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF689OKC/@@download/ENCFF689OKC.bigWig
ENCFF624HFG,ENCSR290MUH,TF ChIP-seq,GABPA-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF624HFG/@@download/ENCFF624HFG.bigWig
ENCFF016DEO,ENCSR296MXW,TF ChIP-seq,HNRNPUL1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF016DEO/@@download/ENCFF016DEO.bigWig
ENCFF955XUI,ENCSR297CGF,TF ChIP-seq,KLF6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF955XUI/@@download/ENCFF955XUI.bigWig
ENCFF139XJA,ENCSR298JCG,TF ChIP-seq,NCOR1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF139XJA/@@download/ENCFF139XJA.bigWig
ENCFF107YCQ,ENCSR302AWT,TF ChIP-seq,FOXK2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF107YCQ/@@download/ENCFF107YCQ.bigWig
ENCFF474NZG,ENCSR303SHG,TF ChIP-seq,ZNF699-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF474NZG/@@download/ENCFF474NZG.bigWig
ENCFF934HNY,ENCSR307YJU,TF ChIP-seq,MYNN-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF934HNY/@@download/ENCFF934HNY.bigWig
ENCFF987AAS,ENCSR314BBS,TF ChIP-seq,PTTG1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF987AAS/@@download/ENCFF987AAS.bigWig
ENCFF122VBA,ENCSR315NNL,TF ChIP-seq,CHAMP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF122VBA/@@download/ENCFF122VBA.bigWig
ENCFF191SLC,ENCSR322CFO,TF ChIP-seq,ZEB2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF191SLC/@@download/ENCFF191SLC.bigWig
ENCFF641KPE,ENCSR325DER,TF ChIP-seq,NR3C1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF641KPE/@@download/ENCFF641KPE.bigWig
ENCFF331WPU,ENCSR325RLL,TF ChIP-seq,POLR2B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF331WPU/@@download/ENCFF331WPU.bigWig
ENCFF323QAI,ENCSR331BDJ,TF ChIP-seq,NKRF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF323QAI/@@download/ENCFF323QAI.bigWig
ENCFF625DNM,ENCSR331GDC,TF ChIP-seq,ZBTB11-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF625DNM/@@download/ENCFF625DNM.bigWig
ENCFF762SLS,ENCSR334HSW,TF ChIP-seq,ZNF318-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF762SLS/@@download/ENCFF762SLS.bigWig
ENCFF231SVD,ENCSR335SUD,TF ChIP-seq,ZNF436-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF231SVD/@@download/ENCFF231SVD.bigWig
ENCFF449BPO,ENCSR336DXE,TF ChIP-seq,SKIL-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF449BPO/@@download/ENCFF449BPO.bigWig
ENCFF163LYX,ENCSR336GFK,TF ChIP-seq,CAMTA2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF163LYX/@@download/ENCFF163LYX.bigWig
ENCFF986XUA,ENCSR338UQU,TF ChIP-seq,STAT6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF986XUA/@@download/ENCFF986XUA.bigWig
ENCFF757PUB,ENCSR343ELW,TF ChIP-seq,LEF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF757PUB/@@download/ENCFF757PUB.bigWig
ENCFF592ZQX,ENCSR343IFJ,TF ChIP-seq,CC2D1A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF592ZQX/@@download/ENCFF592ZQX.bigWig
ENCFF323ZHL,ENCSR349TZO,TF ChIP-seq,NCOA2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF323ZHL/@@download/ENCFF323ZHL.bigWig
ENCFF880JFS,ENCSR350GZC,TF ChIP-seq,ZNF561-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF880JFS/@@download/ENCFF880JFS.bigWig
ENCFF690SBF,ENCSR350XWY,TF ChIP-seq,C11orf30-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF690SBF/@@download/ENCFF690SBF.bigWig
ENCFF868RTI,ENCSR352BJL,TF ChIP-seq,ZNF318-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF868RTI/@@download/ENCFF868RTI.bigWig
ENCFF719FMY,ENCSR353HEP,TF ChIP-seq,TARDBP-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF719FMY/@@download/ENCFF719FMY.bigWig
ENCFF923AEP,ENCSR358PJI,TF ChIP-seq,ZNF277-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF923AEP/@@download/ENCFF923AEP.bigWig
ENCFF594UNZ,ENCSR359NFW,TF ChIP-seq,USF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF594UNZ/@@download/ENCFF594UNZ.bigWig
ENCFF118QVV,ENCSR360ECJ,TF ChIP-seq,ZNF232-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF118QVV/@@download/ENCFF118QVV.bigWig
ENCFF557GFQ,ENCSR360HRA,TF ChIP-seq,KDM1A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF557GFQ/@@download/ENCFF557GFQ.bigWig
ENCFF740OGZ,ENCSR360UHC,TF ChIP-seq,ARID3B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF740OGZ/@@download/ENCFF740OGZ.bigWig
ENCFF840WAU,ENCSR361UTL,TF ChIP-seq,MYBL2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF840WAU/@@download/ENCFF840WAU.bigWig
ENCFF448FKC,ENCSR364SNE,TF ChIP-seq,POU5F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF448FKC/@@download/ENCFF448FKC.bigWig
ENCFF553PTD,ENCSR368GJN,TF ChIP-seq,E2F4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF553PTD/@@download/ENCFF553PTD.bigWig
ENCFF242FVI,ENCSR370NFS,TF ChIP-seq,ZNF280A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF242FVI/@@download/ENCFF242FVI.bigWig
ENCFF701GZL,ENCSR372IML,TF ChIP-seq,SP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF701GZL/@@download/ENCFF701GZL.bigWig
ENCFF094FEC,ENCSR376RCX,TF ChIP-seq,GMEB1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF094FEC/@@download/ENCFF094FEC.bigWig
ENCFF018GMI,ENCSR376UMR,TF ChIP-seq,ZNF84-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF018GMI/@@download/ENCFF018GMI.bigWig
ENCFF102RGH,ENCSR376WCJ,TF ChIP-seq,IRF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF102RGH/@@download/ENCFF102RGH.bigWig
ENCFF295IHA,ENCSR376XAV,TF ChIP-seq,SMAD3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF295IHA/@@download/ENCFF295IHA.bigWig
ENCFF436CSN,ENCSR377BLZ,TF ChIP-seq,GTF2F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF436CSN/@@download/ENCFF436CSN.bigWig
ENCFF884ERV,ENCSR377HQG,TF ChIP-seq,ZNF140-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF884ERV/@@download/ENCFF884ERV.bigWig
ENCFF452QDE,ENCSR382AIB,TF ChIP-seq,DDX20-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF452QDE/@@download/ENCFF452QDE.bigWig
ENCFF578KUT,ENCSR385AHH,TF ChIP-seq,ZNF24-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF578KUT/@@download/ENCFF578KUT.bigWig
ENCFF987SVV,ENCSR385IUC,TF ChIP-seq,TBX18-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF987SVV/@@download/ENCFF987SVV.bigWig
ENCFF643MLR,ENCSR387BVC,TF ChIP-seq,DDIT3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF643MLR/@@download/ENCFF643MLR.bigWig
ENCFF981JSV,ENCSR387SYS,TF ChIP-seq,DEAF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF981JSV/@@download/ENCFF981JSV.bigWig
ENCFF633KJU,ENCSR387UWP,TF ChIP-seq,HDAC1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF633KJU/@@download/ENCFF633KJU.bigWig
ENCFF806LCJ,ENCSR388QZF,TF ChIP-seq,POLR2A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF806LCJ/@@download/ENCFF806LCJ.bigWig
ENCFF334LHK,ENCSR388ZRV,TF ChIP-seq,ZNF311-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF334LHK/@@download/ENCFF334LHK.bigWig
ENCFF808GHX,ENCSR389PWB,TF ChIP-seq,ZBTB5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF808GHX/@@download/ENCFF808GHX.bigWig
ENCFF611RGV,ENCSR390VGH,TF ChIP-seq,MNT-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF611RGV/@@download/ENCFF611RGV.bigWig
ENCFF972ZPX,ENCSR392JVX,TF ChIP-seq,ELK1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF972ZPX/@@download/ENCFF972ZPX.bigWig
ENCFF053QLR,ENCSR395HWC,TF ChIP-seq,IKZF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF053QLR/@@download/ENCFF053QLR.bigWig
ENCFF828GWR,ENCSR400FSM,TF ChIP-seq,POLR2H-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF828GWR/@@download/ENCFF828GWR.bigWig
ENCFF933MBF,ENCSR402XII,TF ChIP-seq,CSDE1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF933MBF/@@download/ENCFF933MBF.bigWig
ENCFF944ERK,ENCSR405KTQ,TF ChIP-seq,HEY1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF944ERK/@@download/ENCFF944ERK.bigWig
ENCFF592IEX,ENCSR409PXW,TF ChIP-seq,ZNF224-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF592IEX/@@download/ENCFF592IEX.bigWig
ENCFF892HGA,ENCSR410DWC,TF ChIP-seq,PYGO2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF892HGA/@@download/ENCFF892HGA.bigWig
ENCFF687OPZ,ENCSR411UYA,TF ChIP-seq,MTA2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF687OPZ/@@download/ENCFF687OPZ.bigWig
ENCFF219FGQ,ENCSR412CTM,TF ChIP-seq,SUZ12-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF219FGQ/@@download/ENCFF219FGQ.bigWig
ENCFF654QOE,ENCSR414TYY,TF ChIP-seq,RUNX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF654QOE/@@download/ENCFF654QOE.bigWig
ENCFF376WFQ,ENCSR415NNQ,TF ChIP-seq,THAP12-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF376WFQ/@@download/ENCFF376WFQ.bigWig
ENCFF758RLK,ENCSR415TXN,TF ChIP-seq,NONO-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF758RLK/@@download/ENCFF758RLK.bigWig
ENCFF751PZT,ENCSR416QLJ,TF ChIP-seq,CEBPB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF751PZT/@@download/ENCFF751PZT.bigWig
ENCFF024ZVX,ENCSR419CNA,TF ChIP-seq,ZC3H4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF024ZVX/@@download/ENCFF024ZVX.bigWig
ENCFF449EAD,ENCSR423FCW,TF ChIP-seq,RBM14-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF449EAD/@@download/ENCFF449EAD.bigWig
ENCFF313DTO,ENCSR426MDV,TF ChIP-seq,MIER1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF313DTO/@@download/ENCFF313DTO.bigWig
ENCFF786KED,ENCSR426PTT,TF ChIP-seq,FOXO4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF786KED/@@download/ENCFF786KED.bigWig
ENCFF085LMT,ENCSR426URK,TF ChIP-seq,AFF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF085LMT/@@download/ENCFF085LMT.bigWig
ENCFF594FWL,ENCSR427WZJ,TF ChIP-seq,ZNF143-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF594FWL/@@download/ENCFF594FWL.bigWig
ENCFF453NDJ,ENCSR427XYP,TF ChIP-seq,ZNF740-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF453NDJ/@@download/ENCFF453NDJ.bigWig
ENCFF762JVU,ENCSR429QPP,TF ChIP-seq,FOXM1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF762JVU/@@download/ENCFF762JVU.bigWig
ENCFF499TQE,ENCSR429XTR,TF ChIP-seq,TARDBP-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF499TQE/@@download/ENCFF499TQE.bigWig
ENCFF066QHQ,ENCSR431XGJ,TF ChIP-seq,PYGO2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF066QHQ/@@download/ENCFF066QHQ.bigWig
ENCFF040PTP,ENCSR436CZV,TF ChIP-seq,AFF4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF040PTP/@@download/ENCFF040PTP.bigWig
ENCFF272TVG,ENCSR438RRM,TF ChIP-seq,FOXM1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF272TVG/@@download/ENCFF272TVG.bigWig
ENCFF291YGU,ENCSR439OCL,TF ChIP-seq,ZNF407-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF291YGU/@@download/ENCFF291YGU.bigWig
ENCFF852FRV,ENCSR440VKE,TF ChIP-seq,ADNP-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF852FRV/@@download/ENCFF852FRV.bigWig
ENCFF100QPF,ENCSR444MSK,TF ChIP-seq,RFX7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF100QPF/@@download/ENCFF100QPF.bigWig
ENCFF215WHM,ENCSR446LAV,TF ChIP-seq,DDX20-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF215WHM/@@download/ENCFF215WHM.bigWig
ENCFF972YFP,ENCSR448UKK,TF ChIP-seq,ZKSCAN8-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF972YFP/@@download/ENCFF972YFP.bigWig
ENCFF601GZX,ENCSR451UQX,TF ChIP-seq,ZNF551-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF601GZX/@@download/ENCFF601GZX.bigWig
ENCFF870SFV,ENCSR454SCH,TF ChIP-seq,ZNF7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF870SFV/@@download/ENCFF870SFV.bigWig
ENCFF374CDE,ENCSR459FUE,TF ChIP-seq,ERF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF374CDE/@@download/ENCFF374CDE.bigWig
ENCFF056UOA,ENCSR462QZZ,TF ChIP-seq,ZNF395-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF056UOA/@@download/ENCFF056UOA.bigWig
