Chromosome,Start,gene_name,gene_id,Strand
chr9,137044092,NPDC1,ENSG00000107281.10,-
chr9,137054061,ENTPD2,ENSG00000054179.12,-
chr9,137054018,ENTPD2,ENSG00000054179.12,-
chr9,137070557,SAPCD2,ENSG00000186193.9,-
chr9,137114733,DPP7,ENSG00000176978.15,-
chr9,137170051,LRRC26,ENSG00000184709.7,-
chr9,137171984,ENSG00000261793,ENSG00000261793.1,-
chr9,137172056,TMEM210,ENSG00000185863.8,-
chr9,137188560,ANAPC2,ENSG00000176248.9,-
chr9,137200741,TPRN,ENSG00000176058.13,-
chr9,137205648,TMEM203,ENSG00000187713.7,-
chr9,137221581,RNF208,ENSG00000212864.4,-
chr9,137222240,RNF208,ENSG00000212864.4,-
chr9,137247751,FAM166A,ENSG00000188163.8,-
chr9,137302271,NRARP,ENSG00000198435.4,-
chr9,137423162,EXD3,ENSG00000187609.16,-
chr9,137423155,EXD3,ENSG00000187609.16,-
chr9,137423162,EXD3,ENSG00000187609.16,-
chr9,137441357,ENTPD8,ENSG00000188833.10,-
chr9,137459334,NSMF,ENSG00000165802.23,-
chr9,137459334,NSMF,ENSG00000165802.23,-
chr9,137459302,NSMF,ENSG00000165802.23,-
chr9,137459334,NSMF,ENSG00000165802.23,-
chr9,137550402,PNPLA7,ENSG00000130653.16,-
chr9,137550384,PNPLA7,ENSG00000130653.16,-
chr9,137578925,DPH7,ENSG00000148399.13,-
chr9,137590512,ZMYND19,ENSG00000165724.6,-
chr10,130087,ZMYND11,ENSG00000015171.21,+
chr10,134464,ZMYND11,ENSG00000015171.21,+
chr10,134702,ZMYND11,ENSG00000015171.21,+
chr10,135068,ZMYND11,ENSG00000015171.21,+
chr10,135450,ZMYND11,ENSG00000015171.21,+
chr10,135454,ZMYND11,ENSG00000015171.21,+
chr10,135471,ZMYND11,ENSG00000015171.21,+
chr10,135483,ZMYND11,ENSG00000015171.21,+
chr10,135488,ZMYND11,ENSG00000015171.21,+
chr10,135507,ZMYND11,ENSG00000015171.21,+
chr10,135508,ZMYND11,ENSG00000015171.21,+
chr10,135518,ZMYND11,ENSG00000015171.21,+
chr10,135812,ZMYND11,ENSG00000015171.21,+
chr10,136198,ZMYND11,ENSG00000015171.21,+
chr10,180012,ZMYND11,ENSG00000015171.21,+
chr10,988433,GTPBP4,ENSG00000107937.19,+
chr10,1049537,WDR37,ENSG00000047056.18,+
chr10,1056384,WDR37,ENSG00000047056.18,+
chr10,1056403,WDR37,ENSG00000047056.18,+
chr10,1056821,WDR37,ENSG00000047056.18,+
chr10,1056846,WDR37,ENSG00000047056.18,+
chr10,1056848,WDR37,ENSG00000047056.18,+
chr10,1074382,WDR37,ENSG00000047056.18,+
chr10,1074416,WDR37,ENSG00000047056.18,+
chr10,3067501,PFKP,ENSG00000067057.19,+
chr10,3067547,PFKP,ENSG00000067057.19,+
chr10,3068485,PFKP,ENSG00000067057.19,+
chr10,3104723,PFKP,ENSG00000067057.19,+
chr10,4826206,AKR1E2,ENSG00000165568.18,+
chr10,4826295,AKR1E2,ENSG00000165568.18,+
chr10,4963414,AKR1C1,ENSG00000187134.14,+
chr10,4963788,AKR1C1,ENSG00000187134.14,+
chr10,5048811,AKR1C3,ENSG00000196139.14,+
chr10,5077637,AKR1C3,ENSG00000196139.14,+
chr10,5094413,AKR1C3,ENSG00000196139.14,+
chr10,5195462,AKR1C4,ENSG00000198610.11,+
chr10,5196836,AKR1C4,ENSG00000198610.11,+
chr10,5364965,UCN3,ENSG00000178473.7,+
chr10,5412556,NET1,ENSG00000173848.19,+
chr10,5446610,NET1,ENSG00000173848.19,+
chr10,5524960,CALML3,ENSG00000178363.5,+
chr10,5684730,TASOR2,ENSG00000108021.22,+
chr10,5684837,TASOR2,ENSG00000108021.22,+
chr10,5684844,TASOR2,ENSG00000108021.22,+
chr10,5684847,TASOR2,ENSG00000108021.22,+
chr10,5692815,TASOR2,ENSG00000108021.22,+
chr10,5692819,TASOR2,ENSG00000108021.22,+
chr10,5890202,FBH1,ENSG00000134452.20,+
chr10,5890242,FBH1,ENSG00000134452.20,+
chr10,5894385,FBH1,ENSG00000134452.20,+
chr10,6089033,RBM17,ENSG00000134453.16,+
chr10,6089345,RBM17,ENSG00000134453.16,+
chr10,6144933,PFKFB3,ENSG00000170525.21,+
chr10,6146315,PFKFB3,ENSG00000170525.21,+
chr10,6202865,PFKFB3,ENSG00000170525.21,+
chr10,6202876,PFKFB3,ENSG00000170525.21,+
chr10,6202899,PFKFB3,ENSG00000170525.21,+
chr10,6202931,PFKFB3,ENSG00000170525.21,+
chr10,7703315,ITIH2,ENSG00000151655.19,+
chr10,7703399,ITIH2,ENSG00000151655.19,+
chr10,7788176,ATP5F1C,ENSG00000165629.20,+
chr10,7818504,TAF3,ENSG00000165632.9,+
chr10,7818527,TAF3,ENSG00000165632.9,+
chr10,8054687,GATA3,ENSG00000107485.18,+
chr10,8054809,GATA3,ENSG00000107485.18,+
chr10,10798396,CELF2,ENSG00000048740.19,+
chr10,10798615,CELF2,ENSG00000048740.19,+
chr10,10798623,CELF2,ENSG00000048740.19,+
chr10,11005320,CELF2,ENSG00000048740.19,+
chr10,11005323,CELF2,ENSG00000048740.19,+
chr10,11005376,CELF2,ENSG00000048740.19,+
chr10,11017871,CELF2,ENSG00000048740.19,+
chr10,11017929,CELF2,ENSG00000048740.19,+
chr10,11017965,CELF2,ENSG00000048740.19,+
chr10,11018775,CELF2,ENSG00000048740.19,+
chr10,11165029,CELF2,ENSG00000048740.19,+
chr10,11165139,CELF2,ENSG00000048740.19,+
chr10,11165483,CELF2,ENSG00000048740.19,+
chr10,11165485,CELF2,ENSG00000048740.19,+
chr10,11742381,ECHDC3,ENSG00000134463.15,+
chr10,11823355,PROSER2,ENSG00000148426.14,+
chr10,11869643,PROSER2,ENSG00000148426.14,+
chr10,12068953,DHTKD1,ENSG00000181192.12,+
chr10,12129636,SEC61A2,ENSG00000065665.21,+
chr10,12129640,SEC61A2,ENSG00000065665.21,+
chr10,12129676,SEC61A2,ENSG00000065665.21,+
chr10,12129700,SEC61A2,ENSG00000065665.21,+
chr10,12129726,SEC61A2,ENSG00000065665.21,+
chr10,12129732,SEC61A2,ENSG00000065665.21,+
chr10,12196187,CDC123,ENSG00000151465.14,+
chr10,12196222,CDC123,ENSG00000151465.14,+
chr10,12349546,CAMK1D,ENSG00000183049.14,+
chr10,12349732,CAMK1D,ENSG00000183049.14,+
chr10,13099448,OPTN,ENSG00000123240.17,+
chr10,13099602,OPTN,ENSG00000123240.17,+
chr10,13100162,OPTN,ENSG00000123240.17,+
chr10,13100168,OPTN,ENSG00000123240.17,+
chr10,13100172,OPTN,ENSG00000123240.17,+
chr10,13161557,MCM10,ENSG00000065328.17,+
chr10,13161578,MCM10,ENSG00000065328.17,+
chr10,13164127,MCM10,ENSG00000065328.17,+
chr10,13586964,PRPF18,ENSG00000165630.15,+
chr10,14838305,MSANTD7,ENSG00000284024.4,+
chr10,14878862,SUV39H2,ENSG00000152455.16,+
chr10,14878865,SUV39H2,ENSG00000152455.16,+
chr10,14878899,SUV39H2,ENSG00000152455.16,+
chr10,14959387,MEIG1,ENSG00000197889.10,+
chr10,14966438,MEIG1,ENSG00000197889.10,+
chr10,15043942,OLAH,ENSG00000152463.15,+
chr10,15043962,OLAH,ENSG00000152463.15,+
chr10,15097179,RPP38,ENSG00000152464.15,+
chr10,15097330,RPP38,ENSG00000152464.15,+
chr10,15097354,RPP38,ENSG00000152464.15,+
chr10,16436942,PTER,ENSG00000165983.15,+
chr10,16436983,PTER,ENSG00000165983.15,+
chr10,16437009,PTER,ENSG00000165983.15,+
chr10,16484334,PTER,ENSG00000165983.15,+
chr10,17228240,VIM,ENSG00000026025.16,+
chr10,17229277,VIM,ENSG00000026025.16,+
chr10,17644150,STAM,ENSG00000136738.15,+
chr10,17752200,TMEM236,ENSG00000148483.9,+
chr10,17809347,MRC1,ENSG00000260314.3,+
chr10,17951838,SLC39A12,ENSG00000148482.12,+
chr10,17951891,SLC39A12,ENSG00000148482.12,+
chr10,17951913,SLC39A12,ENSG00000148482.12,+
chr10,17951917,SLC39A12,ENSG00000148482.12,+
chr10,18140423,CACNB2,ENSG00000165995.24,+
chr10,18140735,CACNB2,ENSG00000165995.24,+
chr10,18140736,CACNB2,ENSG00000165995.24,+
chr10,18140957,CACNB2,ENSG00000165995.24,+
chr10,18260721,CACNB2,ENSG00000165995.24,+
chr10,18260768,CACNB2,ENSG00000165995.24,+
chr10,18340708,CACNB2,ENSG00000165995.24,+
chr10,18366905,CACNB2,ENSG00000165995.24,+
chr10,18400574,CACNB2,ENSG00000165995.24,+
chr10,18400633,CACNB2,ENSG00000165995.24,+
chr10,18659430,ARL5B,ENSG00000165997.5,+
chr10,19048800,MALRD1,ENSG00000204740.11,+
chr10,19816238,PLXDC2,ENSG00000120594.17,+
chr10,19816431,PLXDC2,ENSG00000120594.17,+
chr10,21524674,MLLT10,ENSG00000078403.17,+
chr10,21534231,MLLT10,ENSG00000078403.17,+
chr10,21534344,MLLT10,ENSG00000078403.17,+
chr10,21534475,MLLT10,ENSG00000078403.17,+
chr10,21534644,MLLT10,ENSG00000078403.17,+
chr10,22316387,COMMD3,ENSG00000148444.16,+
chr10,22316408,COMMD3-BMI1,ENSG00000269897.5,+
chr10,22321098,BMI1,ENSG00000168283.14,+
chr10,22345444,SPAG6,ENSG00000077327.16,+
chr10,22345495,SPAG6,ENSG00000077327.16,+
chr10,22345496,SPAG6,ENSG00000077327.16,+
chr10,22360821,SPAG6,ENSG00000077327.16,+
chr10,22928023,ARMC3,ENSG00000165309.14,+
chr10,22928036,ARMC3,ENSG00000165309.14,+
chr10,22928052,ARMC3,ENSG00000165309.14,+
chr10,22928063,ARMC3,ENSG00000165309.14,+
chr10,23095578,MSRB2,ENSG00000148450.13,+
chr10,23192311,PTF1A,ENSG00000168267.7,+
chr10,23439074,OTUD1,ENSG00000165312.7,+
chr10,23694745,KIAA1217,ENSG00000120549.19,+
chr10,24208790,KIAA1217,ENSG00000120549.19,+
chr10,24209137,KIAA1217,ENSG00000120549.19,+
chr10,24254122,KIAA1217,ENSG00000120549.19,+
chr10,24449432,KIAA1217,ENSG00000120549.19,+
chr10,24466530,KIAA1217,ENSG00000120549.19,+
chr10,25016611,THNSL1,ENSG00000185875.13,+
chr10,25016657,THNSL1,ENSG00000185875.13,+
chr10,25174801,GPR158,ENSG00000151025.11,+
chr10,25175000,GPR158,ENSG00000151025.11,+
chr10,25934228,MYO3A,ENSG00000095777.17,+
chr10,25934273,MYO3A,ENSG00000095777.17,+
chr10,25935787,MYO3A,ENSG00000095777.17,+
chr10,26216664,GAD2,ENSG00000136750.13,+
chr10,26216773,GAD2,ENSG00000136750.13,+
chr10,26217144,GAD2,ENSG00000136750.13,+
chr10,26438340,APBB1IP,ENSG00000077420.16,+
chr10,26438424,APBB1IP,ENSG00000077420.16,+
chr10,26697700,PDSS1,ENSG00000148459.16,+
chr10,27154823,MASTL,ENSG00000120539.15,+
chr10,27155351,MASTL,ENSG00000120539.15,+
chr10,27155369,MASTL,ENSG00000120539.15,+
chr10,27504233,RAB18,ENSG00000099246.18,+
chr10,27504279,RAB18,ENSG00000099246.18,+
chr10,27504303,RAB18,ENSG00000099246.18,+
chr10,27504311,RAB18,ENSG00000099246.18,+
chr10,27504317,RAB18,ENSG00000099246.18,+
chr10,27504327,RAB18,ENSG00000099246.18,+
chr10,28532492,WAC,ENSG00000095787.26,+
chr10,28532775,WAC,ENSG00000095787.26,+
chr10,28532783,WAC,ENSG00000095787.26,+
chr10,28533117,WAC,ENSG00000095787.26,+
chr10,28533312,WAC,ENSG00000095787.26,+
chr10,28533505,WAC,ENSG00000095787.26,+
chr10,28533748,WAC,ENSG00000095787.26,+
chr10,28534122,WAC,ENSG00000095787.26,+
chr10,28677520,BAMBI,ENSG00000095739.11,+
chr10,29289060,LYZL1,ENSG00000120563.10,+
chr10,29289069,LYZL1,ENSG00000120563.10,+
chr10,30434020,MAP3K8,ENSG00000107968.10,+
chr10,30434183,MAP3K8,ENSG00000107968.10,+
chr10,30434243,MAP3K8,ENSG00000107968.10,+
chr10,30438821,MAP3K8,ENSG00000107968.10,+
chr10,31319124,ZEB1,ENSG00000148516.23,+
chr10,31319211,ZEB1,ENSG00000148516.23,+
chr10,31319215,ZEB1,ENSG00000148516.23,+
chr10,31319221,ZEB1,ENSG00000148516.23,+
chr10,32446139,CCDC7,ENSG00000216937.14,+
chr10,32451620,CCDC7,ENSG00000216937.14,+
chr10,35126790,CREM,ENSG00000095794.21,+
chr10,35126809,CREM,ENSG00000095794.21,+
chr10,35126845,CREM,ENSG00000095794.21,+
chr10,35126922,CREM,ENSG00000095794.21,+
chr10,35127065,CREM,ENSG00000095794.21,+
chr10,35127090,CREM,ENSG00000095794.21,+
chr10,35127101,CREM,ENSG00000095794.21,+
chr10,35127116,CREM,ENSG00000095794.21,+
chr10,35127161,CREM,ENSG00000095794.21,+
chr10,35127423,CREM,ENSG00000095794.21,+
chr10,35127459,CREM,ENSG00000095794.21,+
chr10,35127476,CREM,ENSG00000095794.21,+
chr10,35137835,CREM,ENSG00000095794.21,+
chr10,35148371,CREM,ENSG00000095794.21,+
chr10,35167515,CREM,ENSG00000095794.21,+
chr10,35167563,CREM,ENSG00000095794.21,+
chr10,35167725,CREM,ENSG00000095794.21,+
chr10,35175592,CREM,ENSG00000095794.21,+
chr10,35195126,CREM,ENSG00000095794.21,+
chr10,35195132,CREM,ENSG00000095794.21,+
chr10,35195146,CREM,ENSG00000095794.21,+
chr10,35195864,CREM,ENSG00000095794.21,+
chr10,35195901,CREM,ENSG00000095794.21,+
chr10,35195908,CREM,ENSG00000095794.21,+
chr10,35195916,CREM,ENSG00000095794.21,+
chr10,35196008,CREM,ENSG00000095794.21,+
chr10,35247024,CCNY,ENSG00000108100.18,+
chr10,35336508,CCNY,ENSG00000108100.18,+
chr10,35336873,CCNY,ENSG00000108100.18,+
chr10,35605340,GJD4,ENSG00000177291.4,+
chr10,37125597,ANKRD30A,ENSG00000148513.20,+
chr10,38010649,ZNF33A,ENSG00000189180.16,+
chr10,38010654,ZNF33A,ENSG00000189180.16,+
chr10,38010669,ZNF33A,ENSG00000189180.16,+
chr10,38010674,ZNF33A,ENSG00000189180.16,+
chr10,38010685,ZNF33A,ENSG00000189180.16,+
chr10,38094333,ZNF37A,ENSG00000075407.19,+
chr10,38094335,ZNF37A,ENSG00000075407.19,+
chr10,38094336,ZNF37A,ENSG00000075407.19,+
chr10,38094346,ZNF37A,ENSG00000075407.19,+
chr10,38094367,PLD5P1,ENSG00000283930.1,+
chr10,42782794,BMS1,ENSG00000165733.8,+
chr10,43077068,RET,ENSG00000165731.21,+
chr10,43077085,RET,ENSG00000165731.21,+
chr10,43138444,CSGALNACT2,ENSG00000169826.8,+
chr10,43371635,FXYD4,ENSG00000150201.15,+
chr10,43371643,FXYD4,ENSG00000150201.15,+
chr10,43436847,ZNF487,ENSG00000243660.12,+
chr10,43436872,ZNF487,ENSG00000243660.12,+
chr10,43437110,ZNF487,ENSG00000243660.12,+
chr10,43606425,ZNF485,ENSG00000198298.13,+
chr10,43606437,ZNF485,ENSG00000198298.13,+
chr10,44911315,TMEM72,ENSG00000187783.12,+
chr10,44911336,TMEM72,ENSG00000187783.12,+
chr10,44959801,RASSF4,ENSG00000107551.21,+
chr10,45000922,ZNF22,ENSG00000165512.5,+
chr10,45374175,ALOX5,ENSG00000012779.12,+
chr10,45374215,ALOX5,ENSG00000012779.12,+
chr10,45727199,WASHC2C,ENSG00000172661.20,+
chr10,45727218,WASHC2C,ENSG00000172661.20,+
chr10,45727234,WASHC2C,ENSG00000172661.20,+
chr10,45727235,WASHC2C,ENSG00000172661.20,+
chr10,45727265,WASHC2C,ENSG00000172661.20,+
chr10,45972488,TIMM23,ENSG00000265354.4,+
chr10,46286996,ANTXRL,ENSG00000274209.6,+
chr10,46375626,ANXA8L1,ENSG00000264230.9,+
chr10,46375675,ANXA8L1,ENSG00000264230.9,+
chr10,46375755,ANXA8L1,ENSG00000264230.9,+
chr10,46375775,ANXA8L1,ENSG00000264230.9,+
chr10,46578216,SYT15,ENSG00000204176.14,+
chr10,46579127,SYT15,ENSG00000204176.14,+
chr10,46579132,SYT15,ENSG00000204176.14,+
chr10,46911395,PTPN20,ENSG00000204179.11,+
chr10,46911427,PTPN20,ENSG00000204179.11,+
chr10,46911434,PTPN20,ENSG00000204179.11,+
chr10,46911437,PTPN20,ENSG00000204179.11,+
chr10,46911780,PTPN20,ENSG00000204179.11,+
chr10,46932416,PTPN20,ENSG00000204179.11,+
chr10,46932422,PTPN20,ENSG00000204179.11,+
chr10,47300196,GDF10,ENSG00000266524.3,+
chr10,47322453,GDF2,ENSG00000263761.3,+
chr10,47348362,RBP3,ENSG00000265203.2,+
chr10,47918661,NPY4R2,ENSG00000264717.6,+
chr10,47918738,NPY4R2,ENSG00000264717.6,+
chr10,48306638,MAPK8,ENSG00000107643.17,+
chr10,48306676,MAPK8,ENSG00000107643.17,+
chr10,48306752,MAPK8,ENSG00000107643.17,+
chr10,48308215,MAPK8,ENSG00000107643.17,+
chr10,48401611,MAPK8,ENSG00000107643.17,+
chr10,48401642,MAPK8,ENSG00000107643.17,+
chr10,48401647,MAPK8,ENSG00000107643.17,+
chr10,48684872,WDFY4,ENSG00000128815.20,+
chr10,48684875,WDFY4,ENSG00000128815.20,+
chr10,49299169,C10orf71,ENSG00000177354.12,+
chr10,49609094,CHAT,ENSG00000070748.19,+
chr10,49613107,CHAT,ENSG00000070748.19,+
chr10,49614036,CHAT,ENSG00000070748.19,+
chr10,49637399,CHAT,ENSG00000070748.19,+
chr10,49610309,SLC18A3,ENSG00000187714.7,+
chr10,49679650,C10orf53,ENSG00000178645.14,+
chr10,49679685,C10orf53,ENSG00000178645.14,+
chr10,49942052,TIMM23B,ENSG00000204152.14,+
chr10,49942080,TIMM23B,ENSG00000204152.14,+
chr10,49942055,TIMM23B-AGAP6,ENSG00000178440.9,+
chr10,49988317,AGAP6,ENSG00000204149.16,+
chr10,49988367,AGAP6,ENSG00000204149.16,+
chr10,49988405,AGAP6,ENSG00000204149.16,+
chr10,49988715,AGAP6,ENSG00000204149.16,+
chr10,50067887,WASHC2A,ENSG00000099290.17,+
chr10,50067906,WASHC2A,ENSG00000099290.17,+
chr10,50067922,WASHC2A,ENSG00000099290.17,+
chr10,50067953,WASHC2A,ENSG00000099290.17,+
chr10,50078125,WASHC2A,ENSG00000099290.17,+
chr10,50739317,ASAH2B,ENSG00000204147.11,+
chr10,50739935,ASAH2B,ENSG00000204147.11,+
chr10,50739947,ASAH2B,ENSG00000204147.11,+
chr10,50990887,PRKG1,ENSG00000185532.20,+
chr10,51074303,PRKG1,ENSG00000185532.20,+
chr10,51074486,PRKG1,ENSG00000185532.20,+
chr10,51074509,PRKG1,ENSG00000185532.20,+
chr10,51074569,PRKG1,ENSG00000185532.20,+
chr10,52128345,PRKG1,ENSG00000185532.20,+
chr10,52314280,DKK1,ENSG00000107984.10,+
chr10,58269161,CISD1,ENSG00000122873.12,+
chr10,58334978,UBE2D1,ENSG00000072401.15,+
chr10,58335005,UBE2D1,ENSG00000072401.15,+
chr10,58385409,TFAM,ENSG00000108064.11,+
chr10,58385433,TFAM,ENSG00000108064.11,+
chr10,58512871,BICC1,ENSG00000122870.12,+
chr10,58793534,BICC1,ENSG00000122870.12,+
chr10,59176642,PHYHIPL,ENSG00000165443.12,+
chr10,59177257,PHYHIPL,ENSG00000165443.12,+
chr10,60778453,CDK1,ENSG00000170312.17,+
chr10,60778477,CDK1,ENSG00000170312.17,+
chr10,60778492,CDK1,ENSG00000170312.17,+
chr10,60780152,CDK1,ENSG00000170312.17,+
chr10,61662928,CABCOCO1,ENSG00000183346.9,+
chr10,61662960,CABCOCO1,ENSG00000183346.9,+
chr10,61901683,ARID5B,ENSG00000150347.17,+
chr10,61901698,ARID5B,ENSG00000150347.17,+
chr10,62049210,ARID5B,ENSG00000150347.17,+
chr10,62374191,ZNF365,ENSG00000138311.18,+
chr10,62374368,ZNF365,ENSG00000138311.18,+
chr10,62804719,ADO,ENSG00000181915.6,+
chr10,63133246,NRBF2,ENSG00000148572.16,+
chr10,63133327,NRBF2,ENSG00000148572.16,+
chr10,63521400,REEP3,ENSG00000165476.14,+
chr10,66926035,LRRTM3,ENSG00000198739.11,+
chr10,66926307,ENSG00000289325,ENSG00000289325.1,+
chr10,67884655,SIRT1,ENSG00000096717.12,+
chr10,67885180,SIRT1,ENSG00000096717.12,+
chr10,67891483,SIRT1,ENSG00000096717.12,+
chr10,67906049,SIRT1,ENSG00000096717.12,+
chr10,68106118,MYPN,ENSG00000138347.17,+
chr10,68106122,MYPN,ENSG00000138347.17,+
chr10,68109487,MYPN,ENSG00000138347.17,+
chr10,68109560,MYPN,ENSG00000138347.17,+
chr10,68121437,MYPN,ENSG00000138347.17,+
chr10,68332063,HNRNPH3,ENSG00000096746.18,+
chr10,68332121,HNRNPH3,ENSG00000096746.18,+
chr10,68560336,TET1,ENSG00000138336.9,+
chr10,68721143,CCAR1,ENSG00000060339.14,+
chr10,68721225,CCAR1,ENSG00000060339.14,+
chr10,68721238,CCAR1,ENSG00000060339.14,+
chr10,68827530,STOX1,ENSG00000165730.16,+
chr10,68827540,STOX1,ENSG00000165730.16,+
chr10,68827623,STOX1,ENSG00000165730.16,+
chr10,68901314,DDX50,ENSG00000107625.14,+
chr10,68956134,DDX21,ENSG00000165732.14,+
chr10,68956159,DDX21,ENSG00000165732.14,+
chr10,68956169,DDX21,ENSG00000165732.14,+
chr10,68956175,DDX21,ENSG00000165732.14,+
chr10,68956398,DDX21,ENSG00000165732.14,+
chr10,68956410,DDX21,ENSG00000165732.14,+
chr10,68988802,KIFBP,ENSG00000198954.9,+
chr10,68989480,KIFBP,ENSG00000198954.9,+
chr10,69088102,SRGN,ENSG00000122862.5,+
chr10,69123511,VPS26A,ENSG00000122958.15,+
chr10,69124151,VPS26A,ENSG00000122958.15,+
chr10,69124177,VPS26A,ENSG00000122958.15,+
chr10,69132897,VPS26A,ENSG00000122958.15,+
chr10,69180233,SUPV3L1,ENSG00000156502.14,+
chr10,69220331,HKDC1,ENSG00000156510.13,+
chr10,69269983,HK1,ENSG00000156515.25,+
chr10,69278495,HK1,ENSG00000156515.25,+
chr10,69315784,HK1,ENSG00000156515.25,+
chr10,69318083,HK1,ENSG00000156515.25,+
chr10,69318833,HK1,ENSG00000156515.25,+
chr10,69318835,HK1,ENSG00000156515.25,+
chr10,69318846,HK1,ENSG00000156515.25,+
chr10,69318848,HK1,ENSG00000156515.25,+
chr10,69318860,HK1,ENSG00000156515.25,+
chr10,69318879,HK1,ENSG00000156515.25,+
chr10,69318888,HK1,ENSG00000156515.25,+
chr10,69451464,TSPAN15,ENSG00000099282.10,+
chr10,69630246,FAM241B,ENSG00000171224.9,+
chr10,69801879,COL13A1,ENSG00000197467.17,+
chr10,69801905,COL13A1,ENSG00000197467.17,+
chr10,69801931,COL13A1,ENSG00000197467.17,+
chr10,69802048,COL13A1,ENSG00000197467.17,+
chr10,69802070,COL13A1,ENSG00000197467.17,+
chr10,69802117,COL13A1,ENSG00000197467.17,+
chr10,69802423,COL13A1,ENSG00000197467.17,+
chr10,70052587,MACROH2A2,ENSG00000099284.15,+
chr10,70052845,MACROH2A2,ENSG00000099284.15,+
chr10,70075599,MACROH2A2,ENSG00000099284.15,+
chr10,70404144,EIF4EBP2,ENSG00000148730.7,+
chr10,70478766,PALD1,ENSG00000107719.10,+
chr10,70478784,PALD1,ENSG00000107719.10,+
chr10,70672505,ADAMTS14,ENSG00000138316.11,+
chr10,70672802,ADAMTS14,ENSG00000138316.11,+
chr10,70815926,SGPL1,ENSG00000166224.18,+
chr10,70815927,SGPL1,ENSG00000166224.18,+
chr10,70815942,SGPL1,ENSG00000166224.18,+
chr10,70815947,SGPL1,ENSG00000166224.18,+
chr10,70815959,SGPL1,ENSG00000166224.18,+
chr10,70816059,SGPL1,ENSG00000166224.18,+
chr10,70816303,SGPL1,ENSG00000166224.18,+
chr10,70816383,SGPL1,ENSG00000166224.18,+
chr10,71212569,UNC5B,ENSG00000107731.12,+
chr10,71212926,UNC5B,ENSG00000107731.12,+
chr10,71319258,SLC29A3,ENSG00000198246.10,+
chr10,71319281,SLC29A3,ENSG00000198246.10,+
chr10,71396919,CDH23,ENSG00000107736.22,+
chr10,71396933,CDH23,ENSG00000107736.22,+
chr10,71396935,CDH23,ENSG00000107736.22,+
chr10,71396936,CDH23,ENSG00000107736.22,+
chr10,71396961,CDH23,ENSG00000107736.22,+
chr10,71439831,CDH23,ENSG00000107736.22,+
chr10,71795770,CDH23,ENSG00000107736.22,+
chr10,71964394,CHST3,ENSG00000122863.6,+
chr10,72215999,ANAPC16,ENSG00000166295.9,+
chr10,72216011,ANAPC16,ENSG00000166295.9,+
chr10,72273923,DDIT4,ENSG00000168209.6,+
chr10,72692142,MCU,ENSG00000156026.15,+
chr10,72692618,MCU,ENSG00000156026.15,+
chr10,72893583,OIT3,ENSG00000138315.13,+
chr10,72893738,OIT3,ENSG00000138315.13,+
chr10,73110374,NUDT13,ENSG00000166321.14,+
chr10,73110454,NUDT13,ENSG00000166321.14,+
chr10,73110458,NUDT13,ENSG00000166321.14,+
chr10,73110529,NUDT13,ENSG00000166321.14,+
chr10,73168118,FAM149B1,ENSG00000138286.15,+
chr10,73744371,SEC24C,ENSG00000176986.16,+
chr10,73744390,SEC24C,ENSG00000176986.16,+
chr10,73772275,FUT11,ENSG00000196968.11,+
chr10,73772290,FUT11,ENSG00000196968.11,+
chr10,73782046,CHCHD1,ENSG00000172586.8,+
chr10,73782047,CHCHD1,ENSG00000172586.8,+
chr10,73785605,ZSWIM8,ENSG00000214655.11,+
chr10,73785623,ZSWIM8,ENSG00000214655.11,+
chr10,73785655,ZSWIM8,ENSG00000214655.11,+
chr10,73785661,ZSWIM8,ENSG00000214655.11,+
chr10,73911103,PLAU,ENSG00000122861.16,+
chr10,73911131,PLAU,ENSG00000122861.16,+
chr10,73998113,VCL,ENSG00000035403.18,+
chr10,73998115,VCL,ENSG00000035403.18,+
chr10,74151201,ADK,ENSG00000156110.15,+
chr10,74151220,ADK,ENSG00000156110.15,+
chr10,74151223,ADK,ENSG00000156110.15,+
chr10,74151239,ADK,ENSG00000156110.15,+
chr10,74176651,ADK,ENSG00000156110.15,+
chr10,74176762,ADK,ENSG00000156110.15,+
chr10,74176769,ADK,ENSG00000156110.15,+
chr10,74824935,KAT6B,ENSG00000156650.14,+
chr10,74825483,KAT6B,ENSG00000156650.14,+
chr10,74825491,KAT6B,ENSG00000156650.14,+
chr10,74825498,KAT6B,ENSG00000156650.14,+
chr10,74825567,KAT6B,ENSG00000156650.14,+
chr10,74826412,KAT6B,ENSG00000156650.14,+
chr10,74826448,KAT6B,ENSG00000156650.14,+
chr10,74826561,KAT6B,ENSG00000156650.14,+
chr10,74826579,KAT6B,ENSG00000156650.14,+
chr10,74826595,KAT6B,ENSG00000156650.14,+
chr10,74826599,KAT6B,ENSG00000156650.14,+
chr10,74827057,KAT6B,ENSG00000156650.14,+
chr10,75111510,SAMD8,ENSG00000156671.15,+
chr10,75111634,SAMD8,ENSG00000156671.15,+
chr10,75111655,SAMD8,ENSG00000156671.15,+
chr10,75111708,SAMD8,ENSG00000156671.15,+
chr10,75210153,VDAC2,ENSG00000165637.14,+
chr10,75210795,VDAC2,ENSG00000165637.14,+
chr10,75210847,VDAC2,ENSG00000165637.14,+
chr10,75431623,LRMDA,ENSG00000148655.16,+
chr10,75782760,LRMDA,ENSG00000148655.16,+
chr10,76318333,LRMDA,ENSG00000148655.16,+
chr10,78033759,RPS24,ENSG00000138326.21,+
