,delta mean,delta std,path,wt,context,cell line
7755,0.00653,0.8643,../results/context_dependence_test_10/borzoi/VPS25_chr17_42773448_+.pickle,20.22,neutral,"GM12878 ENCODE, biol_"
428,-0.03522,0.5894,../results/context_dependence_test_10/borzoi/C6orf52_chr6_10694533_-.pickle,5.95,neutral,"GM12878 ENCODE, biol_"
8704,0.04102,0.7334,../results/context_dependence_test_10/borzoi/ARPC1A_chr7_99325897_+.pickle,29.25,neutral,"GM12878 ENCODE, biol_"
9909,-0.0441,0.375,../results/context_dependence_test_10/borzoi/MDM2_chr12_68808190_+.pickle,23.7,neutral,"GM12878 ENCODE, biol_"
1840,0.0492,0.4048,../results/context_dependence_test_10/borzoi/KAT6B_chr10_74826561_+.pickle,4.887,neutral,"GM12878 ENCODE, biol_"
5318,-0.0497,0.4607,../results/context_dependence_test_10/borzoi/TBRG1_chr11_124622863_+.pickle,18.3,neutral,"GM12878 ENCODE, biol_"
7229,0.04553,0.755,../results/context_dependence_test_10/borzoi/SLC25A46_chr5_110739006_+.pickle,24.45,neutral,"GM12878 ENCODE, biol_"
4863,0.04224,0.569,../results/context_dependence_test_10/borzoi/CTU2_chr16_88706482_+.pickle,31.23,neutral,"GM12878 ENCODE, biol_"
7104,0.04324,0.771,../results/context_dependence_test_10/borzoi/ENSG00000284292_chr7_99325878_+.pickle,29.6,neutral,"GM12878 ENCODE, biol_"
6358,0.01152,0.5522,../results/context_dependence_test_10/borzoi/TMEM60_chr7_77798434_-.pickle,19.92,neutral,"GM12878 ENCODE, biol_"
5553,-0.003553,0.4746,../results/context_dependence_test_10/borzoi/ZW10_chr11_113773692_-.pickle,20.67,neutral,"GM12878 ENCODE, biol_"
8395,0.02347,0.6294,../results/context_dependence_test_10/borzoi/WDR3_chr1_117929719_+.pickle,30.55,neutral,"GM12878 ENCODE, biol_"
9864,0.0003793,0.3064,../results/context_dependence_test_10/borzoi/RPS24_chr10_78033862_+.pickle,29.69,neutral,"GM12878 ENCODE, biol_"
5669,0.04214,0.605,../results/context_dependence_test_10/borzoi/ENSG00000284773_chr1_34985313_-.pickle,14.65,neutral,"GM12878 ENCODE, biol_"
5255,0.04147,0.6113,../results/context_dependence_test_10/borzoi/MSH3_chr5_80654651_+.pickle,22.66,neutral,"GM12878 ENCODE, biol_"
6918,-0.03183,0.679,../results/context_dependence_test_10/borzoi/SLC25A17_chr22_40819346_-.pickle,21.08,neutral,"GM12878 ENCODE, biol_"
2089,-0.02902,0.8154,../results/context_dependence_test_10/borzoi/NRIP1_chr21_15064934_-.pickle,19.47,neutral,"GM12878 ENCODE, biol_"
7680,0.0332,0.7563,../results/context_dependence_test_10/borzoi/ATG5_chr6_106325762_-.pickle,26.27,neutral,"GM12878 ENCODE, biol_"
1375,-0.03137,0.568,../results/context_dependence_test_10/borzoi/DGKZ_chr11_46347462_+.pickle,9.51,neutral,"GM12878 ENCODE, biol_"
7165,-0.010155,0.8223,../results/context_dependence_test_10/borzoi/NAPA_chr19_47515020_-.pickle,31.88,neutral,"GM12878 ENCODE, biol_"
946,-0.02121,0.156,../results/context_dependence_test_10/borzoi/ZNF182_chrX_48003989_-.pickle,10.45,neutral,"GM12878 ENCODE, biol_"
4416,-0.009735,0.5166,../results/context_dependence_test_10/borzoi/CRK_chr17_1456223_-.pickle,19.47,neutral,"GM12878 ENCODE, biol_"
3671,-0.02469,0.7944,../results/context_dependence_test_10/borzoi/ALG14_chr1_95072951_-.pickle,17.0,neutral,"GM12878 ENCODE, biol_"
7284,-0.03278,0.506,../results/context_dependence_test_10/borzoi/INTS4_chr11_77994670_-.pickle,15.39,neutral,"GM12878 ENCODE, biol_"
9525,0.01822,0.59,../results/context_dependence_test_10/borzoi/RPE_chr2_210002627_+.pickle,26.42,neutral,"GM12878 ENCODE, biol_"
4469,0.04572,0.454,../results/context_dependence_test_10/borzoi/EXOG_chr3_38496344_+.pickle,14.87,neutral,"GM12878 ENCODE, biol_"
4016,0.03476,0.572,../results/context_dependence_test_10/borzoi/SH3BP5L_chr1_248825915_-.pickle,10.164,neutral,"GM12878 ENCODE, biol_"
4926,-0.00798,0.5156,../results/context_dependence_test_10/borzoi/MR1_chr1_181033986_+.pickle,11.75,neutral,"GM12878 ENCODE, biol_"
1121,0.03934,0.4473,../results/context_dependence_test_10/borzoi/ZNF573_chr19_37779563_-.pickle,6.188,neutral,"GM12878 ENCODE, biol_"
6418,-0.0141,0.2576,../results/context_dependence_test_10/borzoi/MMS22L_chr6_97283176_-.pickle,15.23,neutral,"GM12878 ENCODE, biol_"
8863,-0.02014,0.665,../results/context_dependence_test_10/borzoi/MARCHF7_chr2_159712505_+.pickle,31.89,neutral,"GM12878 ENCODE, biol_"
6376,0.03867,0.5054,../results/context_dependence_test_10/borzoi/DHX37_chr12_124989131_-.pickle,20.52,neutral,"GM12878 ENCODE, biol_"
6575,-0.04056,0.5366,../results/context_dependence_test_10/borzoi/MAP3K7_chr6_90587072_-.pickle,22.2,neutral,"GM12878 ENCODE, biol_"
4470,-0.0408,0.3997,../results/context_dependence_test_10/borzoi/HMBOX1_chr8_28890403_+.pickle,9.83,neutral,"GM12878 ENCODE, biol_"
9611,-0.03014,0.1578,../results/context_dependence_test_10/borzoi/RPS23_chr5_82278368_-.pickle,23.5,neutral,"GM12878 ENCODE, biol_"
6976,-0.5347,1.054,../results/context_dependence_test_10/borzoi/ZNF622_chr5_16465800_-.pickle,25.72,silencing,"GM12878 ENCODE, biol_"
9089,-0.451,1.448,../results/context_dependence_test_10/borzoi/GPALPP1_chr13_44989528_+.pickle,42.06,silencing,"GM12878 ENCODE, biol_"
3779,-0.659,1.338,../results/context_dependence_test_10/borzoi/NUDT6_chr4_122922968_-.pickle,13.016,silencing,"GM12878 ENCODE, biol_"
2354,-0.9395,1.042,../results/context_dependence_test_10/borzoi/ZNF737_chr19_20565781_-.pickle,13.3,silencing,"GM12878 ENCODE, biol_"
5902,-0.397,0.592,../results/context_dependence_test_10/borzoi/POP5_chr12_120581379_-.pickle,16.02,silencing,"GM12878 ENCODE, biol_"
5290,-0.3909,0.7007,../results/context_dependence_test_10/borzoi/ZSCAN30_chr18_35290232_-.pickle,25.22,silencing,"GM12878 ENCODE, biol_"
2823,-0.6934,1.079,../results/context_dependence_test_10/borzoi/USP19_chr3_49120823_-.pickle,23.19,silencing,"GM12878 ENCODE, biol_"
64,-1.595,3.021,../results/context_dependence_test_10/borzoi/JAML_chr11_118225021_-.pickle,10.805,silencing,"GM12878 ENCODE, biol_"
8661,-0.404,1.343,../results/context_dependence_test_10/borzoi/C19orf53_chr19_13774455_+.pickle,22.38,silencing,"GM12878 ENCODE, biol_"
9016,-0.4902,1.048,../results/context_dependence_test_10/borzoi/RTCA_chr1_100266248_+.pickle,31.25,silencing,"GM12878 ENCODE, biol_"
3437,-1.764,2.266,../results/context_dependence_test_10/borzoi/SLA2_chr20_36646196_-.pickle,5.96,silencing,"GM12878 ENCODE, biol_"
7249,-0.3943,1.09,../results/context_dependence_test_10/borzoi/PAK1IP1_chr6_10694971_+.pickle,21.66,silencing,"GM12878 ENCODE, biol_"
2033,-1.286,0.558,../results/context_dependence_test_10/borzoi/CPNE4_chr3_132035014_-.pickle,0.6157,silencing,"GM12878 ENCODE, biol_"
1274,-2.184,2.246,../results/context_dependence_test_10/borzoi/KIR3DL1_chr19_54816467_+.pickle,0.6143,silencing,"GM12878 ENCODE, biol_"
4129,-0.3752,1.154,../results/context_dependence_test_10/borzoi/TTPAL_chr20_44475887_+.pickle,16.05,silencing,"GM12878 ENCODE, biol_"
328,-0.4814,1.112,../results/context_dependence_test_10/borzoi/RHOB_chr2_20447073_+.pickle,10.98,silencing,"GM12878 ENCODE, biol_"
1006,-0.4998,0.4194,../results/context_dependence_test_10/borzoi/FERMT1_chr20_6123030_-.pickle,0.9863,silencing,"GM12878 ENCODE, biol_"
9168,-0.6357,1.138,../results/context_dependence_test_10/borzoi/FAM32A_chr19_16185409_+.pickle,20.64,silencing,"GM12878 ENCODE, biol_"
494,-0.3994,0.4822,../results/context_dependence_test_10/borzoi/ENSG00000235007_chr9_129139412_+.pickle,0.1559,silencing,"GM12878 ENCODE, biol_"
4541,-0.5186,1.029,../results/context_dependence_test_10/borzoi/MAD2L1BP_chr6_43635839_+.pickle,15.94,silencing,"GM12878 ENCODE, biol_"
5988,-0.4236,0.6,../results/context_dependence_test_10/borzoi/IFITM3_chr11_320841_-.pickle,4.383,silencing,"GM12878 ENCODE, biol_"
6550,-0.4106,0.562,../results/context_dependence_test_10/borzoi/SFSWAP_chr12_131711089_+.pickle,16.11,silencing,"GM12878 ENCODE, biol_"
7758,-0.6406,1.291,../results/context_dependence_test_10/borzoi/ATAD1_chr10_87818160_-.pickle,28.28,silencing,"GM12878 ENCODE, biol_"
628,-2.475,1.645,../results/context_dependence_test_10/borzoi/ZNF90_chr19_20077999_+.pickle,6.11,silencing,"GM12878 ENCODE, biol_"
7577,-0.3574,1.057,../results/context_dependence_test_10/borzoi/ZC3H13_chr13_46052746_-.pickle,26.73,silencing,"GM12878 ENCODE, biol_"
7150,-0.5137,1.555,../results/context_dependence_test_10/borzoi/BECN1_chr17_42824263_-.pickle,21.33,silencing,"GM12878 ENCODE, biol_"
3529,-0.4036,0.4717,../results/context_dependence_test_10/borzoi/ZNF701_chr19_52570286_+.pickle,12.05,silencing,"GM12878 ENCODE, biol_"
7868,-0.5854,1.246,../results/context_dependence_test_10/borzoi/COPZ1_chr12_54325138_+.pickle,18.36,silencing,"GM12878 ENCODE, biol_"
1879,-0.6533,0.9224,../results/context_dependence_test_10/borzoi/SLC1A3_chr5_36606605_+.pickle,9.08,silencing,"GM12878 ENCODE, biol_"
2374,-0.4055,0.7026,../results/context_dependence_test_10/borzoi/ZNF611_chr19_52735044_-.pickle,12.34,silencing,"GM12878 ENCODE, biol_"
6483,-0.858,1.784,../results/context_dependence_test_10/borzoi/C18orf32_chr18_49487234_-.pickle,28.33,silencing,"GM12878 ENCODE, biol_"
8904,-0.4375,0.8403,../results/context_dependence_test_10/borzoi/NCOA4_chr10_46030607_-.pickle,29.83,silencing,"GM12878 ENCODE, biol_"
3965,-0.4924,1.55,../results/context_dependence_test_10/borzoi/LFNG_chr7_2519773_+.pickle,10.54,silencing,"GM12878 ENCODE, biol_"
1310,-0.6245,1.477,../results/context_dependence_test_10/borzoi/MUL1_chr1_20508151_-.pickle,15.55,silencing,"GM12878 ENCODE, biol_"
5210,-0.3796,0.4497,../results/context_dependence_test_10/borzoi/PEX26_chr22_18077989_+.pickle,9.9,silencing,"GM12878 ENCODE, biol_"
865,-2.176,2.758,../results/context_dependence_test_10/borzoi/ZNF528_chr19_52397848_+.pickle,10.49,silencing,"GM12878 ENCODE, biol_"
3835,-0.341,0.6797,../results/context_dependence_test_10/borzoi/ZNF407_chr18_74597869_+.pickle,19.48,silencing,"GM12878 ENCODE, biol_"
3791,-1.799,0.6875,../results/context_dependence_test_10/borzoi/FKTN_chr9_105558130_+.pickle,0.0744,silencing,"GM12878 ENCODE, biol_"
546,-0.5063,0.8003,../results/context_dependence_test_10/borzoi/RPSA2_chr19_23763003_+.pickle,6.465,silencing,"GM12878 ENCODE, biol_"
1645,-0.434,1.196,../results/context_dependence_test_10/borzoi/MTG2_chr20_62183027_+.pickle,15.01,silencing,"GM12878 ENCODE, biol_"
242,-0.605,0.7773,../results/context_dependence_test_10/borzoi/SNAP25_chr20_10218866_+.pickle,3.629,silencing,"GM12878 ENCODE, biol_"
618,-0.4634,1.333,../results/context_dependence_test_10/borzoi/ARHGAP26_chr5_142770376_+.pickle,14.75,silencing,"GM12878 ENCODE, biol_"
5526,-0.9175,1.404,../results/context_dependence_test_10/borzoi/AP5Z1_chr7_4775622_+.pickle,20.89,silencing,"GM12878 ENCODE, biol_"
4755,-0.4294,0.4739,../results/context_dependence_test_10/borzoi/ENSG00000288683_chr22_18077988_+.pickle,9.63,silencing,"GM12878 ENCODE, biol_"
356,-2.367,1.577,../results/context_dependence_test_10/borzoi/TRIM31_chr6_30113090_-.pickle,0.867,silencing,"GM12878 ENCODE, biol_"
3284,-0.3894,1.19,../results/context_dependence_test_10/borzoi/CHMP4B_chr20_33811347_+.pickle,38.72,silencing,"GM12878 ENCODE, biol_"
4274,-0.3123,1.123,../results/context_dependence_test_10/borzoi/ZNF394_chr7_99500281_-.pickle,18.36,silencing,"GM12878 ENCODE, biol_"
7220,-0.4941,1.344,../results/context_dependence_test_10/borzoi/TMEM179B_chr11_62787401_+.pickle,23.4,silencing,"GM12878 ENCODE, biol_"
241,-1.163,1.319,../results/context_dependence_test_10/borzoi/SERTM2_chrX_111511644_+.pickle,1.277,silencing,"GM12878 ENCODE, biol_"
9889,-0.4639,1.195,../results/context_dependence_test_10/borzoi/RARS2_chr6_87590028_-.pickle,31.95,silencing,"GM12878 ENCODE, biol_"
6283,-1.937,3.836,../results/context_dependence_test_10/borzoi/POLR2J_chr7_102478922_-.pickle,10.586,silencing,"GM12878 ENCODE, biol_"
9418,-0.6113,1.496,../results/context_dependence_test_10/borzoi/PFDN5_chr12_53295535_+.pickle,26.16,silencing,"GM12878 ENCODE, biol_"
8133,-0.4216,1.152,../results/context_dependence_test_10/borzoi/NOL7_chr6_13615334_+.pickle,30.11,silencing,"GM12878 ENCODE, biol_"
6137,-0.552,0.572,../results/context_dependence_test_10/borzoi/TRAF3IP2_chr6_111605871_-.pickle,6.297,silencing,"GM12878 ENCODE, biol_"
7463,-0.375,0.788,../results/context_dependence_test_10/borzoi/RPS4Y1_chrY_2841601_+.pickle,19.44,silencing,"GM12878 ENCODE, biol_"
6666,-0.3916,0.4692,../results/context_dependence_test_10/borzoi/ZNF451_chr6_57090188_+.pickle,20.0,silencing,"GM12878 ENCODE, biol_"
4226,-0.676,1.627,../results/context_dependence_test_10/borzoi/DHX34_chr19_47349314_+.pickle,15.1,silencing,"GM12878 ENCODE, biol_"
8215,-0.3315,0.9497,../results/context_dependence_test_10/borzoi/LAS1L_chrX_65534776_-.pickle,24.62,silencing,"GM12878 ENCODE, biol_"
1763,-0.3389,0.5947,../results/context_dependence_test_10/borzoi/R3HCC1_chr8_23288107_+.pickle,3.174,silencing,"GM12878 ENCODE, biol_"
2496,-0.3525,0.8125,../results/context_dependence_test_10/borzoi/NOTCH2NLR_chr1_120723944_+.pickle,13.984,silencing,"GM12878 ENCODE, biol_"
7307,-0.9014,1.766,../results/context_dependence_test_10/borzoi/CDK5RAP1_chr20_33401517_-.pickle,19.42,silencing,"GM12878 ENCODE, biol_"
4987,-0.4863,0.5522,../results/context_dependence_test_10/borzoi/ZNF646_chr16_31074421_+.pickle,17.45,silencing,"GM12878 ENCODE, biol_"
1984,-0.552,1.709,../results/context_dependence_test_10/borzoi/SERPINB2_chr18_63887704_+.pickle,3.775,silencing,"GM12878 ENCODE, biol_"
9090,-0.307,1.163,../results/context_dependence_test_10/borzoi/ARPC4_chr3_9793081_+.pickle,22.33,silencing,"GM12878 ENCODE, biol_"
1636,-1.253,0.6553,../results/context_dependence_test_10/borzoi/NUDT10_chrX_51332821_+.pickle,1.901,silencing,"GM12878 ENCODE, biol_"
3958,-0.325,0.9185,../results/context_dependence_test_10/borzoi/ATG101_chr12_52069977_+.pickle,16.66,silencing,"GM12878 ENCODE, biol_"
8560,-0.4724,1.009,../results/context_dependence_test_10/borzoi/QARS1_chr3_49104757_-.pickle,17.94,silencing,"GM12878 ENCODE, biol_"
6284,-1.251,2.217,../results/context_dependence_test_10/borzoi/TNFRSF9_chr1_7940839_-.pickle,5.62,silencing,"GM12878 ENCODE, biol_"
6986,-3.023,3.73,../results/context_dependence_test_10/borzoi/THOC3_chr5_175968280_-.pickle,5.95,silencing,"GM12878 ENCODE, biol_"
8681,-0.333,0.9336,../results/context_dependence_test_10/borzoi/SYF2_chr1_25232486_-.pickle,24.88,silencing,"GM12878 ENCODE, biol_"
4521,-0.5776,1.0625,../results/context_dependence_test_10/borzoi/CSNK1G1_chr15_64356132_-.pickle,18.19,silencing,"GM12878 ENCODE, biol_"
4262,-0.3345,0.445,../results/context_dependence_test_10/borzoi/ZNF85_chr19_20923275_+.pickle,13.984,silencing,"GM12878 ENCODE, biol_"
6720,-0.559,0.8643,../results/context_dependence_test_10/borzoi/SRFBP1_chr5_121961974_+.pickle,21.25,silencing,"GM12878 ENCODE, biol_"
5025,-0.411,1.072,../results/context_dependence_test_10/borzoi/ENSG00000267261_chr17_42154916_-.pickle,20.75,silencing,"GM12878 ENCODE, biol_"
7127,-0.3262,0.8936,../results/context_dependence_test_10/borzoi/PRIM2_chr6_57317629_+.pickle,17.6,silencing,"GM12878 ENCODE, biol_"
8892,-3.244,2.012,../results/context_dependence_test_10/borzoi/H2BC12L_chr21_43565181_+.pickle,1.049,silencing,"GM12878 ENCODE, biol_"
2678,-0.4246,0.602,../results/context_dependence_test_10/borzoi/ZNF235_chr19_44305025_-.pickle,6.69,silencing,"GM12878 ENCODE, biol_"
3474,-0.4595,0.878,../results/context_dependence_test_10/borzoi/NLRP1_chr17_5584457_-.pickle,15.98,silencing,"GM12878 ENCODE, biol_"
8456,-0.3462,1.098,../results/context_dependence_test_10/borzoi/UBA52_chr19_18571856_+.pickle,27.23,silencing,"GM12878 ENCODE, biol_"
1042,-0.6777,1.412,../results/context_dependence_test_10/borzoi/PCNX2_chr1_233295725_-.pickle,9.38,silencing,"GM12878 ENCODE, biol_"
789,-0.881,1.52,../results/context_dependence_test_10/borzoi/SELENOP_chr5_42811892_-.pickle,0.973,silencing,"GM12878 ENCODE, biol_"
425,-0.752,0.3425,../results/context_dependence_test_10/borzoi/GAD1_chr2_170816886_+.pickle,2.314,silencing,"GM12878 ENCODE, biol_"
2525,-0.594,0.508,../results/context_dependence_test_10/borzoi/ENSG00000268133_chr19_57363565_+.pickle,16.19,silencing,"GM12878 ENCODE, biol_"
7856,-0.3157,0.3657,../results/context_dependence_test_10/borzoi/TDRD9_chr14_103928455_+.pickle,0.893,silencing,"GM12878 ENCODE, biol_"
6411,-0.3542,0.855,../results/context_dependence_test_10/borzoi/CHURC1-FNTB_chr14_64914492_+.pickle,23.36,silencing,"GM12878 ENCODE, biol_"
178,-1.439,1.224,../results/context_dependence_test_10/borzoi/ZC3H11C_chr6_65301475_+.pickle,0.7188,silencing,"GM12878 ENCODE, biol_"
4484,-0.652,0.4697,../results/context_dependence_test_10/borzoi/ENSG00000268750_chr19_57819805_+.pickle,13.21,silencing,"GM12878 ENCODE, biol_"
2482,-1.146,0.9478,../results/context_dependence_test_10/borzoi/ZNF461_chr19_36666841_-.pickle,8.35,silencing,"GM12878 ENCODE, biol_"
9198,-0.5083,1.264,../results/context_dependence_test_10/borzoi/ENSG00000285827_chr11_118401601_+.pickle,23.86,silencing,"GM12878 ENCODE, biol_"
127,-1.219,1.007,../results/context_dependence_test_10/borzoi/ENSG00000267173_chr19_44401608_-.pickle,1.793,silencing,"GM12878 ENCODE, biol_"
2292,-0.6963,0.5737,../results/context_dependence_test_10/borzoi/MRTFA_chr22_40463418_-.pickle,9.57,silencing,"GM12878 ENCODE, biol_"
3133,-0.4265,0.5605,../results/context_dependence_test_10/borzoi/FSD1L_chr9_105500658_+.pickle,1.161,silencing,"GM12878 ENCODE, biol_"
6183,-0.4336,1.03,../results/context_dependence_test_10/borzoi/FASTKD5_chr20_3159865_-.pickle,19.0,silencing,"GM12878 ENCODE, biol_"
2749,-0.5317,0.4998,../results/context_dependence_test_10/borzoi/ENSG00000283201_chr19_23274221_-.pickle,10.95,silencing,"GM12878 ENCODE, biol_"
550,-0.6733,0.534,../results/context_dependence_test_10/borzoi/ZNF112_chr19_44356680_-.pickle,2.617,silencing,"GM12878 ENCODE, biol_"
2452,-0.3528,0.7324,../results/context_dependence_test_10/borzoi/ZNF561_chr19_9621232_-.pickle,16.95,silencing,"GM12878 ENCODE, biol_"
7048,-0.3943,0.925,../results/context_dependence_test_10/borzoi/CDK7_chr5_69234885_+.pickle,23.83,silencing,"GM12878 ENCODE, biol_"
3022,-0.3748,0.4805,../results/context_dependence_test_10/borzoi/ZNF208_chr19_22010943_-.pickle,1.188,silencing,"GM12878 ENCODE, biol_"
9837,-0.3452,0.7896,../results/context_dependence_test_10/borzoi/RPS27A_chr2_55232687_+.pickle,28.53,silencing,"GM12878 ENCODE, biol_"
1025,-1.648,0.83,../results/context_dependence_test_10/borzoi/PAGE2B_chrX_55075062_+.pickle,0.4456,silencing,"GM12878 ENCODE, biol_"
2145,-0.975,2.03,../results/context_dependence_test_10/borzoi/CASP1_chr11_105035143_-.pickle,9.24,silencing,"GM12878 ENCODE, biol_"
1257,-0.534,1.182,../results/context_dependence_test_10/borzoi/ZNF35_chr3_44648744_+.pickle,5.383,silencing,"GM12878 ENCODE, biol_"
4019,-0.3406,0.921,../results/context_dependence_test_10/borzoi/H3-3A_chr1_226062749_+.pickle,17.7,silencing,"GM12878 ENCODE, biol_"
648,-0.4912,1.2,../results/context_dependence_test_10/borzoi/ADM_chr11_10305072_+.pickle,7.848,silencing,"GM12878 ENCODE, biol_"
820,-0.713,1.109,../results/context_dependence_test_10/borzoi/ENSG00000290149_chr7_37683842_+.pickle,6.41,silencing,"GM12878 ENCODE, biol_"
272,-0.34,0.3901,../results/context_dependence_test_10/borzoi/RTL5_chrX_72131915_-.pickle,2.637,silencing,"GM12878 ENCODE, biol_"
1521,-0.572,0.558,../results/context_dependence_test_10/borzoi/ZNF530_chr19_57599884_+.pickle,7.93,silencing,"GM12878 ENCODE, biol_"
1107,-0.6187,1.432,../results/context_dependence_test_10/borzoi/CRTC2_chr1_153958576_-.pickle,18.34,silencing,"GM12878 ENCODE, biol_"
8488,-0.3584,0.9375,../results/context_dependence_test_10/borzoi/SAT1_chrX_23783172_+.pickle,22.92,silencing,"GM12878 ENCODE, biol_"
6371,-0.8833,0.7515,../results/context_dependence_test_10/borzoi/ENSG00000269590_chr19_12669397_-.pickle,23.06,silencing,"GM12878 ENCODE, biol_"
766,-0.3538,0.6104,../results/context_dependence_test_10/borzoi/NEDD4L_chr18_58195436_+.pickle,2.816,silencing,"GM12878 ENCODE, biol_"
1724,-0.4387,0.3076,../results/context_dependence_test_10/borzoi/ZNF140_chr12_133080931_+.pickle,10.04,silencing,"GM12878 ENCODE, biol_"
718,-2.152,0.9775,../results/context_dependence_test_10/borzoi/ZNF716_chr7_57450176_+.pickle,1.687,silencing,"GM12878 ENCODE, biol_"
1436,-0.442,0.7344,../results/context_dependence_test_10/borzoi/KIAA1217_chr10_24466530_+.pickle,1.836,silencing,"GM12878 ENCODE, biol_"
1312,-1.714,1.656,../results/context_dependence_test_10/borzoi/ZNF610_chr19_52336311_+.pickle,4.938,silencing,"GM12878 ENCODE, biol_"
4000,-0.3503,0.781,../results/context_dependence_test_10/borzoi/PPP1R8_chr1_27830813_+.pickle,15.6,silencing,"GM12878 ENCODE, biol_"
1289,-2.115,2.842,../results/context_dependence_test_10/borzoi/HAPLN3_chr15_88895544_-.pickle,3.996,silencing,"GM12878 ENCODE, biol_"
2464,-0.4253,2.365,../results/context_dependence_test_10/borzoi/USP9X_chrX_41085444_+.pickle,23.1,silencing,"GM12878 ENCODE, biol_"
8337,-0.3406,0.837,../results/context_dependence_test_10/borzoi/TUFM_chr16_28846348_-.pickle,33.6,silencing,"GM12878 ENCODE, biol_"
5094,-0.489,0.4536,../results/context_dependence_test_10/borzoi/PCF11_chr11_83157130_+.pickle,19.66,silencing,"GM12878 ENCODE, biol_"
2283,-0.6123,0.604,../results/context_dependence_test_10/borzoi/ZNF547_chr19_57363550_+.pickle,16.2,silencing,"GM12878 ENCODE, biol_"
407,-0.7495,1.129,../results/context_dependence_test_10/borzoi/LGALS9B_chr17_20467539_-.pickle,4.34,silencing,"GM12878 ENCODE, biol_"
6133,-0.4731,1.4,../results/context_dependence_test_10/borzoi/POLR2J2_chr7_102671663_-.pickle,2.049,silencing,"GM12878 ENCODE, biol_"
4055,-0.3877,1.53,../results/context_dependence_test_10/borzoi/ARHGAP11A-SCG5_chr15_32615447_+.pickle,6.52,silencing,"GM12878 ENCODE, biol_"
7900,-0.5503,1.233,../results/context_dependence_test_10/borzoi/CCNT1_chr12_48716707_-.pickle,28.88,silencing,"GM12878 ENCODE, biol_"
2265,-0.3108,0.282,../results/context_dependence_test_10/borzoi/ZNF850_chr19_36772814_-.pickle,7.74,silencing,"GM12878 ENCODE, biol_"
1127,-0.3677,0.8867,../results/context_dependence_test_10/borzoi/IQCA1_chr2_236507476_-.pickle,5.543,silencing,"GM12878 ENCODE, biol_"
1640,-0.528,1.505,../results/context_dependence_test_10/borzoi/NKG7_chr19_51372701_-.pickle,9.57,silencing,"GM12878 ENCODE, biol_"
325,-2.297,1.586,../results/context_dependence_test_10/borzoi/ZNF285_chr19_44401576_-.pickle,2.215,silencing,"GM12878 ENCODE, biol_"
7500,-0.608,1.696,../results/context_dependence_test_10/borzoi/PSMD4_chr1_151254733_+.pickle,20.8,silencing,"GM12878 ENCODE, biol_"
2049,-0.9224,0.8945,../results/context_dependence_test_10/borzoi/ZNF493_chr19_21397118_+.pickle,11.234,silencing,"GM12878 ENCODE, biol_"
7474,-0.4116,0.894,../results/context_dependence_test_10/borzoi/LMAN2_chr5_177351668_-.pickle,17.73,silencing,"GM12878 ENCODE, biol_"
589,-0.603,1.1045,../results/context_dependence_test_10/borzoi/TOM1L1_chr17_54900851_+.pickle,6.535,silencing,"GM12878 ENCODE, biol_"
6987,-0.736,1.195,../results/context_dependence_test_10/borzoi/LTN1_chr21_28992877_-.pickle,20.97,silencing,"GM12878 ENCODE, biol_"
719,-0.619,0.495,../results/context_dependence_test_10/borzoi/NBPF11_chr1_148152281_-.pickle,4.344,silencing,"GM12878 ENCODE, biol_"
8129,-0.5474,1.487,../results/context_dependence_test_10/borzoi/BLOC1S6_chr15_45587378_+.pickle,29.27,silencing,"GM12878 ENCODE, biol_"
8967,-0.3264,0.9443,../results/context_dependence_test_10/borzoi/DNAJC19_chr3_180989710_-.pickle,31.03,silencing,"GM12878 ENCODE, biol_"
948,-0.3196,1.318,../results/context_dependence_test_10/borzoi/DMXL2_chr15_51622771_-.pickle,9.95,silencing,"GM12878 ENCODE, biol_"
3904,-0.4705,0.784,../results/context_dependence_test_10/borzoi/MBD1_chr18_50281523_-.pickle,22.73,silencing,"GM12878 ENCODE, biol_"
807,-0.3904,0.8545,../results/context_dependence_test_10/borzoi/IRS2_chr13_109786583_-.pickle,17.47,silencing,"GM12878 ENCODE, biol_"
2246,-0.4785,0.696,../results/context_dependence_test_10/borzoi/ZNF559-ZNF177_chr19_9324173_+.pickle,8.945,silencing,"GM12878 ENCODE, biol_"
5747,-0.52,0.7676,../results/context_dependence_test_10/borzoi/ZNF587B_chr19_57819720_+.pickle,13.13,silencing,"GM12878 ENCODE, biol_"
6032,-0.4536,0.769,../results/context_dependence_test_10/borzoi/ENSG00000268790_chr19_16660104_-.pickle,17.31,silencing,"GM12878 ENCODE, biol_"
8731,-0.3608,0.7944,../results/context_dependence_test_10/borzoi/GFM1_chr3_158644527_+.pickle,29.4,silencing,"GM12878 ENCODE, biol_"
9856,-0.3699,0.691,../results/context_dependence_test_10/borzoi/RNASEK_chr17_7012631_+.pickle,33.2,silencing,"GM12878 ENCODE, biol_"
4089,-0.3662,0.6714,../results/context_dependence_test_10/borzoi/NEU1_chr6_31862821_-.pickle,16.88,silencing,"GM12878 ENCODE, biol_"
479,-0.7114,0.4988,../results/context_dependence_test_10/borzoi/OTX1_chr2_63050829_+.pickle,0.8906,silencing,"GM12878 ENCODE, biol_"
9274,-0.771,1.876,../results/context_dependence_test_10/borzoi/PSMG2_chr18_12703025_+.pickle,23.02,silencing,"GM12878 ENCODE, biol_"
