,Chromosome,Start,gene_name,gene_id,Strand,PC-3
33581,chr12,95217464,FGD6,ENSG00000180263.14,-,35.59375
49794,chr20,63653424,STMN3,ENSG00000197457.10,-,35.59375
10703,chr3,45842119,LZTFL1,ENSG00000163818.20,-,35.59375
41122,chr17,28855015,ERAL1,ENSG00000132591.12,+,35.625
32133,chr12,96907256,NEDD1,ENSG00000139350.12,+,35.625
31941,chr12,62466816,MON2,ENSG00000061987.16,+,35.625
32441,chr12,121804008,SETD1B,ENSG00000139718.12,+,35.625
26536,chr10,119104085,DENND10,ENSG00000119979.18,+,35.625
32519,chr12,125065434,AACS,ENSG00000081760.17,+,35.625
18560,chr6,73653992,SLC17A5,ENSG00000119899.13,-,35.625
43056,chr17,42121367,KAT2A,ENSG00000108773.11,-,35.625
32293,chr12,110468844,FAM216A,ENSG00000204856.12,+,35.625
31434,chr12,27022557,MED21,ENSG00000152944.9,+,35.625
6445,chr2,196639714,CCDC150,ENSG00000144395.18,+,35.625
49052,chr20,54208086,PFDN4,ENSG00000101132.10,+,35.625
34458,chr13,27450564,MTIF3,ENSG00000122033.15,-,35.65625
49557,chr20,41317731,ZHX3,ENSG00000174306.22,-,35.65625
11850,chr3,190120897,P3H2,ENSG00000090530.10,-,35.65625
16765,chr6,28141882,ZKSCAN8,ENSG00000198315.11,+,35.65625
14747,chr5,126423408,GRAMD2B,ENSG00000155324.10,+,35.65625
49183,chr20,62804834,OGFR,ENSG00000060491.17,+,35.65625
2169,chr1,173714980,KLHL20,ENSG00000076321.11,+,35.65625
43228,chr17,46361750,ARL17B,ENSG00000228696.11,-,35.65625
21539,chr7,143902176,TCAF1,ENSG00000198420.10,-,35.65625
4394,chr1,156295679,GLMP,ENSG00000198715.13,-,35.6875
1866,chr1,156213006,PMF1-BGLAP,ENSG00000260238.6,+,35.6875
13857,chr4,139556238,SETD7,ENSG00000145391.14,-,35.6875
40509,chr16,75464706,ENSG00000261717,ENSG00000261717.5,-,35.6875
48697,chr20,25195700,ENTPD6,ENSG00000197586.13,+,35.6875
38560,chr16,3065379,IL32,ENSG00000008517.19,+,35.6875
26983,chr10,51699595,CSTF2T,ENSG00000177613.9,-,35.6875
1175,chr1,78004938,DNAJB4,ENSG00000162616.9,+,35.6875
49877,chr21,33266366,IL10RB,ENSG00000243646.11,+,35.6875
9063,chr3,38453889,ACVR2B,ENSG00000114739.14,+,35.6875
20488,chr7,158856557,DYNC2I1,ENSG00000126870.16,+,35.6875
39222,chr16,57735769,KATNB1,ENSG00000140854.13,+,35.6875
17553,chr6,118894151,ASF1A,ENSG00000111875.8,+,35.6875
3720,chr1,68497082,DEPDC1,ENSG00000024526.17,-,35.71875
25833,chr10,42782794,BMS1,ENSG00000165733.8,+,35.71875
29077,chr11,111602448,SIK2,ENSG00000170145.5,+,35.71875
29308,chr11,124622863,TBRG1,ENSG00000154144.13,+,35.71875
50207,chr21,33588684,DONSON,ENSG00000159147.18,-,35.71875
34006,chr13,26254128,CDK8,ENSG00000132964.13,+,35.71875
35911,chr14,21476959,RAB2B,ENSG00000129472.15,-,35.71875
31875,chr12,56752448,HSD17B6,ENSG00000025423.11,+,35.75
17372,chr6,78867550,IRAK1BP1,ENSG00000146243.14,+,35.75
16441,chr5,177351668,LMAN2,ENSG00000169223.16,-,35.75
35162,chr14,51651857,FRMD6,ENSG00000139926.16,+,35.75
19161,chr7,816614,SUN1,ENSG00000164828.18,+,35.75
16645,chr6,15246068,JARID2,ENSG00000008083.14,+,35.75
6638,chr2,216633419,IGFBP2,ENSG00000115457.10,+,35.75
4945,chr1,223845947,TP53BP2,ENSG00000143514.18,-,35.75
8677,chr2,241102287,MTERF4,ENSG00000122085.17,-,35.75
43845,chr17,81918176,SIRT7,ENSG00000187531.14,-,35.75
13057,chr4,474142,ZNF721,ENSG00000182903.16,-,35.78125
30396,chr11,68121388,CHKA,ENSG00000110721.12,-,35.78125
33920,chr12,124914650,UBC,ENSG00000150991.16,-,35.78125
36423,chr14,77457586,VIPAS39,ENSG00000151445.16,-,35.78125
13008,chr4,183099256,WWC2,ENSG00000151718.16,+,35.78125
3298,chr1,31644876,PEF1,ENSG00000162517.13,-,35.78125
41708,chr17,57256542,MSI2,ENSG00000153944.12,+,35.78125
24096,chr9,104094259,SMC2,ENSG00000136824.19,+,35.78125
11958,chr3,197736904,RUBCN,ENSG00000145016.17,-,35.78125
9544,chr3,94063060,NSUN3,ENSG00000178694.10,+,35.8125
36829,chr15,41660396,MGA,ENSG00000174197.19,+,35.8125
5730,chr2,75646802,MRPL19,ENSG00000115364.14,+,35.8125
47375,chr19,18281622,JUND,ENSG00000130522.6,-,35.8125
33874,chr12,122266494,VPS33A,ENSG00000139719.11,-,35.8125
5330,chr2,27583041,ZNF512,ENSG00000243943.10,+,35.8125
52373,chrX,129540274,OCRL,ENSG00000122126.18,+,35.8125
5632,chr2,69915108,MXD1,ENSG00000059728.11,+,35.8125
38356,chr16,641827,MCRIP2,ENSG00000172366.20,+,35.8125
32156,chr12,100200815,ACTR6,ENSG00000075089.10,+,35.8125
44327,chr18,74597869,ZNF407,ENSG00000215421.10,+,35.8125
14376,chr5,65926609,ERBIN,ENSG00000112851.16,+,35.8125
42774,chr17,29180380,MYO18A,ENSG00000196535.20,-,35.8125
30322,chr11,65919062,C11orf68,ENSG00000175573.7,-,35.8125
25592,chr10,135488,ZMYND11,ENSG00000015171.21,+,35.8125
13519,chr4,84966690,WDFY3,ENSG00000163625.17,-,35.84375
53289,chrX,101348742,TIMM8A,ENSG00000126953.8,-,35.84375
34859,chr14,20989986,METTL17,ENSG00000165792.18,+,35.84375
41583,chr17,48831033,CALCOCO2,ENSG00000136436.15,+,35.84375
28880,chr11,76783355,TSKU,ENSG00000182704.8,+,35.84375
27338,chr10,102056173,ARMH3,ENSG00000120029.13,-,35.84375
5946,chr2,109614363,SOWAHC,ENSG00000198142.5,+,35.84375
12783,chr4,139454120,RAB33B,ENSG00000172007.7,+,35.84375
41486,chr17,45132599,ACBD4,ENSG00000181513.15,+,35.84375
45013,chr19,6372793,ALKBH7,ENSG00000125652.8,+,35.875
36061,chr14,31420550,HEATR5A,ENSG00000129493.15,-,35.875
10814,chr3,49094062,QRICH1,ENSG00000198218.12,-,35.875
1464,chr1,111755902,DDX20,ENSG00000064703.13,+,35.875
28992,chr11,94768355,AMOTL1,ENSG00000166025.18,+,35.875
45247,chr19,12737496,GET3,ENSG00000198356.12,+,35.875
10639,chr3,39051944,SCN11A,ENSG00000168356.13,-,35.875
44505,chr18,35497940,ENSG00000267140,ENSG00000267140.1,-,35.875
5743,chr2,84905655,TMSB10,ENSG00000034510.6,+,35.875
52505,chrX,149540974,EOLA1,ENSG00000197620.11,+,35.875
20716,chr7,32891760,KBTBD2,ENSG00000170852.12,-,35.875
10406,chr3,3179727,CRBN,ENSG00000113851.16,-,35.90625
34974,chr14,24161299,IRF9,ENSG00000213928.10,+,35.90625
44416,chr18,12702722,CEP76,ENSG00000101624.11,-,35.90625
9687,chr3,112990983,GTPBP8,ENSG00000163607.18,+,35.90625
51383,chr22,43143398,MCAT,ENSG00000100294.13,-,35.90625
39162,chr16,56625780,MT1E,ENSG00000169715.15,+,35.90625
6469,chr2,200306692,SPATS2L,ENSG00000196141.14,+,35.90625
667,chr1,33256491,ZNF362,ENSG00000160094.15,+,35.90625
44464,chr18,28177130,CDH2,ENSG00000170558.10,-,35.90625
38063,chr15,74696000,EDC3,ENSG00000179151.13,-,35.90625
1485,chr1,113905325,DCLRE1B,ENSG00000118655.8,+,35.90625
6462,chr2,199955581,MAIP1,ENSG00000162972.11,+,35.9375
44508,chr18,35497904,INO80C,ENSG00000153391.16,-,35.9375
24074,chr9,99906708,STX17,ENSG00000136874.11,+,35.9375
32549,chr12,132490150,FBRSL1,ENSG00000112787.14,+,35.9375
28442,chr11,63813455,SPINDOC,ENSG00000168005.9,+,35.9375
39383,chr16,68737351,CDH1,ENSG00000039068.20,+,35.9375
6408,chr2,189441473,WDR75,ENSG00000115368.10,+,35.96875
45467,chr19,18588797,REX1BD,ENSG00000006015.18,+,35.96875
34277,chr13,97434168,RAP2A,ENSG00000125249.7,+,35.96875
42449,chr17,7234517,DVL2,ENSG00000004975.12,-,35.96875
49182,chr20,62796472,MRGBP,ENSG00000101189.7,+,35.96875
34419,chr13,20525857,CRYL1,ENSG00000165475.15,-,36.0
4722,chr1,197146669,ASPM,ENSG00000066279.19,-,36.0
10819,chr3,49104758,QARS1,ENSG00000172053.18,-,36.0
47055,chr19,9621208,ZNF561,ENSG00000171469.11,-,36.0
12462,chr4,74445135,AREG,ENSG00000109321.11,+,36.0
31074,chr11,134223967,NCAPD3,ENSG00000151503.14,-,36.0
26407,chr10,102854271,BORCS7-ASMT,ENSG00000270316.1,+,36.0
13507,chr4,83284765,COQ2,ENSG00000173085.15,-,36.0
51120,chr22,29581113,NIPSNAP1,ENSG00000184117.12,-,36.0
39139,chr16,55509071,LPCAT2,ENSG00000087253.13,+,36.0
34792,chr13,112588153,TUBGCP3,ENSG00000126216.15,-,36.0
9656,chr3,111071815,NECTIN3,ENSG00000177707.11,+,36.0
47828,chr19,43619629,ZNF428,ENSG00000131116.12,-,36.0
10229,chr3,180912670,FXR1,ENSG00000114416.19,+,36.03125
7275,chr2,38751358,SRSF7,ENSG00000115875.19,-,36.03125
8452,chr2,218292503,TMBIM1,ENSG00000135926.15,-,36.03125
14257,chr5,41904343,RIMOC1,ENSG00000205765.10,+,36.03125
5609,chr2,68157887,PNO1,ENSG00000115946.8,+,36.03125
43739,chr17,78187052,TK1,ENSG00000167900.12,-,36.03125
34633,chr13,49936490,SPRYD7,ENSG00000123178.16,-,36.0625
44928,chr19,3506310,FZR1,ENSG00000105325.15,+,36.0625
27361,chr10,103193299,NT5C2,ENSG00000076685.19,-,36.0625
53734,chrY,2935380,ZFY,ENSG00000067646.12,+,36.0625
50044,chr21,43865222,AGPAT3,ENSG00000160216.21,+,36.0625
17333,chr6,70566929,SDHAF4,ENSG00000154079.6,+,36.0625
30281,chr11,65117701,ZNHIT2,ENSG00000174276.7,-,36.0625
1060,chr1,62784134,ATG4C,ENSG00000125703.15,+,36.0625
18896,chr6,131951372,CCN2,ENSG00000118523.6,-,36.0625
25786,chr10,31319124,ZEB1,ENSG00000148516.23,+,36.09375
29213,chr11,118998137,CENATAC,ENSG00000186166.9,+,36.09375
49231,chr20,64063197,TCEA2,ENSG00000171703.17,+,36.09375
37566,chr15,34039204,AVEN,ENSG00000169857.9,-,36.09375
31190,chr12,6724081,COPS7A,ENSG00000111652.10,+,36.09375
26606,chr10,129467240,MGMT,ENSG00000170430.10,+,36.09375
38887,chr16,28553919,SGF29,ENSG00000176476.9,+,36.09375
2983,chr1,8817640,RERE,ENSG00000142599.20,-,36.125
4476,chr1,160098619,IGSF8,ENSG00000162729.14,-,36.125
14065,chr4,184474558,IRF2,ENSG00000168310.12,-,36.125
47905,chr19,45863147,SYMPK,ENSG00000125755.19,-,36.125
6709,chr2,219279365,DNAJB2,ENSG00000135924.17,+,36.125
39275,chr16,66880514,PDP2,ENSG00000172840.7,+,36.125
37454,chr15,90935284,UNC45A,ENSG00000140553.18,+,36.125
49664,chr20,49278057,ZNFX1,ENSG00000124201.15,-,36.15625
30305,chr11,65720801,RNASEH2C,ENSG00000172922.11,-,36.15625
1869,chr1,156213005,PMF1,ENSG00000160783.19,+,36.15625
49434,chr20,25390835,ABHD12,ENSG00000100997.20,-,36.15625
22081,chr8,43140463,HGSNAT,ENSG00000165102.15,+,36.15625
32214,chr12,104456947,CHST11,ENSG00000171310.11,+,36.15625
47725,chr19,41397342,EXOSC5,ENSG00000077348.10,-,36.15625
7345,chr2,46617051,PIGF,ENSG00000151665.13,-,36.15625
12094,chr4,6716173,BLOC1S4,ENSG00000186222.5,+,36.15625
23896,chr9,71911660,C9orf85,ENSG00000155621.15,+,36.15625
5319,chr2,27370615,SNX17,ENSG00000115234.11,+,36.15625
19555,chr7,55964584,NIPSNAP2,ENSG00000146729.10,+,36.1875
916,chr1,46247694,RAD54L,ENSG00000085999.13,+,36.1875
42242,chr17,979776,NXN,ENSG00000167693.17,-,36.1875
41166,chr17,32142559,RHOT1,ENSG00000126858.19,+,36.1875
17090,chr6,36678713,CDKN1A,ENSG00000124762.14,+,36.1875
27947,chr11,20387715,PRMT3,ENSG00000185238.13,+,36.1875
3650,chr1,54406394,SSBP3,ENSG00000157216.17,-,36.1875
27216,chr10,93702592,FRA10AC1,ENSG00000148690.12,-,36.1875
5107,chr1,247104356,ZNF669,ENSG00000188295.15,-,36.1875
35365,chr14,71320475,SIPA1L1,ENSG00000197555.10,+,36.1875
26598,chr10,126905408,DOCK1,ENSG00000150760.13,+,36.1875
34722,chr13,95301446,ABCC4,ENSG00000125257.16,-,36.21875
3541,chr1,46198457,POMGNT1,ENSG00000085998.15,-,36.21875
20093,chr7,116953378,ST7,ENSG00000004866.22,+,36.21875
6522,chr2,201451795,STRADB,ENSG00000082146.13,+,36.21875
49671,chr20,50113139,UBE2V1,ENSG00000244687.13,-,36.21875
49651,chr20,47356720,ZMYND8,ENSG00000101040.20,-,36.21875
30196,chr11,62832051,STX5,ENSG00000162236.13,-,36.21875
18128,chr6,31357179,HLA-B,ENSG00000234745.14,-,36.21875
4050,chr1,119140648,WARS2,ENSG00000116874.12,-,36.25
21872,chr8,23528955,SLC25A37,ENSG00000147454.14,+,36.25
25973,chr10,69180233,SUPV3L1,ENSG00000156502.14,+,36.25
31317,chr12,12357078,BORCS5,ENSG00000165714.11,+,36.25
14479,chr5,72107474,MAP1B,ENSG00000131711.15,+,36.25
30920,chr11,118565917,IFT46,ENSG00000118096.10,-,36.25
8485,chr2,219229636,ATG9A,ENSG00000198925.12,-,36.25
4745,chr1,201154433,TMEM9,ENSG00000116857.17,-,36.25
15594,chr5,40798174,PRKAA1,ENSG00000132356.12,-,36.25
17309,chr6,57317629,PRIM2,ENSG00000146143.19,+,36.25
16075,chr5,134411881,CDKN2AIPNL,ENSG00000237190.4,-,36.25
4285,chr1,153958576,CRTC2,ENSG00000160741.17,-,36.28125
23803,chr9,35605261,TESK1,ENSG00000107140.17,+,36.28125
40571,chr16,84187011,TAF1C,ENSG00000103168.17,-,36.28125
16755,chr6,27815021,H2BC14,ENSG00000273703.2,+,36.28125
35427,chr14,73851946,PTGR2,ENSG00000140043.12,+,36.28125
36990,chr15,50908682,AP4E1,ENSG00000081014.11,+,36.28125
22136,chr8,58411360,UBXN2B,ENSG00000215114.10,+,36.28125
429,chr1,23959827,PNRC2,ENSG00000189266.13,+,36.28125
18041,chr6,26197286,H3C4,ENSG00000197409.8,-,36.28125
13125,chr4,4248212,TMEM128,ENSG00000132406.12,-,36.3125
1488,chr1,113929709,HIPK1,ENSG00000163349.22,+,36.3125
12671,chr4,112145453,FAM241A,ENSG00000174749.6,+,36.3125
31530,chr12,43758950,IRAK4,ENSG00000198001.16,+,36.3125
43357,chr17,55421835,MMD,ENSG00000108960.9,-,36.3125
3852,chr1,95072951,ALG14,ENSG00000172339.10,-,36.3125
19630,chr7,73683596,BUD23,ENSG00000071462.13,+,36.3125
31939,chr12,62260396,USP15,ENSG00000135655.16,+,36.3125
49933,chr21,37366772,DYRK1A,ENSG00000157540.22,+,36.34375
36448,chr14,87993178,GALC,ENSG00000054983.17,-,36.34375
35338,chr14,69191497,EXD2,ENSG00000081177.19,+,36.34375
24707,chr9,19102904,HAUS6,ENSG00000147874.11,-,36.34375
13304,chr4,47914583,NFXL1,ENSG00000170448.12,-,36.34375
22280,chr8,86342546,WWP1,ENSG00000123124.14,+,36.34375
29191,chr11,118436463,KMT2A,ENSG00000118058.25,+,36.34375
3606,chr1,52366205,CC2D1B,ENSG00000154222.15,-,36.34375
18665,chr6,88963618,RNGTT,ENSG00000111880.16,-,36.34375
48552,chr20,5950651,MCM8,ENSG00000125885.13,+,36.34375
37905,chr15,63833948,HERC1,ENSG00000103657.14,-,36.375
38002,chr15,70097866,TLE3,ENSG00000140332.18,-,36.375
45278,chr19,13747894,YJU2B,ENSG00000104957.14,+,36.375
46308,chr19,49487509,RPL13A,ENSG00000142541.18,+,36.375
34567,chr13,41961120,VWA8,ENSG00000102763.18,-,36.375
2602,chr1,224929681,DNAH14,ENSG00000185842.16,+,36.375
39690,chr16,352723,AXIN1,ENSG00000103126.15,-,36.375
3135,chr1,21176836,EIF4G3,ENSG00000075151.24,-,36.375
18410,chr6,43229481,DNPH1,ENSG00000112667.13,-,36.40625
21636,chr7,155644396,ENSG00000283128,ENSG00000283128.3,-,36.40625
47665,chr19,39342372,GMFG,ENSG00000130755.13,-,36.40625
11847,chr3,187745468,BCL6,ENSG00000113916.18,-,36.40625
24680,chr9,14314582,NFIB,ENSG00000147862.18,-,36.40625
4137,chr1,149887965,H2AC21,ENSG00000184270.6,-,36.40625
45964,chr19,40799190,EGLN2,ENSG00000269858.6,+,36.40625
32609,chr12,2004457,DCP1B,ENSG00000151065.14,-,36.40625
14480,chr5,72320366,PTCD2,ENSG00000049883.15,+,36.40625
29431,chr11,535550,HRAS,ENSG00000174775.18,-,36.40625
24467,chr9,132670034,GTF3C4,ENSG00000125484.12,+,36.40625
31319,chr12,12611875,CREBL2,ENSG00000111269.3,+,36.4375
28065,chr11,43358919,TTC17,ENSG00000052841.16,+,36.4375
34086,chr13,37000788,EXOSC8,ENSG00000120699.14,+,36.4375
26321,chr10,97498923,UBTD1,ENSG00000165886.5,+,36.4375
45603,chr19,33194329,LRP3,ENSG00000130881.14,+,36.46875
33715,chr12,110048522,C12orf76,ENSG00000174456.16,-,36.46875
22326,chr8,95024988,NDUFAF6,ENSG00000156170.14,+,36.46875
565,chr1,28259517,SESN2,ENSG00000130766.5,+,36.46875
8971,chr3,25790093,OXSM,ENSG00000151093.8,+,36.46875
13513,chr4,83455823,HELQ,ENSG00000163312.11,-,36.46875
9375,chr3,51983442,ACY1,ENSG00000243989.9,+,36.46875
49804,chr20,63956416,UCKL1,ENSG00000198276.16,-,36.46875
25353,chr9,127569073,NIBAN2,ENSG00000136830.12,-,36.5
23876,chr9,69035751,FXN,ENSG00000165060.15,+,36.5
10266,chr3,184249671,EEF1AKMT4,ENSG00000284753.2,+,36.5
7168,chr2,25878466,ASXL2,ENSG00000143970.18,-,36.5
22610,chr8,144291603,HSF1,ENSG00000185122.11,+,36.53125
29778,chr11,18013028,SERGEF,ENSG00000129158.11,-,36.53125
49481,chr20,34825630,NCOA6,ENSG00000198646.14,-,36.53125
7057,chr2,3519531,ADI1,ENSG00000182551.14,-,36.53125
25332,chr9,124771310,NR6A1,ENSG00000148200.17,-,36.53125
45996,chr19,41397822,BCKDHA,ENSG00000248098.12,+,36.5625
20547,chr7,6009097,PMS2,ENSG00000122512.17,-,36.5625
30010,chr11,47848334,NUP160,ENSG00000030066.14,-,36.5625
19736,chr7,80134830,GNAI1,ENSG00000127955.17,+,36.5625
34785,chr13,109786583,IRS2,ENSG00000185950.9,-,36.5625
21023,chr7,91880702,MTERF1,ENSG00000127989.14,-,36.5625
315,chr1,16367241,SZRD1,ENSG00000055070.17,+,36.5625
41819,chr17,63622424,MAP3K3,ENSG00000198909.8,+,36.5625
38264,chr15,91022566,ENSG00000284946,ENSG00000284946.1,-,36.5625
16882,chr6,30908220,GTF2H4,ENSG00000213780.11,+,36.5625
31233,chr12,6970912,EMG1,ENSG00000126749.17,+,36.5625
45557,chr19,24033404,ZNF254,ENSG00000213096.11,+,36.59375
5867,chr2,101252885,CNOT11,ENSG00000158435.8,+,36.59375
18387,chr6,42217861,MRPS10,ENSG00000048544.6,-,36.59375
5629,chr2,69893955,SNRNP27,ENSG00000124380.11,+,36.59375
18777,chr6,109691217,AK9,ENSG00000155085.16,-,36.59375
1170,chr1,77779648,MIGA1,ENSG00000180488.17,+,36.59375
40977,chr17,17303372,NT5M,ENSG00000205309.14,+,36.59375
21045,chr7,92528520,PEX1,ENSG00000127980.16,-,36.59375
21584,chr7,151057897,CDK5,ENSG00000164885.13,-,36.59375
40581,chr16,85688954,GINS2,ENSG00000131153.9,-,36.59375
37393,chr15,88621339,AEN,ENSG00000181026.15,+,36.625
11821,chr3,185825042,IGF2BP2,ENSG00000073792.16,-,36.625
32017,chr12,69738859,RAB3IP,ENSG00000127328.22,+,36.625
7477,chr2,65432599,SPRED2,ENSG00000198369.10,-,36.625
31934,chr12,59596066,SLC16A7,ENSG00000118596.12,+,36.625
37039,chr15,58771301,MINDY2,ENSG00000128923.11,+,36.625
27297,chr10,100267638,CWF19L1,ENSG00000095485.18,-,36.625
7661,chr2,86106155,POLR1A,ENSG00000068654.17,-,36.65625
6347,chr2,178112436,RBM45,ENSG00000155636.16,+,36.65625
51463,chr22,50628173,ARSA,ENSG00000100299.18,-,36.65625
3848,chr1,94541759,F3,ENSG00000117525.14,-,36.65625
15995,chr5,131635212,RAPGEF6,ENSG00000158987.22,-,36.65625
39926,chr16,11586919,LITAF,ENSG00000189067.14,-,36.65625
2934,chr1,3796498,LRRC47,ENSG00000130764.10,-,36.65625
3238,chr1,27155125,SLC9A1,ENSG00000090020.11,-,36.65625
46884,chr19,3700465,PIP5K1C,ENSG00000186111.11,-,36.65625
50088,chr21,45981769,COL6A1,ENSG00000142156.16,+,36.6875
39428,chr16,70299185,DDX19B,ENSG00000157349.17,+,36.6875
10981,chr3,52897548,STIMATE,ENSG00000213533.13,-,36.6875
48804,chr20,35172071,PROCR,ENSG00000101000.6,+,36.6875
6931,chr2,237798778,RBM44,ENSG00000177483.12,+,36.6875
27097,chr10,73247255,DNAJC9,ENSG00000213551.7,-,36.6875
36747,chr15,36579633,CDIN1,ENSG00000186073.14,+,36.71875
47000,chr19,7629545,XAB2,ENSG00000076924.12,-,36.71875
45436,chr19,18193217,MPV17L2,ENSG00000254858.10,+,36.71875
38087,chr15,75451590,SIN3A,ENSG00000169375.17,-,36.71875
52927,chrX,46545441,ZNF674,ENSG00000251192.8,-,36.71875
48743,chr20,32358348,ASXL1,ENSG00000171456.22,+,36.71875
25137,chr9,99221942,ALG2,ENSG00000119523.10,-,36.71875
53621,chrX,153599117,CCNQ,ENSG00000262919.8,-,36.71875
2712,chr1,235328569,GGPS1,ENSG00000152904.11,+,36.71875
21801,chr8,21919661,XPO7,ENSG00000130227.17,+,36.71875
40439,chr16,70439100,ST3GAL2,ENSG00000157350.13,-,36.75
49426,chr20,24992751,APMAP,ENSG00000101474.12,-,36.75
222,chr1,11980443,MFN2,ENSG00000116688.18,+,36.75
39879,chr16,4847279,GLYR1,ENSG00000140632.17,-,36.75
18160,chr6,31862821,NEU1,ENSG00000204386.12,-,36.75
16347,chr5,157575775,ADAM19,ENSG00000135074.16,-,36.75
10932,chr3,51983409,ABHD14B,ENSG00000114779.20,-,36.75
20552,chr7,6348967,SAGSIN1,ENSG00000286075.3,-,36.78125
41940,chr17,75012669,MRPL58,ENSG00000167862.10,+,36.78125
7133,chr2,20823130,LDAH,ENSG00000118961.15,-,36.78125
840,chr1,43650148,KDM4A,ENSG00000066135.13,+,36.78125
3288,chr1,30908758,SDC3,ENSG00000162512.16,-,36.78125
50993,chr22,19431696,HIRA,ENSG00000100084.14,-,36.78125
7583,chr2,74465362,MOGS,ENSG00000115275.15,-,36.78125
39975,chr16,15888625,CEP20,ENSG00000133393.13,-,36.78125
7773,chr2,102736888,MFSD9,ENSG00000135953.11,-,36.78125
25529,chr9,136400170,SNAPC4,ENSG00000165684.6,-,36.78125
14014,chr4,169612619,NEK1,ENSG00000137601.18,-,36.78125
46775,chr19,893218,MED16,ENSG00000175221.16,-,36.78125
47414,chr19,19192139,BORCS8,ENSG00000254901.8,-,36.8125
40986,chr17,18087924,DRG2,ENSG00000108591.10,+,36.8125
7413,chr2,55693844,PNPT1,ENSG00000138035.15,-,36.8125
7144,chr2,24084834,TP53I3,ENSG00000115129.14,-,36.8125
2212,chr1,179025893,FAM20B,ENSG00000116199.12,+,36.8125
17077,chr6,36196743,BRPF3,ENSG00000096070.19,+,36.8125
44050,chr18,23503518,RMC1,ENSG00000141452.11,+,36.84375
28815,chr11,73787905,MRPL48,ENSG00000175581.14,+,36.84375
17058,chr6,35342557,PPARD,ENSG00000112033.14,+,36.84375
30773,chr11,107457825,CWF19L2,ENSG00000152404.16,-,36.84375
11517,chr3,142448037,XRN1,ENSG00000114127.11,-,36.84375
20567,chr7,7640816,RPA3,ENSG00000106399.11,-,36.875
16396,chr5,172188224,STK10,ENSG00000072786.13,-,36.875
51175,chr22,31750132,PRR14L,ENSG00000183530.14,-,36.875
48953,chr20,44966511,STK4,ENSG00000101109.13,+,36.875
657,chr1,32741829,KIAA1522,ENSG00000162522.11,+,36.875
24965,chr9,71911193,ABHD17B,ENSG00000107362.14,-,36.875
30261,chr11,64810581,MEN1,ENSG00000133895.19,-,36.90625
38008,chr15,70854157,LARP6,ENSG00000166173.11,-,36.90625
30542,chr11,77994715,INTS4,ENSG00000149262.19,-,36.90625
6384,chr2,183124442,NUP35,ENSG00000163002.13,+,36.90625
29734,chr11,14359183,RRAS2,ENSG00000133818.14,-,36.90625
11942,chr3,197298011,DLG1,ENSG00000075711.21,-,36.90625
13635,chr4,98658611,TSPAN5,ENSG00000168785.8,-,36.90625
9779,chr3,123201942,SEC22A,ENSG00000121542.12,+,36.90625
5039,chr1,235504425,B3GALNT2,ENSG00000162885.14,-,36.9375
21127,chr7,99144108,SMURF1,ENSG00000198742.10,-,36.9375
18814,chr6,116279930,TSPYL1,ENSG00000189241.8,-,36.9375
22264,chr8,81732447,CHMP4C,ENSG00000164695.5,+,36.9375
16962,chr6,31897786,C2,ENSG00000166278.16,+,36.9375
48342,chr19,55407788,UBE2S,ENSG00000108106.14,-,36.9375
11192,chr3,108589438,CIP2A,ENSG00000163507.15,-,36.9375
35379,chr14,72926463,DCAF4,ENSG00000119599.17,+,36.9375
18677,chr6,89638734,LYRM2,ENSG00000083099.11,-,36.9375
45437,chr19,18340597,PGPEP1,ENSG00000130517.14,+,36.9375
3372,chr1,35557429,KIAA0319L,ENSG00000142687.19,-,36.9375
2226,chr1,179882695,TOR1AIP1,ENSG00000143337.19,+,36.9375
31094,chr12,752592,WNK1,ENSG00000060237.19,+,36.96875
31678,chr12,52069977,ATG101,ENSG00000123395.15,+,36.96875
11451,chr3,134485989,ANAPC13,ENSG00000129055.13,-,36.96875
24733,chr9,21335404,KLHL9,ENSG00000198642.7,-,36.96875
23486,chr8,133297237,NDRG1,ENSG00000104419.17,-,36.96875
47769,chr19,42302624,PAFAH1B3,ENSG00000079462.8,-,37.0
32652,chr12,6607356,CHD4,ENSG00000111642.16,-,37.0
39087,chr16,46689696,ORC6,ENSG00000091651.9,+,37.0
44844,chr19,1275529,FAM174C,ENSG00000228300.14,+,37.0
473,chr1,25819953,MTFR1L,ENSG00000117640.18,+,37.0
35569,chr14,89955926,TDP1,ENSG00000042088.14,+,37.0
28876,chr11,76445024,EMSY,ENSG00000158636.17,+,37.0
47930,chr19,46717082,PRKD2,ENSG00000105287.13,-,37.0
36767,chr15,40161068,BUB1B,ENSG00000156970.13,+,37.0
7402,chr2,55269231,MTIF2,ENSG00000085760.15,-,37.03125
15882,chr5,95822722,GLRX,ENSG00000173221.14,-,37.03125
31916,chr12,57694144,OS9,ENSG00000135506.17,+,37.03125
6157,chr2,152335173,FMNL2,ENSG00000157827.20,+,37.03125
39702,chr16,684363,JMJD8,ENSG00000161999.13,-,37.03125
31259,chr12,8082273,NECAP1,ENSG00000089818.18,+,37.03125
39171,chr16,56682469,MT1X,ENSG00000187193.9,+,37.03125
14131,chr5,443175,EXOC3,ENSG00000180104.16,+,37.03125
5014,chr1,230868521,C1orf198,ENSG00000119280.17,-,37.03125
13205,chr4,17810757,DCAF16,ENSG00000163257.11,-,37.0625
