,Chromosome,Start,gene_name,gene_id,Strand,"K562 ENCODE, biol_"
21121,chr7,98252232,TECPR1,ENSG00000205356.10,-,52.15625
1839,chr1,155859566,SYT11,ENSG00000132718.9,+,52.15625
40341,chr16,66751601,DYNC1LI2,ENSG00000135720.13,-,52.15625
13458,chr4,80073229,ANTXR2,ENSG00000163297.18,-,52.15625
18376,chr6,41921139,MED20,ENSG00000124641.16,-,52.1875
21159,chr7,100081727,ZNF3,ENSG00000166526.19,-,52.1875
17990,chr6,18155077,TPMT,ENSG00000137364.5,-,52.1875
18285,chr6,35688942,FKBP5,ENSG00000096060.15,-,52.1875
22057,chr8,42153062,AP3M2,ENSG00000070718.13,+,52.1875
38089,chr15,75579315,PTPN9,ENSG00000169410.11,-,52.1875
16955,chr6,31740020,MSH5,ENSG00000204410.16,+,52.1875
25847,chr10,45000922,ZNF22,ENSG00000165512.5,+,52.1875
47449,chr19,21767579,ZNF100,ENSG00000197020.12,-,52.1875
8491,chr2,219253918,TUBA4A,ENSG00000127824.15,-,52.21875
29626,chr11,6619396,TPP1,ENSG00000166340.18,-,52.21875
5450,chr2,43774048,DYNC2LI1,ENSG00000138036.18,+,52.21875
28590,chr11,65860432,MUS81,ENSG00000172732.12,+,52.21875
50480,chr22,23180508,BCR,ENSG00000186716.21,+,52.21875
9297,chr3,49412422,TCTA,ENSG00000145022.5,+,52.21875
3238,chr1,27155125,SLC9A1,ENSG00000090020.11,-,52.25
47407,chr19,19138466,TMEM161A,ENSG00000064545.15,-,52.25
3604,chr1,52033810,KTI12,ENSG00000198841.4,-,52.25
3632,chr1,53889779,YIPF1,ENSG00000058799.15,-,52.25
23772,chr9,34179042,UBAP1,ENSG00000165006.14,+,52.25
4732,chr1,200410036,ZNF281,ENSG00000162702.8,-,52.25
19161,chr7,816614,SUN1,ENSG00000164828.18,+,52.25
48352,chr19,55580848,ZNF579,ENSG00000218891.5,-,52.28125
3675,chr1,58700062,MYSM1,ENSG00000162601.12,-,52.28125
15373,chr5,177600131,B4GALT7,ENSG00000027847.14,+,52.28125
24277,chr9,127397137,SLC2A8,ENSG00000136856.18,+,52.28125
1657,chr1,151008477,PRUNE1,ENSG00000143363.17,+,52.3125
26433,chr10,110007983,ADD3,ENSG00000148700.15,+,52.3125
32377,chr12,113358586,PLBD2,ENSG00000151176.8,+,52.3125
24046,chr9,96450200,HABP4,ENSG00000130956.14,+,52.3125
29969,chr11,47176879,ARFGAP2,ENSG00000149182.15,-,52.3125
52075,chrX,72181764,PIN4,ENSG00000102309.15,+,52.34375
26006,chr10,70815947,SGPL1,ENSG00000166224.18,+,52.34375
40962,chr17,16217208,PIGL,ENSG00000108474.17,+,52.34375
26880,chr10,35090595,CUL2,ENSG00000108094.17,-,52.375
46942,chr19,5680488,MICOS13,ENSG00000174917.9,-,52.375
12783,chr4,139454120,RAB33B,ENSG00000172007.7,+,52.375
51874,chrX,49235469,CCDC22,ENSG00000101997.13,+,52.375
18598,chr6,83065841,UBE3D,ENSG00000118420.17,-,52.375
544,chr1,27725960,FAM76A,ENSG00000009780.16,+,52.375
18765,chr6,109440628,PPIL6,ENSG00000185250.16,-,52.375
41125,chr17,29390362,TAOK1,ENSG00000160551.12,+,52.40625
17200,chr6,43635839,MAD2L1BP,ENSG00000124688.14,+,52.40625
230,chr1,12230066,VPS13D,ENSG00000048707.15,+,52.40625
46154,chr19,45093178,PPP1R37,ENSG00000104866.11,+,52.40625
33322,chr12,56449403,TIMELESS,ENSG00000111602.12,-,52.40625
46486,chr19,53867882,MYADM,ENSG00000179820.16,+,52.40625
51358,chr22,42519796,RRP7A,ENSG00000189306.11,-,52.4375
14359,chr5,64768939,CWC27,ENSG00000153015.17,+,52.4375
18423,chr6,43687791,MRPS18A,ENSG00000096080.12,-,52.4375
4703,chr1,185156953,TRMT1L,ENSG00000121486.12,-,52.46875
40140,chr16,30123150,MAPK3,ENSG00000102882.12,-,52.46875
10791,chr3,48717278,IP6K2,ENSG00000068745.15,-,52.5
47115,chr19,11155782,SPC24,ENSG00000161888.12,-,52.5
22922,chr8,37849838,BRF2,ENSG00000104221.13,-,52.5
51166,chr22,31346346,PATZ1,ENSG00000100105.18,-,52.53125
23215,chr8,90646083,TMEM64,ENSG00000180694.14,-,52.53125
30859,chr11,116772987,BUD13,ENSG00000137656.12,-,52.53125
46884,chr19,3700465,PIP5K1C,ENSG00000186111.11,-,52.53125
37411,chr15,89575468,TICRR,ENSG00000140534.14,+,52.53125
10330,chr3,186930525,ST6GAL1,ENSG00000073849.16,+,52.53125
10883,chr3,49929811,MON1A,ENSG00000164077.15,-,52.53125
3062,chr1,15976101,ZBTB17,ENSG00000116809.12,-,52.53125
18248,chr6,33789130,LEMD2,ENSG00000161904.13,-,52.53125
11578,chr3,149970904,PFN2,ENSG00000070087.15,-,52.5625
51660,chrX,23908005,CXorf58,ENSG00000165182.12,+,52.5625
49075,chr20,57391395,RBM38,ENSG00000132819.17,+,52.5625
16585,chr6,5261043,FARS2,ENSG00000145982.13,+,52.5625
28269,chr11,59142848,FAM111A,ENSG00000166801.17,+,52.5625
20885,chr7,65006687,ERV3-1,ENSG00000213462.5,-,52.5625
37768,chr15,50355153,GABPB1,ENSG00000104064.18,-,52.5625
35214,chr14,56579797,TMEM260,ENSG00000070269.14,+,52.5625
50986,chr22,19144651,ESS2,ENSG00000100056.12,-,52.5625
23935,chr9,79571964,TLE4,ENSG00000106829.21,+,52.59375
10727,chr3,46976745,CCDC12,ENSG00000160799.12,-,52.59375
32944,chr12,30695869,IPO8,ENSG00000133704.10,-,52.59375
25935,chr10,62804719,ADO,ENSG00000181915.6,+,52.59375
39050,chr16,31117663,KAT8,ENSG00000103510.20,+,52.59375
5211,chr2,11155466,SLC66A3,ENSG00000162976.13,+,52.59375
38070,chr15,74843105,ULK3,ENSG00000140474.14,-,52.59375
34203,chr13,52652835,SUGT1,ENSG00000165416.15,+,52.625
7899,chr2,131492397,MZT2A,ENSG00000173272.16,-,52.625
22918,chr8,33567128,RNF122,ENSG00000133874.2,-,52.625
32270,chr12,109098171,UNG,ENSG00000076248.12,+,52.625
43095,chr17,42798704,COA3,ENSG00000183978.8,-,52.625
46142,chr19,44955379,CLPTM1,ENSG00000104853.16,+,52.625
32813,chr12,13000265,HEBP1,ENSG00000013583.10,-,52.65625
31391,chr12,21437654,PYROXD1,ENSG00000121350.16,+,52.65625
25855,chr10,45972488,TIMM23,ENSG00000265354.4,+,52.65625
12994,chr4,173168810,GALNT7,ENSG00000109586.12,+,52.65625
36061,chr14,31420550,HEATR5A,ENSG00000129493.15,-,52.6875
33791,chr12,116277693,MED13L,ENSG00000123066.9,-,52.6875
37258,chr15,75336019,COMMD4,ENSG00000140365.16,+,52.71875
37928,chr15,64703208,OAZ2,ENSG00000180304.14,-,52.71875
43151,chr17,44123641,HDAC5,ENSG00000108840.16,-,52.71875
36681,chr15,24955013,SNURF,ENSG00000273173.6,+,52.71875
11696,chr3,168095924,GOLIM4,ENSG00000173905.9,-,52.71875
31870,chr12,56468577,SPRYD4,ENSG00000176422.14,+,52.75
6281,chr2,171522476,CYBRD1,ENSG00000071967.12,+,52.75
6441,chr2,191678135,NABP1,ENSG00000173559.15,+,52.75
27422,chr10,114174232,CCDC186,ENSG00000165813.20,-,52.78125
8740,chr3,5187706,EDEM1,ENSG00000134109.11,+,52.78125
21768,chr8,15540262,TUSC3,ENSG00000104723.21,+,52.78125
39384,chr16,68843530,TANGO6,ENSG00000103047.8,+,52.78125
40454,chr16,71289402,CMTR2,ENSG00000180917.18,-,52.78125
25337,chr9,124941083,GOLGA1,ENSG00000136935.14,-,52.8125
34441,chr13,23375491,SACS,ENSG00000151835.17,-,52.8125
39244,chr16,58515516,SETD6,ENSG00000103037.12,+,52.8125
21414,chr7,130051374,ZC3HC1,ENSG00000091732.17,-,52.8125
17268,chr6,52420290,EFHC1,ENSG00000096093.16,+,52.8125
5812,chr2,95402722,FAHD2A,ENSG00000115042.10,+,52.8125
20093,chr7,116953378,ST7,ENSG00000004866.22,+,52.8125
19348,chr7,26291935,SNX10,ENSG00000086300.17,+,52.84375
3607,chr1,52404423,ORC1,ENSG00000085840.13,-,52.84375
5706,chr2,74455101,INO80B,ENSG00000115274.15,+,52.84375
1518,chr1,117367448,MAN1A2,ENSG00000198162.12,+,52.875
5772,chr2,86199456,MRPL35,ENSG00000132313.15,+,52.875
26336,chr10,98134656,R3HCC1L,ENSG00000166024.14,+,52.875
19017,chr6,149746528,NUP43,ENSG00000120253.14,-,52.875
8938,chr3,16265201,OXNAD1,ENSG00000154814.14,+,52.875
49376,chr20,13638932,TASP1,ENSG00000089123.16,-,52.875
22425,chr8,109539725,ENSG00000289767,ENSG00000289767.1,+,52.875
13748,chr4,112285904,TIFA,ENSG00000145365.12,-,52.9375
16956,chr6,31740019,MSH5-SAPCD1,ENSG00000255152.8,+,52.9375
23736,chr9,21802635,MTAP,ENSG00000099810.21,+,52.9375
28709,chr11,68312590,LRP5,ENSG00000162337.12,+,52.9375
3660,chr1,55215364,USP24,ENSG00000162402.15,-,52.9375
40394,chr16,67936850,PSMB10,ENSG00000205220.12,-,52.9375
32687,chr12,7018476,LPCAT3,ENSG00000111684.11,-,52.9375
50112,chr21,14383146,HSPA13,ENSG00000155304.6,-,52.96875
43187,chr17,44947773,KIF18B,ENSG00000186185.14,-,52.96875
21998,chr8,38386475,LETM2,ENSG00000165046.13,+,52.96875
27771,chr11,5689789,TRIM22,ENSG00000132274.17,+,53.0
565,chr1,28259517,SESN2,ENSG00000130766.5,+,53.0
13830,chr4,128287813,PGRMC2,ENSG00000164040.18,-,53.0
51120,chr22,29581113,NIPSNAP1,ENSG00000184117.12,-,53.0
28254,chr11,58579062,ZFP91,ENSG00000186660.15,+,53.0
40525,chr16,75623281,ADAT1,ENSG00000065457.11,-,53.0
46831,chr19,2051244,MKNK2,ENSG00000099875.16,-,53.0
41000,chr17,18315292,SMCR8,ENSG00000176994.11,+,53.0
16755,chr6,27815021,H2BC14,ENSG00000273703.2,+,53.03125
31365,chr12,19129732,PLEKHA5,ENSG00000052126.17,+,53.03125
39098,chr16,50025224,CNEP1R1,ENSG00000205423.12,+,53.03125
27444,chr10,117005187,SHTN1,ENSG00000187164.20,-,53.0625
39649,chr16,89686699,CDK10,ENSG00000185324.22,+,53.0625
9742,chr3,120742743,GTF2E1,ENSG00000153767.10,+,53.0625
30235,chr11,64284639,BAD,ENSG00000002330.14,-,53.0625
38677,chr16,8621697,METTL22,ENSG00000067365.15,+,53.0625
38920,chr16,28974812,SPNS1,ENSG00000169682.18,+,53.09375
34785,chr13,109786583,IRS2,ENSG00000185950.9,-,53.09375
16518,chr5,180802806,MGAT1,ENSG00000131446.17,-,53.09375
2875,chr1,1399317,CCNL2,ENSG00000221978.13,-,53.09375
41075,chr17,21126963,DHRS7B,ENSG00000109016.18,+,53.125
3138,chr1,21345504,ECE1,ENSG00000117298.16,-,53.125
21127,chr7,99144108,SMURF1,ENSG00000198742.10,-,53.125
42362,chr17,4967790,SPAG7,ENSG00000091640.8,-,53.125
17935,chr6,7389709,CAGE1,ENSG00000164304.16,-,53.125
30848,chr11,113875528,USP28,ENSG00000048028.12,-,53.125
46829,chr19,2015714,BTBD2,ENSG00000133243.10,-,53.125
34153,chr13,49444273,SETDB2,ENSG00000136169.17,+,53.125
18756,chr6,108074724,OSTM1,ENSG00000081087.16,-,53.125
22895,chr8,28889915,INTS9,ENSG00000104299.15,-,53.125
28560,chr11,65386620,FRMD8,ENSG00000126391.14,+,53.15625
15180,chr5,157731419,THG1L,ENSG00000113272.14,+,53.15625
48680,chr20,21126006,KIZ,ENSG00000088970.16,+,53.15625
25318,chr9,122913323,ZBTB6,ENSG00000186130.5,-,53.15625
37886,chr15,60398033,ANXA2,ENSG00000182718.18,-,53.15625
38586,chr16,3283455,ZNF263,ENSG00000006194.11,+,53.15625
34406,chr13,19863524,ZMYM5,ENSG00000132950.19,-,53.1875
41931,chr17,74748627,NHERF1,ENSG00000109062.12,+,53.1875
37454,chr15,90935284,UNC45A,ENSG00000140553.18,+,53.1875
51962,chrX,55452126,MAGEH1,ENSG00000187601.5,+,53.1875
46771,chr19,633537,POLRMT,ENSG00000099821.14,-,53.1875
13321,chr4,52659290,USP46,ENSG00000109189.13,-,53.1875
51023,chr22,20495795,KLHL22,ENSG00000099910.17,-,53.1875
9724,chr3,119468962,POGLUT1,ENSG00000163389.12,+,53.1875
111,chr1,6613730,PHF13,ENSG00000116273.6,+,53.21875
44620,chr18,54357858,STARD6,ENSG00000174448.9,-,53.21875
23553,chr8,143578330,NAPRT,ENSG00000147813.16,-,53.21875
40985,chr17,18039444,GID4,ENSG00000141034.10,+,53.21875
40680,chr17,2030152,DPH1,ENSG00000108963.19,+,53.21875
44279,chr18,59900015,PMAIP1,ENSG00000141682.12,+,53.21875
29734,chr11,14359183,RRAS2,ENSG00000133818.14,-,53.25
17126,chr6,41546380,FOXP4,ENSG00000137166.18,+,53.25
50757,chr22,39014362,ENSG00000284554,ENSG00000284554.2,+,53.25
32451,chr12,122078755,MLXIP,ENSG00000175727.15,+,53.25
24152,chr9,113221543,SLC31A1,ENSG00000136868.11,+,53.25
31435,chr12,27244285,STK38L,ENSG00000211455.8,+,53.28125
687,chr1,35557791,NCDN,ENSG00000020129.16,+,53.28125
14891,chr5,139648348,CXXC5,ENSG00000171604.12,+,53.28125
18060,chr6,27814777,H2AC14,ENSG00000276368.2,-,53.3125
45949,chr19,40576854,SHKBP1,ENSG00000160410.15,+,53.3125
35315,chr14,66508137,GPHN,ENSG00000171723.16,+,53.34375
31995,chr12,68746175,SLC35E3,ENSG00000175782.11,+,53.34375
41764,chr17,60600192,PPM1D,ENSG00000170836.13,+,53.34375
46300,chr19,49453235,ALDH16A1,ENSG00000161618.10,+,53.375
30379,chr11,67443512,CORO1B,ENSG00000172725.14,-,53.375
40665,chr17,997128,TIMM22,ENSG00000177370.5,+,53.40625
46243,chr19,48445982,GRWD1,ENSG00000105447.13,+,53.40625
8068,chr2,165953816,TTC21B,ENSG00000123607.16,-,53.40625
34697,chr13,77327094,MYCBP2,ENSG00000005810.20,-,53.40625
10327,chr3,186783576,EIF4A2,ENSG00000156976.17,+,53.40625
13918,chr4,147684163,PRMT9,ENSG00000164169.13,-,53.40625
27261,chr10,97445988,EXOSC1,ENSG00000171311.13,-,53.40625
11942,chr3,197298011,DLG1,ENSG00000075711.21,-,53.40625
18066,chr6,27890826,H3C12,ENSG00000197153.5,-,53.40625
7342,chr2,45611267,SRBD1,ENSG00000068784.13,-,53.4375
41429,chr17,43171242,NBR1,ENSG00000188554.15,+,53.4375
46740,chr19,58326993,ZSCAN22,ENSG00000182318.6,+,53.4375
7473,chr2,64653913,SERTAD2,ENSG00000179833.4,-,53.4375
15579,chr5,39074395,RICTOR,ENSG00000164327.14,-,53.4375
42654,chr17,17591708,PEMT,ENSG00000133027.18,-,53.4375
45445,chr19,18419397,SSBP4,ENSG00000130511.16,+,53.4375
2555,chr1,215567303,KCTD3,ENSG00000136636.13,+,53.4375
16155,chr5,140557473,SRA1,ENSG00000213523.12,-,53.46875
17940,chr6,8064364,BLOC1S5-TXNDC5,ENSG00000259040.5,-,53.46875
420,chr1,23743470,ELOA,ENSG00000011007.13,+,53.46875
35365,chr14,71320475,SIPA1L1,ENSG00000197555.10,+,53.46875
529,chr1,26826687,ZDHHC18,ENSG00000204160.12,+,53.5
11275,chr3,120742516,RABL3,ENSG00000144840.10,-,53.5
53833,chrY,22182923,RBMY1F,ENSG00000169800.14,-,53.53125
33662,chr12,105107643,ALDH1L2,ENSG00000136010.14,-,53.5625
1500,chr1,115641969,VANGL1,ENSG00000173218.15,+,53.5625
51018,chr22,20320060,DGCR6L,ENSG00000128185.10,-,53.5625
10739,chr3,47513712,ELP6,ENSG00000163832.16,-,53.5625
21418,chr7,130441016,CEP41,ENSG00000106477.20,-,53.59375
20948,chr7,75994574,TMEM120A,ENSG00000189077.11,-,53.59375
28835,chr11,74949265,SPCS2,ENSG00000118363.13,+,53.59375
25941,chr10,67884655,SIRT1,ENSG00000096717.12,+,53.59375
44940,chr19,3762681,MRPL54,ENSG00000183617.5,+,53.59375
18104,chr6,30556489,GNL1,ENSG00000204590.13,-,53.59375
21185,chr7,100436497,PPP1R35,ENSG00000160813.7,-,53.625
30322,chr11,65919062,C11orf68,ENSG00000175573.7,-,53.625
15338,chr5,176647483,TSPAN17,ENSG00000048140.18,+,53.625
32492,chr12,123384131,KMT5A,ENSG00000183955.14,+,53.625
42187,chr17,82716705,FN3KRP,ENSG00000141560.15,+,53.625
25177,chr9,109013499,CTNNAL1,ENSG00000119326.15,-,53.625
11515,chr3,142225585,GK5,ENSG00000175066.16,-,53.65625
17510,chr6,111259387,MFSD4B,ENSG00000173214.7,+,53.65625
32651,chr12,6607367,ENSG00000285238,ENSG00000285238.2,-,53.65625
37566,chr15,34039204,AVEN,ENSG00000169857.9,-,53.65625
7127,chr2,20350848,PUM2,ENSG00000055917.17,-,53.65625
21627,chr7,152436006,KMT2C,ENSG00000055609.21,-,53.6875
3513,chr1,45011324,HECTD3,ENSG00000126107.15,-,53.6875
33678,chr12,108561159,SART3,ENSG00000075856.12,-,53.6875
33140,chr12,51026384,SLC11A2,ENSG00000110911.17,-,53.6875
2152,chr1,171781695,METTL13,ENSG00000010165.20,+,53.6875
37139,chr15,67254785,IQCH,ENSG00000103599.20,+,53.6875
2829,chr1,248838223,ZNF672,ENSG00000171161.13,+,53.6875
67,chr1,3625049,TPRG1L,ENSG00000158109.15,+,53.6875
14271,chr5,43121539,ZNF131,ENSG00000172262.12,+,53.6875
24145,chr9,112380079,HSDL2,ENSG00000119471.15,+,53.6875
44928,chr19,3506310,FZR1,ENSG00000105325.15,+,53.71875
733,chr1,39738881,PPIE,ENSG00000084072.17,+,53.71875
38356,chr16,641827,MCRIP2,ENSG00000172366.20,+,53.71875
20268,chr7,140672944,ADCK2,ENSG00000133597.11,+,53.71875
43665,chr17,75765236,GALK1,ENSG00000108479.13,-,53.71875
46202,chr19,46860996,ARHGAP35,ENSG00000160007.20,+,53.71875
31179,chr12,6494101,NCAPD2,ENSG00000010292.13,+,53.71875
44968,chr19,4791733,FEM1A,ENSG00000141965.5,+,53.71875
38199,chr15,84654283,WDR73,ENSG00000177082.13,-,53.75
18394,chr6,42979181,PEX6,ENSG00000124587.14,-,53.78125
38072,chr15,74906837,FAM219B,ENSG00000178761.15,-,53.78125
38812,chr16,21158660,LDAF1,ENSG00000011638.11,+,53.78125
16841,chr6,30326926,TRIM39,ENSG00000204599.16,+,53.78125
18064,chr6,27872346,H3C11,ENSG00000275379.2,-,53.78125
40587,chr16,86555235,MTHFSD,ENSG00000103248.19,-,53.8125
183,chr1,10474949,PEX14,ENSG00000142655.13,+,53.8125
38002,chr15,70097866,TLE3,ENSG00000140332.18,-,53.84375
19576,chr7,64666197,ZNF107,ENSG00000196247.13,+,53.84375
36063,chr14,31457407,ENSG00000203546,ENSG00000203546.7,-,53.875
39428,chr16,70299185,DDX19B,ENSG00000157349.17,+,53.875
26108,chr10,80454264,TSPAN14,ENSG00000108219.16,+,53.875
22136,chr8,58411360,UBXN2B,ENSG00000215114.10,+,53.875
18044,chr6,26234987,H1-3,ENSG00000124575.7,-,53.875
45622,chr19,34404398,PDCD2L,ENSG00000126249.8,+,53.90625
6812,chr2,231056866,PSMD1,ENSG00000173692.14,+,53.90625
1196,chr1,84078061,PRKACB,ENSG00000142875.21,+,53.90625
53251,chrX,79367334,ITM2A,ENSG00000078596.11,-,53.90625
40227,chr16,48610180,N4BP1,ENSG00000102921.8,-,53.90625
31964,chr12,65169582,LEMD3,ENSG00000174106.3,+,53.90625
41521,chr17,46590719,NSF,ENSG00000073969.19,+,53.90625
25893,chr10,49942052,TIMM23B,ENSG00000204152.14,+,53.90625
50751,chr22,38705943,GTPBP1,ENSG00000100226.16,+,53.90625
32646,chr12,6556042,IFFO1,ENSG00000010295.20,-,53.9375
50677,chr22,35257492,HMGXB4,ENSG00000100281.14,+,53.9375
42350,chr17,4704129,PELP1,ENSG00000141456.16,-,53.9375
34969,chr14,24161272,IRF9,ENSG00000213928.10,+,53.9375
36682,chr15,24955033,ENSG00000214265,ENSG00000214265.11,+,53.9375
36257,chr14,63728065,SGPP1,ENSG00000126821.8,-,53.96875
7876,chr2,128028120,SAP130,ENSG00000136715.19,-,53.96875
18151,chr6,31730263,DDAH2,ENSG00000213722.10,-,53.96875
2677,chr1,229626246,URB2,ENSG00000135763.10,+,54.0
21339,chr7,113118554,SMIM30,ENSG00000214194.9,-,54.0
3867,chr1,100894812,EXTL2,ENSG00000162694.14,-,54.0
13257,chr4,39527439,UGDH,ENSG00000109814.12,-,54.0
47257,chr19,14496149,GIPC1,ENSG00000123159.16,-,54.03125
7057,chr2,3519531,ADI1,ENSG00000182551.14,-,54.03125
23717,chr9,15422875,SNAPC3,ENSG00000164975.16,+,54.03125
42326,chr17,3846246,NCBP3,ENSG00000074356.17,-,54.03125
27125,chr10,74150828,AP3M1,ENSG00000185009.13,-,54.03125
38517,chr16,2682522,KCTD5,ENSG00000167977.9,+,54.0625
26472,chr10,110919606,SHOC2,ENSG00000108061.13,+,54.0625
44505,chr18,35497940,ENSG00000267140,ENSG00000267140.1,-,54.0625
49794,chr20,63653424,STMN3,ENSG00000197457.10,-,54.0625
10771,chr3,48440119,CCDC51,ENSG00000164051.14,-,54.09375
10990,chr3,53347525,DCP1A,ENSG00000272886.6,-,54.09375
10431,chr3,9844008,RPUSD3,ENSG00000156990.14,-,54.09375
17380,chr6,80106670,BCKDHB,ENSG00000083123.15,+,54.09375
34633,chr13,49936490,SPRYD7,ENSG00000123178.16,-,54.09375
40439,chr16,70439100,ST3GAL2,ENSG00000157350.13,-,54.09375
7890,chr2,130342164,CCDC115,ENSG00000136710.10,-,54.09375
32190,chr12,101877682,DRAM1,ENSG00000136048.14,+,54.09375
29962,chr11,46617227,HARBI1,ENSG00000180423.4,-,54.09375
1272,chr1,93448117,FNBP1L,ENSG00000137942.18,+,54.09375
13006,chr4,177309873,NEIL3,ENSG00000109674.4,+,54.09375
37661,chr15,42208304,VPS39,ENSG00000166887.16,-,54.125
3677,chr1,58784047,JUN,ENSG00000177606.9,-,54.125
41166,chr17,32142559,RHOT1,ENSG00000126858.19,+,54.15625
47902,chr19,45792802,DMWD,ENSG00000185800.12,-,54.15625
24427,chr9,130693779,EXOSC2,ENSG00000130713.17,+,54.15625
3518,chr1,45340163,MUTYH,ENSG00000132781.21,-,54.1875
25825,chr10,38010669,ZNF33A,ENSG00000189180.16,+,54.1875
38494,chr16,2429446,CCNF,ENSG00000162063.13,+,54.1875
32506,chr12,123712355,ATP6V0A2,ENSG00000185344.15,+,54.1875
10981,chr3,52897548,STIMATE,ENSG00000213533.13,-,54.1875
26590,chr10,124461842,LHPP,ENSG00000107902.14,+,54.1875
3447,chr1,39883434,TRIT1,ENSG00000043514.17,-,54.1875
8688,chr2,241315672,HDLBP,ENSG00000115677.18,-,54.21875
38972,chr16,29973867,TAOK2,ENSG00000149930.18,+,54.21875
53004,chrX,49043357,TFE3,ENSG00000068323.17,-,54.21875
24344,chr9,128456151,ODF2,ENSG00000136811.17,+,54.21875
48831,chr20,36236467,AAR2,ENSG00000131043.13,+,54.21875
50894,chr22,46296869,GTSE1,ENSG00000075218.19,+,54.25
19138,chr6,169702047,ENSG00000285733,ENSG00000285733.1,-,54.25
33011,chr12,43806249,TWF1,ENSG00000151239.14,-,54.25
33602,chr12,98644788,IKBIP,ENSG00000166130.15,-,54.25
50718,chr22,37675635,LGALS1,ENSG00000100097.12,+,54.25
37091,chr15,64387835,TRIP4,ENSG00000103671.10,+,54.25
2175,chr1,173868081,ZBTB37,ENSG00000185278.16,+,54.25
29404,chr11,134253567,ACAD8,ENSG00000151498.12,+,54.28125
35219,chr14,57390585,NAA30,ENSG00000139977.14,+,54.28125
7278,chr2,39121051,SOS1,ENSG00000115904.15,-,54.28125
15175,chr5,157266122,CYFIP2,ENSG00000055163.21,+,54.28125
1992,chr1,161166497,PPOX,ENSG00000143224.18,+,54.28125
25763,chr10,27155351,MASTL,ENSG00000120539.15,+,54.28125
24265,chr9,126805039,ZBTB43,ENSG00000169155.10,+,54.28125
26536,chr10,119104085,DENND10,ENSG00000119979.18,+,54.28125
18481,chr6,52577060,TRAM2,ENSG00000065308.5,-,54.28125
48972,chr20,45406618,DBNDD2,ENSG00000244274.9,+,54.3125
16213,chr5,143403689,NR3C1,ENSG00000113580.15,-,54.3125
14922,chr5,140700446,ZMAT2,ENSG00000146007.11,+,54.3125
27450,chr10,117375440,PDZD8,ENSG00000165650.12,-,54.3125
39731,chr16,1420747,UQCC4,ENSG00000174109.5,-,54.3125
34931,chr14,23953769,DHRS4,ENSG00000157326.19,+,54.34375
31712,chr12,53380175,SP1,ENSG00000185591.10,+,54.34375
44434,chr18,21704767,ABHD3,ENSG00000158201.10,-,54.34375
53051,chrX,53225176,KDM5C,ENSG00000126012.13,-,54.375
21584,chr7,151057897,CDK5,ENSG00000164885.13,-,54.375
21644,chr7,158704804,NCAPG2,ENSG00000146918.20,-,54.375
34006,chr13,26254128,CDK8,ENSG00000132964.13,+,54.375
41262,chr17,38730340,CISD3,ENSG00000277972.2,+,54.375
53733,chrY,2935280,ZFY,ENSG00000067646.12,+,54.40625
41779,chr17,62423896,METTL2A,ENSG00000087995.16,+,54.40625
53650,chrX,153971818,HCFC1,ENSG00000172534.14,-,54.40625
2753,chr1,241848203,EXO1,ENSG00000174371.17,+,54.4375
20936,chr7,75073881,RCC1L,ENSG00000274523.5,-,54.4375
336,chr1,19251804,MRTO4,ENSG00000053372.5,+,54.4375
50119,chr21,17819386,C21orf91,ENSG00000154642.11,-,54.4375
37507,chr15,22980368,CYFIP1,ENSG00000273749.5,-,54.46875
50044,chr21,43865222,AGPAT3,ENSG00000160216.21,+,54.46875
53178,chrX,71254129,ZMYM3,ENSG00000147130.14,-,54.46875
12950,chr4,159103078,RAPGEF2,ENSG00000109756.10,+,54.46875
41141,chr17,30477422,GOSR1,ENSG00000108587.16,+,54.46875
24581,chr9,137086984,MAN1B1,ENSG00000177239.16,+,54.46875
1665,chr1,151060396,MLLT11,ENSG00000213190.4,+,54.46875
46967,chr19,6279975,MLLT1,ENSG00000130382.9,-,54.46875
23780,chr9,34646644,ENSG00000258728,ENSG00000258728.2,+,54.46875
37669,chr15,42491105,ZNF106,ENSG00000103994.18,-,54.5
40986,chr17,18087924,DRG2,ENSG00000108591.10,+,54.5
53272,chrX,100636806,TSPAN6,ENSG00000000003.16,-,54.5
35491,chr14,76151921,GPATCH2L,ENSG00000089916.18,+,54.5
38327,chr16,234820,FAM234A,ENSG00000167930.17,+,54.5
24609,chr9,137619012,EHMT1,ENSG00000181090.21,+,54.5
5730,chr2,75646802,MRPL19,ENSG00000115364.14,+,54.5
21724,chr8,9555913,TNKS,ENSG00000173273.17,+,54.53125
22968,chr8,42051990,KAT6A,ENSG00000083168.11,-,54.53125
21139,chr7,99500281,ZNF394,ENSG00000160908.15,-,54.53125
29932,chr11,36510272,TRAF6,ENSG00000175104.15,-,54.5625
43988,chr18,12308233,TUBB6,ENSG00000176014.13,+,54.5625
44563,chr18,47931141,SMAD2,ENSG00000175387.16,-,54.5625
5779,chr2,86942117,RGPD1,ENSG00000187627.18,+,54.59375
33081,chr12,48852163,DDX23,ENSG00000174243.11,-,54.59375
51438,chr22,50475030,SBF1,ENSG00000100241.22,-,54.59375
38485,chr16,2205768,MLST8,ENSG00000167965.18,+,54.59375
31941,chr12,62466816,MON2,ENSG00000061987.16,+,54.59375
28442,chr11,63813455,SPINDOC,ENSG00000168005.9,+,54.625
