,Chromosome,Start,gene_name,gene_id,Strand,"GM12878 ENCODE, biol_"
9170,chr3,43286511,SNRK,ENSG00000163788.14,+,158.75
44050,chr18,23503518,RMC1,ENSG00000141452.11,+,158.75
50594,chr22,30357006,CCDC157,ENSG00000187860.11,+,158.75
16559,chr6,2999893,NQO2,ENSG00000124588.22,+,158.875
27454,chr10,118342320,FAM204A,ENSG00000165669.14,-,158.875
10203,chr3,179323030,ZNF639,ENSG00000121864.10,+,158.875
45359,chr19,17075785,MYO9B,ENSG00000099331.14,+,159.0
52815,chrX,19887600,SH3KBP1,ENSG00000147010.19,-,159.0
17975,chr6,13814557,MCUR1,ENSG00000050393.12,-,159.0
14186,chr5,31532300,C5orf22,ENSG00000082213.18,+,159.0
29043,chr11,108008897,CUL5,ENSG00000166266.14,+,159.0
35606,chr14,93207255,UBR7,ENSG00000012963.15,+,159.0
32421,chr12,120687148,MLEC,ENSG00000110917.8,+,159.125
46331,chr19,49677270,PRMT1,ENSG00000126457.22,+,159.125
48817,chr20,35772014,PHF20,ENSG00000025293.17,+,159.125
28576,chr11,65576052,EHBP1L1,ENSG00000173442.13,+,159.125
47930,chr19,46717082,PRKD2,ENSG00000105287.13,-,159.25
39751,chr16,1826841,HAGH,ENSG00000063854.13,-,159.25
920,chr1,46340806,NSUN4,ENSG00000117481.11,+,159.25
42422,chr17,6651634,MED31,ENSG00000108590.11,-,159.375
32549,chr12,132490150,FBRSL1,ENSG00000112787.14,+,159.375
1129,chr1,67685213,GADD45A,ENSG00000116717.13,+,159.375
30055,chr11,57427121,SLC43A3,ENSG00000134802.18,-,159.375
7021,chr2,264810,SH3YL1,ENSG00000035115.22,-,159.375
20964,chr7,77798434,TMEM60,ENSG00000135211.6,-,159.375
37757,chr15,49620929,FAM227B,ENSG00000166262.16,-,159.375
38363,chr16,668131,RHOT2,ENSG00000140983.15,+,159.375
45882,chr19,38930943,MRPS12,ENSG00000128626.12,+,159.5
44205,chr18,50375045,SKA1,ENSG00000154839.10,+,159.5
16329,chr5,154938211,GEMIN5,ENSG00000082516.9,-,159.5
45371,chr19,17267417,ENSG00000269307,ENSG00000269307.1,+,159.5
40425,chr16,69385988,TERF2,ENSG00000132604.11,-,159.5
25426,chr9,130043162,FNBP1,ENSG00000187239.19,-,159.5
26671,chr10,1048886,IDI1,ENSG00000067064.13,-,159.625
46989,chr19,6737580,GPR108,ENSG00000125734.16,-,159.625
21648,chr7,158829509,ESYT2,ENSG00000117868.18,-,159.625
15366,chr5,177426744,GRK6,ENSG00000198055.11,+,159.625
35032,chr14,30622318,SCFD1,ENSG00000092108.22,+,159.625
48707,chr20,25407701,GINS1,ENSG00000101003.12,+,159.625
47122,chr19,11346270,RAB3D,ENSG00000105514.8,-,159.75
4362,chr1,155688774,YY1AP1,ENSG00000163374.20,-,159.75
4984,chr1,228109312,MRPL55,ENSG00000162910.19,-,159.75
22330,chr8,95133803,PLEKHF2,ENSG00000175895.5,+,159.75
24373,chr9,128882132,LRRC8A,ENSG00000136802.12,+,159.75
12757,chr4,128061285,LARP1B,ENSG00000138709.20,+,159.75
29045,chr11,108121566,ACAT1,ENSG00000075239.14,+,159.75
15638,chr5,54310582,ARL15,ENSG00000185305.12,-,159.75
23061,chr8,61714568,ASPH,ENSG00000198363.18,-,159.75
47706,chr19,40465764,BLVRB,ENSG00000090013.11,-,159.75
45251,chr19,12791485,JUNB,ENSG00000171223.6,+,159.75
15104,chr5,150357703,TCOF1,ENSG00000070814.22,+,159.75
49664,chr20,49278057,ZNFX1,ENSG00000124201.15,-,159.875
27371,chr10,103918188,STN1,ENSG00000107960.12,-,159.875
41568,chr17,47971112,CDK5RAP3,ENSG00000108465.15,+,159.875
41570,chr17,48048362,NFE2L1,ENSG00000082641.16,+,159.875
20245,chr7,138460434,TRIM24,ENSG00000122779.18,+,159.875
37406,chr15,89243978,FANCI,ENSG00000140525.20,+,159.875
19323,chr7,23299338,MALSU1,ENSG00000156928.5,+,159.875
23682,chr9,4792943,RCL1,ENSG00000120158.12,+,159.875
32929,chr12,26937981,INTS13,ENSG00000064102.15,-,159.875
42947,chr17,40417896,TOP2A,ENSG00000131747.15,-,159.875
36083,chr14,35121990,PPP2R3C,ENSG00000092020.11,-,159.875
48480,chr20,1118597,PSMF1,ENSG00000125818.18,+,159.875
15083,chr5,149345429,GRPEL2,ENSG00000164284.15,+,160.0
30173,chr11,62671765,LBHD1,ENSG00000162194.13,-,160.0
41136,chr17,30116826,NSRP1,ENSG00000126653.18,+,160.0
29721,chr11,10858073,ZBED5,ENSG00000236287.8,-,160.0
19070,chr6,158644743,DYNLT1,ENSG00000146425.11,-,160.0
48555,chr20,6006092,CRLS1,ENSG00000088766.12,+,160.0
15423,chr5,180494378,CNOT6,ENSG00000113300.13,+,160.0
40872,chr17,7579637,CD68,ENSG00000129226.14,+,160.0
39940,chr16,12803887,CPPED1,ENSG00000103381.12,-,160.0
47053,chr19,9584504,ZNF121,ENSG00000197961.12,-,160.0
38112,chr15,77420144,PEAK1,ENSG00000173517.11,-,160.0
46817,chr19,1652604,TCF3,ENSG00000071564.19,-,160.0
17818,chr6,159762044,ACAT2,ENSG00000120437.9,+,160.125
5252,chr2,23940462,UBXN2A,ENSG00000173960.14,+,160.125
42236,chr17,752264,GEMIN4,ENSG00000179409.11,-,160.125
418,chr1,23691805,RPL11,ENSG00000142676.14,+,160.25
8381,chr2,207625331,METTL21A,ENSG00000144401.14,-,160.25
21474,chr7,138002086,CREB3L2,ENSG00000182158.16,-,160.25
4897,chr1,212414901,PACC1,ENSG00000065600.13,-,160.25
16719,chr6,26216920,H2AC8,ENSG00000277075.3,+,160.25
27942,chr11,20363724,HTATIP2,ENSG00000109854.14,+,160.25
46850,chr19,2456959,LMNB2,ENSG00000176619.13,-,160.25
8305,chr2,201071669,HYCC2,ENSG00000155744.10,-,160.25
11636,chr3,160449786,TRIM59,ENSG00000213186.8,-,160.25
40978,chr17,17476993,MED9,ENSG00000141026.6,+,160.375
45169,chr19,10602509,SLC44A2,ENSG00000129353.15,+,160.375
5855,chr2,99181183,MRPL30,ENSG00000185414.20,+,160.375
10460,chr3,11846885,TAMM41,ENSG00000144559.11,-,160.375
25876,chr10,48306638,MAPK8,ENSG00000107643.17,+,160.375
12850,chr4,152779953,ARFIP1,ENSG00000164144.16,+,160.375
26552,chr10,120851361,WDR11,ENSG00000120008.16,+,160.5
34143,chr13,48303750,RB1,ENSG00000139687.16,+,160.5
31530,chr12,43758950,IRAK4,ENSG00000198001.16,+,160.5
619,chr1,32072938,TMEM39B,ENSG00000121775.18,+,160.5
802,chr1,42658367,PPIH,ENSG00000171960.12,+,160.5
3749,chr1,77219429,PIGK,ENSG00000142892.15,-,160.5
24058,chr9,98056731,NANS,ENSG00000095380.11,+,160.625
27522,chr10,125823196,UROS,ENSG00000188690.15,-,160.75
33199,chr12,53180646,CSAD,ENSG00000139631.20,-,160.75
39048,chr16,31108385,BCKDK,ENSG00000103507.14,+,160.75
28459,chr11,63986437,OTUB1,ENSG00000167770.13,+,160.75
47430,chr19,19663676,ATP13A1,ENSG00000105726.17,-,160.75
40760,chr17,4997949,KIF1C,ENSG00000129250.12,+,160.75
8000,chr2,157444089,CYTIP,ENSG00000115165.10,-,160.75
46268,chr19,48900280,NUCB1,ENSG00000104805.17,+,160.75
13164,chr4,8440723,ACOX3,ENSG00000087008.16,-,160.75
36353,chr14,73458617,NUMB,ENSG00000133961.21,-,160.75
35995,chr14,24188816,IPO4,ENSG00000196497.17,-,160.875
5543,chr2,60756267,PAPOLG,ENSG00000115421.13,+,160.875
23330,chr8,102238961,RRM2B,ENSG00000048392.13,-,160.875
49183,chr20,62804834,OGFR,ENSG00000060491.17,+,160.875
6681,chr2,218672085,STK36,ENSG00000163482.12,+,160.875
34959,chr14,24146739,RNF31,ENSG00000092098.18,+,160.875
34098,chr13,39655726,COG6,ENSG00000133103.17,+,161.0
2097,chr1,167936660,DCAF6,ENSG00000143164.16,+,161.0
35132,chr14,45084115,PRPF39,ENSG00000185246.18,+,161.0
10985,chr3,53130453,RFT1,ENSG00000163933.10,-,161.0
20926,chr7,74254389,RFC2,ENSG00000049541.11,-,161.0
44440,chr18,23586506,NPC1,ENSG00000141458.13,-,161.125
32826,chr12,14803478,WBP11,ENSG00000084463.8,-,161.125
685,chr1,35268708,ZMYM4,ENSG00000146463.12,+,161.125
36829,chr15,41660396,MGA,ENSG00000174197.19,+,161.125
39013,chr16,30472728,ITGAL,ENSG00000005844.19,+,161.125
48087,chr19,50025369,VRK3,ENSG00000105053.11,-,161.125
27304,chr10,100529871,NDUFB8,ENSG00000166136.16,-,161.125
31333,chr12,14365681,ATF7IP,ENSG00000171681.13,+,161.125
37862,chr15,56918571,ENSG00000285253,ENSG00000285253.1,-,161.125
10873,chr3,49856564,TRAIP,ENSG00000183763.9,-,161.125
43368,chr17,57850044,MRPS23,ENSG00000181610.13,-,161.25
46960,chr19,5903771,NDUFA11,ENSG00000174886.14,-,161.25
12832,chr4,147617385,TMEM184C,ENSG00000164168.8,+,161.25
16849,chr6,30489508,HLA-E,ENSG00000204592.9,+,161.25
14289,chr5,44808946,MRPS30,ENSG00000112996.11,+,161.25
4817,chr1,205121978,RBBP5,ENSG00000117222.14,-,161.25
44964,chr19,4472296,HDGFL2,ENSG00000167674.15,+,161.25
13296,chr4,47463702,COMMD8,ENSG00000169019.11,-,161.25
32405,chr12,120438112,COX6A1,ENSG00000111775.3,+,161.25
23088,chr8,67062133,COPS5,ENSG00000121022.14,-,161.25
14222,chr5,36151988,SKP2,ENSG00000145604.17,+,161.25
31700,chr12,53252094,MFSD5,ENSG00000182544.9,+,161.375
31259,chr12,8082273,NECAP1,ENSG00000089818.18,+,161.375
24978,chr9,75028423,CARNMT1,ENSG00000156017.13,-,161.375
18204,chr6,32838739,TAP2,ENSG00000204267.19,-,161.375
51777,chrX,47193828,UBA1,ENSG00000130985.17,+,161.375
1607,chr1,149886917,H2AC20,ENSG00000184260.6,+,161.375
25116,chr9,96655317,PRXL2C,ENSG00000158122.12,-,161.375
41010,chr17,18781182,TVP23B,ENSG00000171928.14,+,161.375
23564,chr8,143617482,GFUS,ENSG00000104522.16,-,161.375
23905,chr9,73151864,ANXA1,ENSG00000135046.14,+,161.375
17650,chr6,133953223,TBPL1,ENSG00000028839.10,+,161.5
32485,chr12,123233435,MTRFR,ENSG00000130921.9,+,161.5
17876,chr6,169702125,C6orf120,ENSG00000185127.7,+,161.5
16183,chr5,141636849,HDAC3,ENSG00000171720.10,-,161.625
24188,chr9,120793466,B3GALT9,ENSG00000214654.9,+,161.625
11632,chr3,160399225,IFT80,ENSG00000068885.15,-,161.625
47217,chr19,13150346,STX10,ENSG00000104915.15,-,161.625
11280,chr3,121749767,GOLGB1,ENSG00000173230.17,-,161.625
37576,chr15,34343124,NOP10,ENSG00000182117.7,-,161.625
45879,chr19,38899699,NFKBIB,ENSG00000104825.17,+,161.625
13512,chr4,83455823,HELQ,ENSG00000163312.11,-,161.625
27993,chr11,32091073,RCN1,ENSG00000049449.10,+,161.625
49195,chr20,63272832,ARFGAP1,ENSG00000101199.13,+,161.625
24902,chr9,36258445,GNE,ENSG00000159921.20,-,161.75
34592,chr13,46182177,LCP1,ENSG00000136167.15,-,161.75
33719,chr12,110468257,GPN3,ENSG00000111231.9,-,161.75
30826,chr11,112074274,PIH1D2,ENSG00000150773.12,-,161.75
21800,chr8,20197380,ATP6V1B2,ENSG00000147416.11,+,161.75
37567,chr15,34101862,EMC7,ENSG00000134153.10,-,161.75
52634,chrX,154411552,TAFAZZIN,ENSG00000102125.17,+,161.75
27345,chr10,102432574,CUEDC2,ENSG00000107874.11,-,161.75
9544,chr3,94063060,NSUN3,ENSG00000178694.10,+,161.875
10567,chr3,25664907,TOP2B,ENSG00000077097.17,-,161.875
40390,chr16,67833896,CENPT,ENSG00000102901.13,-,161.875
23076,chr8,65842064,PDE7A,ENSG00000205268.11,-,161.875
30813,chr11,111879425,ENSG00000258529,ENSG00000258529.5,-,161.875
41400,chr17,42773448,VPS25,ENSG00000131475.7,+,161.875
38438,chr16,1782989,NUBP2,ENSG00000095906.17,+,162.0
35908,chr14,21456090,CHD8,ENSG00000100888.15,-,162.0
26069,chr10,75111634,SAMD8,ENSG00000156671.15,+,162.0
40446,chr16,70801158,VAC14,ENSG00000103043.15,-,162.0
15536,chr5,34915504,RAD1,ENSG00000113456.20,-,162.0
32939,chr12,29381172,ERGIC2,ENSG00000087502.19,-,162.0
44721,chr18,74291935,CYB5A,ENSG00000166347.19,-,162.0
45196,chr19,11089462,LDLR,ENSG00000130164.15,+,162.0
42632,chr17,16215534,NCOR1,ENSG00000141027.23,-,162.125
21982,chr8,37762644,PLPBP,ENSG00000147471.12,+,162.125
45369,chr19,17267442,BABAM1,ENSG00000105393.16,+,162.125
1853,chr1,156114721,LMNA,ENSG00000160789.24,+,162.125
2381,chr1,203007373,TMEM183A,ENSG00000163444.12,+,162.125
37973,chr15,66504855,RPL4,ENSG00000174444.15,-,162.125
36174,chr14,52791607,GNPNAT1,ENSG00000100522.10,-,162.25
41370,chr17,42458843,ATP6V0A1,ENSG00000033627.18,+,162.25
12942,chr4,158672265,ETFDH,ENSG00000171503.13,+,162.25
18206,chr6,32853704,TAP1,ENSG00000168394.13,-,162.375
37568,chr15,34210096,KATNBL1,ENSG00000134152.11,-,162.375
5479,chr2,46941223,TTC7A,ENSG00000068724.18,+,162.375
19072,chr6,158819368,EZR,ENSG00000092820.19,-,162.375
33290,chr12,55927894,PYM1,ENSG00000170473.17,-,162.375
38246,chr15,89893981,AP3S2,ENSG00000157823.17,-,162.5
20003,chr7,103297406,PMPCB,ENSG00000105819.15,+,162.5
46944,chr19,5720146,LONP1,ENSG00000196365.12,-,162.625
19778,chr7,90346715,GTPBP10,ENSG00000105793.16,+,162.625
50242,chr21,37267351,VPS26C,ENSG00000157538.14,-,162.625
27220,chr10,95291003,PDLIM1,ENSG00000107438.9,-,162.625
34616,chr13,48095131,MED4,ENSG00000136146.15,-,162.625
52153,chrX,100820390,CSTF2,ENSG00000101811.15,+,162.75
22322,chr8,94823286,INTS8,ENSG00000164941.14,+,162.75
45297,chr19,14381443,ADGRE5,ENSG00000123146.20,+,162.75
51853,chrX,48897911,PQBP1,ENSG00000102103.18,+,162.75
35859,chr14,20454812,OSGEP,ENSG00000092094.11,-,162.75
51788,chrX,47582407,TIMP1,ENSG00000102265.12,+,162.75
52197,chrX,103215123,BEX4,ENSG00000102409.10,+,162.875
11757,chr3,179604638,MRPL47,ENSG00000136522.14,-,162.875
25938,chr10,63521400,REEP3,ENSG00000165476.14,+,162.875
31550,chr12,47963606,TMEM106C,ENSG00000134291.12,+,162.875
31816,chr12,55974100,RAB5B,ENSG00000111540.16,+,162.875
13338,chr4,56387508,AASDH,ENSG00000157426.14,-,162.875
51590,chrX,13689185,RAB9A,ENSG00000123595.8,+,162.875
11565,chr3,149752489,COMMD2,ENSG00000114744.9,-,162.875
10838,chr3,49340036,USP4,ENSG00000114316.13,-,163.0
12736,chr4,122923069,SPATA5,ENSG00000145375.9,+,163.0
32920,chr12,25250929,KRAS,ENSG00000133703.14,-,163.0
17679,chr6,139028744,ABRACL,ENSG00000146386.8,+,163.0
1064,chr1,63593410,PGM1,ENSG00000079739.17,+,163.0
33703,chr12,109573497,MMAB,ENSG00000139428.12,-,163.0
28983,chr11,94493978,ANKRD49,ENSG00000168876.9,+,163.0
11421,chr3,130746829,PIK3R4,ENSG00000196455.8,-,163.0
14011,chr4,169010254,CBR4,ENSG00000145439.12,-,163.0
2730,chr1,236523981,LGALS8,ENSG00000116977.19,+,163.0
12226,chr4,37826659,PGM2,ENSG00000169299.14,+,163.0
16664,chr6,18155421,KDM1B,ENSG00000165097.16,+,163.0
50504,chr22,24011347,CABIN1,ENSG00000099991.18,+,163.0
53412,chrX,119852998,UPF3B,ENSG00000125351.14,-,163.0
35787,chr14,103562961,ENSG00000256500,ENSG00000256500.6,+,163.0
27622,chr11,747427,TALDO1,ENSG00000177156.11,+,163.125
36909,chr15,44288718,GOLM2,ENSG00000166734.20,+,163.125
7638,chr2,85561493,GGCX,ENSG00000115486.13,-,163.125
35774,chr14,103629202,KLC1,ENSG00000126214.22,+,163.125
11898,chr3,196082090,TFRC,ENSG00000072274.14,-,163.125
568,chr1,28369739,PHACTR4,ENSG00000204138.13,+,163.125
1839,chr1,155859566,SYT11,ENSG00000132718.9,+,163.125
21461,chr7,135510127,CNOT4,ENSG00000080802.21,-,163.125
32406,chr12,120438197,ENSG00000111780,ENSG00000111780.8,+,163.125
8752,chr3,9397614,SETD5,ENSG00000168137.20,+,163.25
31317,chr12,12357078,BORCS5,ENSG00000165714.11,+,163.25
9343,chr3,50350891,ENSG00000272104,ENSG00000272104.1,+,163.25
14464,chr5,70925094,SMN1,ENSG00000172062.17,+,163.25
30343,chr11,66438834,MRPL11,ENSG00000174547.13,-,163.25
6981,chr2,241150417,PPP1R7,ENSG00000115685.15,+,163.25
19703,chr7,76461715,DTX2,ENSG00000091073.20,+,163.25
13103,chr4,2242121,HAUS3,ENSG00000214367.10,-,163.25
13101,chr4,2242121,ENSG00000290263,ENSG00000290263.1,-,163.25
23920,chr9,78236064,CEP78,ENSG00000148019.14,+,163.25
23253,chr8,94553529,VIRMA,ENSG00000164944.12,-,163.25
41464,chr17,44345301,GRN,ENSG00000030582.19,+,163.375
3291,chr1,31065684,PUM1,ENSG00000134644.16,-,163.375
38622,chr16,4425867,DNAJA3,ENSG00000103423.14,+,163.375
12580,chr4,94451955,PDLIM5,ENSG00000163110.15,+,163.375
40334,chr16,66552509,TK2,ENSG00000166548.17,-,163.375
10207,chr3,179347708,MFN1,ENSG00000171109.19,+,163.375
31139,chr12,4321212,TIGAR,ENSG00000078237.7,+,163.375
31843,chr12,56128266,ESYT1,ENSG00000139641.13,+,163.375
33096,chr12,49018764,PRKAG1,ENSG00000181929.13,-,163.5
9424,chr3,56557187,CCDC66,ENSG00000180376.17,+,163.5
47124,chr19,11346268,TMEM205,ENSG00000105518.14,-,163.5
43178,chr17,44899431,EFTUD2,ENSG00000108883.13,-,163.5
29974,chr11,47248814,ACP2,ENSG00000134575.13,-,163.5
36906,chr15,43800598,HYPK,ENSG00000242028.8,+,163.5
40609,chr16,88663091,MVD,ENSG00000167508.12,-,163.5
20723,chr7,35037485,DPY19L1,ENSG00000173852.16,-,163.5
43693,chr17,76103787,EXOC7,ENSG00000182473.22,-,163.5
47300,chr19,15379787,AKAP8,ENSG00000105127.10,-,163.625
52889,chrX,38327509,RPGR,ENSG00000156313.15,-,163.625
27287,chr10,99430624,GOT1,ENSG00000120053.12,-,163.625
17502,chr6,110874784,AMD1,ENSG00000123505.19,+,163.625
11025,chr3,57693077,DENND6A,ENSG00000174839.13,-,163.625
33922,chr12,128823958,SLC15A4,ENSG00000139370.12,-,163.625
34969,chr14,24161272,IRF9,ENSG00000213928.10,+,163.625
7275,chr2,38751358,SRSF7,ENSG00000115875.19,-,163.625
21587,chr7,151080842,FASTK,ENSG00000164896.21,-,163.625
29062,chr11,110429947,FDX1,ENSG00000137714.3,+,163.625
11219,chr3,113019671,NEPRO,ENSG00000163608.15,-,163.75
38731,chr16,14833720,NOMO1,ENSG00000103512.16,+,163.75
14823,chr5,134738494,CAMLG,ENSG00000164615.6,+,163.75
42117,chr17,81239317,NDUFAF8,ENSG00000224877.4,+,163.75
38711,chr16,11976733,SNX29,ENSG00000048471.14,+,163.75
33358,chr12,57111346,STAT6,ENSG00000166888.12,-,163.75
47304,chr19,15432761,WIZ,ENSG00000011451.21,-,163.75
48625,chr20,17969017,MGME1,ENSG00000125871.14,+,163.75
17358,chr6,73461745,MTO1,ENSG00000135297.17,+,163.75
20766,chr7,43869517,MRPS24,ENSG00000062582.14,-,163.875
13680,chr4,102760983,MANBA,ENSG00000109323.11,-,163.875
51320,chr22,41286187,RANGAP1,ENSG00000100401.21,-,163.875
52685,chrX,155881377,VAMP7,ENSG00000124333.16,+,164.0
22993,chr8,47960178,PRKDC,ENSG00000253729.9,-,164.0
5486,chr2,47403155,MSH2,ENSG00000095002.15,+,164.0
37146,chr15,67542702,MAP2K5,ENSG00000137764.20,+,164.0
21226,chr7,102464863,ALKBH4,ENSG00000160993.4,-,164.0
30131,chr11,61792599,TMEM258,ENSG00000134825.16,-,164.0
33921,chr12,124989131,DHX37,ENSG00000150990.9,-,164.0
13912,chr4,146521895,SLC10A7,ENSG00000120519.16,-,164.125
29100,chr11,112086902,ENSG00000255292,ENSG00000255292.9,+,164.125
2698,chr1,232950610,NTPCR,ENSG00000135778.12,+,164.125
50984,chr22,19122454,DGCR2,ENSG00000070413.20,-,164.125
14143,chr5,5422676,ICE1,ENSG00000164151.12,+,164.125
26195,chr10,88990784,FAS,ENSG00000026103.25,+,164.125
49648,chr20,46689444,TP53RK,ENSG00000172315.6,-,164.125
4737,chr1,200669907,DDX59,ENSG00000118197.14,-,164.125
30395,chr11,68004097,UNC93B1,ENSG00000110057.9,-,164.25
29464,chr11,1309654,TOLLIP,ENSG00000078902.16,-,164.25
22732,chr8,11868043,CTSB,ENSG00000164733.23,-,164.25
11072,chr3,67654607,SUCLG2,ENSG00000172340.15,-,164.25
30936,chr11,119095465,H2AX,ENSG00000188486.4,-,164.375
48903,chr20,43457895,SRSF6,ENSG00000124193.16,+,164.375
17883,chr6,170306757,FAM120B,ENSG00000112584.14,+,164.375
40356,chr16,67159909,TRADD,ENSG00000102871.16,-,164.375
49545,chr20,37527931,BLCAP,ENSG00000166619.15,-,164.375
23658,chr9,2015317,SMARCA2,ENSG00000080503.25,+,164.375
29524,chr11,3379126,ZNF195,ENSG00000005801.18,-,164.375
38091,chr15,75625725,SNUPN,ENSG00000169371.14,-,164.5
35025,chr14,30559157,G2E3,ENSG00000092140.16,+,164.5
6460,chr2,199911292,C2orf69,ENSG00000178074.6,+,164.5
50926,chr22,50343322,PPP6R2,ENSG00000100239.16,+,164.5
37590,chr15,34988287,ZNF770,ENSG00000198146.4,-,164.5
34311,chr13,102846031,ERCC5,ENSG00000134899.24,+,164.625
24914,chr9,37592469,ENSG00000256966,ENSG00000256966.6,-,164.625
33887,chr12,122896124,VPS37B,ENSG00000139722.7,-,164.625
51091,chr22,26512499,TFIP11,ENSG00000100109.17,-,164.625
6260,chr2,169827453,UBR3,ENSG00000144357.18,+,164.625
31904,chr12,57591202,PIP4K2C,ENSG00000166908.18,+,164.625
1305,chr1,99969978,SLC35A3,ENSG00000117620.15,+,164.625
37232,chr15,74615835,CLK3,ENSG00000179335.20,+,164.625
25170,chr9,108934124,ELP1,ENSG00000070061.16,-,164.75
11256,chr3,119463615,TMEM39A,ENSG00000176142.13,-,164.75
37690,chr15,43371043,ZSCAN29,ENSG00000140265.14,-,164.75
19966,chr7,101218164,ZNHIT1,ENSG00000106400.12,+,164.75
32438,chr12,121626549,ORAI1,ENSG00000276045.4,+,164.75
39290,chr16,67159960,FBXL8,ENSG00000135722.9,+,164.75
31100,chr12,991232,ERC1,ENSG00000082805.21,+,164.75
44915,chr19,3094361,GNA11,ENSG00000088256.9,+,164.875
31806,chr12,55818043,ORMDL2,ENSG00000123353.10,+,164.875
38938,chr16,29790726,KIF22,ENSG00000079616.14,+,164.875
40079,chr16,28492041,ENSG00000261832,ENSG00000261832.6,-,164.875
53666,chrX,154486615,UBL4A,ENSG00000102178.13,-,164.875
26675,chr10,3172782,PITRM1,ENSG00000107959.17,-,164.875
34456,chr13,27171811,USP12,ENSG00000152484.14,-,164.875
49246,chr20,462550,TBC1D20,ENSG00000125875.15,-,165.0
13205,chr4,17810757,DCAF16,ENSG00000163257.11,-,165.0
13341,chr4,56435615,PPAT,ENSG00000128059.8,-,165.0
53425,chrX,120560962,CUL4B,ENSG00000158290.19,-,165.0
44538,chr18,45967327,EPG5,ENSG00000152223.16,-,165.0
534,chr1,27234667,WDTC1,ENSG00000142784.16,+,165.0
23806,chr9,35658303,CCDC107,ENSG00000159884.12,+,165.0
43761,chr17,79009778,CANT1,ENSG00000171302.17,-,165.0
34152,chr13,49247924,CDADC1,ENSG00000102543.14,+,165.0
34811,chr13,114132623,RASA3,ENSG00000185989.11,-,165.0
10857,chr3,49689474,MST1,ENSG00000173531.16,-,165.125
38590,chr16,3305471,ZNF75A,ENSG00000162086.16,+,165.125
44919,chr19,3185929,NCLN,ENSG00000125912.11,+,165.125
26231,chr10,90871973,RPP30,ENSG00000148688.14,+,165.25
49030,chr20,48921710,ARFGEF2,ENSG00000124198.10,+,165.25
37688,chr15,43330582,LCMT2,ENSG00000168806.8,-,165.25
41351,chr17,41966794,CNP,ENSG00000173786.17,+,165.25
47762,chr19,42217682,DEDD2,ENSG00000160570.14,-,165.25
15249,chr5,168486498,RARS1,ENSG00000113643.9,+,165.25
20034,chr7,107580264,BCAP29,ENSG00000075790.12,+,165.25
45936,chr19,40348696,PLD3,ENSG00000105223.21,+,165.25
8104,chr2,173964219,SP3,ENSG00000172845.18,-,165.25
36304,chr14,67695733,RDH11,ENSG00000072042.13,-,165.25
33312,chr12,56334000,PAN2,ENSG00000135473.16,-,165.375
44006,chr18,12991361,CEP192,ENSG00000101639.19,+,165.375
35689,chr14,99481408,CCNK,ENSG00000090061.17,+,165.375
9607,chr3,101574179,PCNP,ENSG00000081154.12,+,165.375
46116,chr19,44748707,BCL3,ENSG00000069399.15,+,165.375
39561,chr16,84700003,USP10,ENSG00000103194.16,+,165.375
30843,chr11,113773692,ZW10,ENSG00000086827.9,-,165.375
18826,chr6,118651591,CEP85L,ENSG00000111860.14,-,165.375
20647,chr7,24980178,OSBPL3,ENSG00000070882.13,-,165.5
40743,chr17,4796163,PSMB6,ENSG00000142507.10,+,165.625
26904,chr10,43409166,HNRNPF,ENSG00000169813.17,-,165.625
14391,chr5,68215740,PIK3R1,ENSG00000145675.16,+,165.625
10620,chr3,36993131,EPM2AIP1,ENSG00000178567.8,-,165.625
46809,chr19,1592801,MBD3,ENSG00000071655.18,-,165.625
30560,chr11,78139648,ALG8,ENSG00000159063.14,-,165.75
27825,chr11,7987336,EIF3F,ENSG00000175390.15,+,165.75
1984,chr1,161153977,UFC1,ENSG00000143222.12,+,165.75
49792,chr20,63627101,GMEB2,ENSG00000101216.11,-,165.75
6941,chr2,237967074,UBE2F-SCLY,ENSG00000258984.5,+,165.75
42212,chr17,714854,VPS53,ENSG00000141252.21,-,165.75
16374,chr5,160419081,SLU7,ENSG00000164609.10,-,165.75
39101,chr16,50065969,HEATR3,ENSG00000155393.14,+,165.75
28504,chr11,64305496,ESRRA,ENSG00000173153.17,+,165.75
8718,chr3,3127007,TRNT1,ENSG00000072756.18,+,165.75
10603,chr3,33097146,TMPPE,ENSG00000188167.9,-,165.875
10601,chr3,33097146,GLB1,ENSG00000170266.16,-,165.875
45434,chr19,18153162,PIK3R2,ENSG00000105647.19,+,165.875
21565,chr7,149497743,ZNF746,ENSG00000181220.18,-,165.875
49877,chr21,33266366,IL10RB,ENSG00000243646.11,+,165.875
10809,chr3,49029398,IMPDH2,ENSG00000178035.13,-,165.875
18042,chr6,26199293,H2AC7,ENSG00000196866.3,-,165.875
18039,chr6,26199293,ENSG00000282988,ENSG00000282988.2,-,165.875
15166,chr5,154941094,MRPL22,ENSG00000082515.18,+,165.875
38095,chr15,75640224,IMP3,ENSG00000177971.9,-,165.875
39153,chr16,56451553,OGFOD1,ENSG00000087263.17,+,165.875
28819,chr11,73876994,PAAF1,ENSG00000175575.13,+,166.0
17756,chr6,151452465,ARMT1,ENSG00000146476.11,+,166.0
36012,chr14,24242635,TINF2,ENSG00000092330.19,-,166.0
28270,chr11,59142855,FAM111A,ENSG00000166801.17,+,166.0
