,0,context,seq_id,cell_line
wt,145.03242,neutral,FKBP1C_chr6_63211445_+,GM12878
greedy_it1,152.91287,neutral,FKBP1C_chr6_63211445_+,GM12878
greedy_it2,150.32977,neutral,FKBP1C_chr6_63211445_+,GM12878
two_cres_shuffled,158.19313,neutral,FKBP1C_chr6_63211445_+,GM12878
wt,148.90915,neutral,ALG10B_chr12_38316773_+,GM12878
greedy_it1,198.05115,neutral,ALG10B_chr12_38316773_+,GM12878
greedy_it2,155.58382,neutral,ALG10B_chr12_38316773_+,GM12878
two_cres_shuffled,205.96681,neutral,ALG10B_chr12_38316773_+,GM12878
wt,152.10254,neutral,HNF1B_chr17_37745059_-,GM12878
greedy_it1,173.16913,neutral,HNF1B_chr17_37745059_-,GM12878
greedy_it2,165.06898,neutral,HNF1B_chr17_37745059_-,GM12878
two_cres_shuffled,186.3458,neutral,HNF1B_chr17_37745059_-,GM12878
wt,154.0098,neutral,RNF146_chr6_127266863_+,GM12878
greedy_it1,231.83762,neutral,RNF146_chr6_127266863_+,GM12878
greedy_it2,165.28925,neutral,RNF146_chr6_127266863_+,GM12878
two_cres_shuffled,258.08514,neutral,RNF146_chr6_127266863_+,GM12878
wt,154.70468,neutral,ZNF830_chr17_34961539_+,GM12878
greedy_it1,178.86473,neutral,ZNF830_chr17_34961539_+,GM12878
greedy_it2,161.3418,neutral,ZNF830_chr17_34961539_+,GM12878
two_cres_shuffled,184.96674,neutral,ZNF830_chr17_34961539_+,GM12878
wt,154.6675,neutral,SETD6_chr16_58515481_+,GM12878
greedy_it1,164.8719,neutral,SETD6_chr16_58515481_+,GM12878
greedy_it2,161.80229,neutral,SETD6_chr16_58515481_+,GM12878
two_cres_shuffled,173.53851,neutral,SETD6_chr16_58515481_+,GM12878
wt,156.88522,neutral,EXOC8_chr1_231337852_-,GM12878
greedy_it1,165.39555,neutral,EXOC8_chr1_231337852_-,GM12878
greedy_it2,163.26945,neutral,EXOC8_chr1_231337852_-,GM12878
two_cres_shuffled,173.54974,neutral,EXOC8_chr1_231337852_-,GM12878
wt,160.07346,neutral,ATG16L2_chr11_72814405_+,GM12878
greedy_it1,177.23718,neutral,ATG16L2_chr11_72814405_+,GM12878
greedy_it2,170.60637,neutral,ATG16L2_chr11_72814405_+,GM12878
two_cres_shuffled,188.21996,neutral,ATG16L2_chr11_72814405_+,GM12878
wt,160.80219,neutral,ZNF160_chr19_53103403_-,GM12878
greedy_it1,219.68718,neutral,ZNF160_chr19_53103403_-,GM12878
greedy_it2,165.59248,neutral,ZNF160_chr19_53103403_-,GM12878
two_cres_shuffled,264.63367,neutral,ZNF160_chr19_53103403_-,GM12878
wt,165.97702,neutral,MIS12_chr17_5486565_+,GM12878
greedy_it1,203.35751,neutral,MIS12_chr17_5486565_+,GM12878
greedy_it2,177.60677,neutral,MIS12_chr17_5486565_+,GM12878
two_cres_shuffled,212.2143,neutral,MIS12_chr17_5486565_+,GM12878
wt,168.927,neutral,HNRNPA3_chr2_177212748_+,GM12878
greedy_it1,186.85071,neutral,HNRNPA3_chr2_177212748_+,GM12878
greedy_it2,185.06406,neutral,HNRNPA3_chr2_177212748_+,GM12878
two_cres_shuffled,201.3688,neutral,HNRNPA3_chr2_177212748_+,GM12878
wt,172.84055,neutral,TSSC4_chr11_2400749_+,GM12878
greedy_it1,189.09975,neutral,TSSC4_chr11_2400749_+,GM12878
greedy_it2,178.32771,neutral,TSSC4_chr11_2400749_+,GM12878
two_cres_shuffled,201.89636,neutral,TSSC4_chr11_2400749_+,GM12878
wt,175.4592,neutral,ALCAM_chr3_105366908_+,GM12878
greedy_it1,194.97134,neutral,ALCAM_chr3_105366908_+,GM12878
greedy_it2,184.02171,neutral,ALCAM_chr3_105366908_+,GM12878
two_cres_shuffled,204.93433,neutral,ALCAM_chr3_105366908_+,GM12878
wt,176.49536,neutral,TRIP13_chr5_892883_+,GM12878
greedy_it1,200.52957,neutral,TRIP13_chr5_892883_+,GM12878
greedy_it2,183.27278,neutral,TRIP13_chr5_892883_+,GM12878
two_cres_shuffled,213.65298,neutral,TRIP13_chr5_892883_+,GM12878
wt,176.61584,neutral,ZNF131_chr5_43121507_+,GM12878
greedy_it1,196.76947,neutral,ZNF131_chr5_43121507_+,GM12878
greedy_it2,190.76785,neutral,ZNF131_chr5_43121507_+,GM12878
two_cres_shuffled,224.41193,neutral,ZNF131_chr5_43121507_+,GM12878
wt,176.90576,neutral,C18orf21_chr18_35972678_+,GM12878
greedy_it1,228.26021,neutral,C18orf21_chr18_35972678_+,GM12878
greedy_it2,184.78215,neutral,C18orf21_chr18_35972678_+,GM12878
two_cres_shuffled,239.51114,neutral,C18orf21_chr18_35972678_+,GM12878
wt,177.59955,neutral,S100A10_chr1_151993859_-,GM12878
greedy_it1,212.23238,neutral,S100A10_chr1_151993859_-,GM12878
greedy_it2,192.15996,neutral,S100A10_chr1_151993859_-,GM12878
two_cres_shuffled,223.7647,neutral,S100A10_chr1_151993859_-,GM12878
wt,178.0211,neutral,ZFX_chrX_24149644_+,GM12878
greedy_it1,190.70844,neutral,ZFX_chrX_24149644_+,GM12878
greedy_it2,190.10735,neutral,ZFX_chrX_24149644_+,GM12878
two_cres_shuffled,204.96672,neutral,ZFX_chrX_24149644_+,GM12878
wt,179.82152,neutral,NRBF2_chr10_63133327_+,GM12878
greedy_it1,235.57498,neutral,NRBF2_chr10_63133327_+,GM12878
greedy_it2,185.59358,neutral,NRBF2_chr10_63133327_+,GM12878
two_cres_shuffled,246.3219,neutral,NRBF2_chr10_63133327_+,GM12878
wt,179.88988,neutral,TTC21B_chr2_165953776_-,GM12878
greedy_it1,195.26437,neutral,TTC21B_chr2_165953776_-,GM12878
greedy_it2,191.71938,neutral,TTC21B_chr2_165953776_-,GM12878
two_cres_shuffled,210.3276,neutral,TTC21B_chr2_165953776_-,GM12878
wt,180.52785,neutral,LRRC8B_chr1_89524853_+,GM12878
greedy_it1,232.91032,neutral,LRRC8B_chr1_89524853_+,GM12878
greedy_it2,185.78731,neutral,LRRC8B_chr1_89524853_+,GM12878
two_cres_shuffled,240.60931,neutral,LRRC8B_chr1_89524853_+,GM12878
wt,182.91898,neutral,ZNF560_chr19_9498616_-,GM12878
greedy_it1,215.55777,neutral,ZNF560_chr19_9498616_-,GM12878
greedy_it2,195.23773,neutral,ZNF560_chr19_9498616_-,GM12878
two_cres_shuffled,243.1749,neutral,ZNF560_chr19_9498616_-,GM12878
wt,183.5626,neutral,GSK3B_chr3_120094447_-,GM12878
greedy_it1,192.03384,neutral,GSK3B_chr3_120094447_-,GM12878
greedy_it2,191.18692,neutral,GSK3B_chr3_120094447_-,GM12878
two_cres_shuffled,199.08713,neutral,GSK3B_chr3_120094447_-,GM12878
wt,184.12935,neutral,N4BP2L1_chr13_32428178_-,GM12878
greedy_it1,191.78297,neutral,N4BP2L1_chr13_32428178_-,GM12878
greedy_it2,191.59674,neutral,N4BP2L1_chr13_32428178_-,GM12878
two_cres_shuffled,199.94249,neutral,N4BP2L1_chr13_32428178_-,GM12878
wt,185.29462,neutral,EIF1B_chr3_40309706_+,GM12878
greedy_it1,195.66118,neutral,EIF1B_chr3_40309706_+,GM12878
greedy_it2,191.87944,neutral,EIF1B_chr3_40309706_+,GM12878
two_cres_shuffled,202.2515,neutral,EIF1B_chr3_40309706_+,GM12878
wt,186.79187,neutral,R3HCC1L_chr10_98134656_+,GM12878
greedy_it1,237.27971,neutral,R3HCC1L_chr10_98134656_+,GM12878
greedy_it2,194.14847,neutral,R3HCC1L_chr10_98134656_+,GM12878
two_cres_shuffled,247.40613,neutral,R3HCC1L_chr10_98134656_+,GM12878
wt,187.74648,neutral,CBLB_chr3_105869043_-,GM12878
greedy_it1,196.57184,neutral,CBLB_chr3_105869043_-,GM12878
greedy_it2,195.61836,neutral,CBLB_chr3_105869043_-,GM12878
two_cres_shuffled,204.37096,neutral,CBLB_chr3_105869043_-,GM12878
wt,190.2103,neutral,PARP12_chr7_140062951_-,GM12878
greedy_it1,198.11333,neutral,PARP12_chr7_140062951_-,GM12878
greedy_it2,196.22307,neutral,PARP12_chr7_140062951_-,GM12878
two_cres_shuffled,203.23947,neutral,PARP12_chr7_140062951_-,GM12878
wt,192.6988,neutral,USP38_chr4_143184916_+,GM12878
greedy_it1,243.66562,neutral,USP38_chr4_143184916_+,GM12878
greedy_it2,196.95917,neutral,USP38_chr4_143184916_+,GM12878
two_cres_shuffled,249.56775,neutral,USP38_chr4_143184916_+,GM12878
wt,194.44305,neutral,ZFY_chrY_2935380_+,GM12878
greedy_it1,238.76163,neutral,ZFY_chrY_2935380_+,GM12878
greedy_it2,211.9522,neutral,ZFY_chrY_2935380_+,GM12878
two_cres_shuffled,308.21466,neutral,ZFY_chrY_2935380_+,GM12878
wt,194.5011,neutral,PNPLA8_chr7_108526135_-,GM12878
greedy_it1,214.82706,neutral,PNPLA8_chr7_108526135_-,GM12878
greedy_it2,206.71037,neutral,PNPLA8_chr7_108526135_-,GM12878
two_cres_shuffled,228.7943,neutral,PNPLA8_chr7_108526135_-,GM12878
wt,194.87616,neutral,GMPPB_chr3_49723973_-,GM12878
greedy_it1,209.8206,neutral,GMPPB_chr3_49723973_-,GM12878
greedy_it2,203.11826,neutral,GMPPB_chr3_49723973_-,GM12878
two_cres_shuffled,218.28867,neutral,GMPPB_chr3_49723973_-,GM12878
wt,200.89737,neutral,PIK3CG_chr7_106865281_+,GM12878
greedy_it1,207.69063,neutral,PIK3CG_chr7_106865281_+,GM12878
greedy_it2,207.35893,neutral,PIK3CG_chr7_106865281_+,GM12878
two_cres_shuffled,214.07101,neutral,PIK3CG_chr7_106865281_+,GM12878
wt,202.43477,neutral,ENSG00000111780_chr12_120438197_+,GM12878
greedy_it1,212.99988,neutral,ENSG00000111780_chr12_120438197_+,GM12878
greedy_it2,204.79016,neutral,ENSG00000111780_chr12_120438197_+,GM12878
two_cres_shuffled,215.26389,neutral,ENSG00000111780_chr12_120438197_+,GM12878
wt,205.13968,neutral,RIGI_chr9_32526196_-,GM12878
greedy_it1,232.61336,neutral,RIGI_chr9_32526196_-,GM12878
greedy_it2,218.78357,neutral,RIGI_chr9_32526196_-,GM12878
two_cres_shuffled,245.22429,neutral,RIGI_chr9_32526196_-,GM12878
wt,206.88579,neutral,MIEF1_chr22_39502289_+,GM12878
greedy_it1,228.68416,neutral,MIEF1_chr22_39502289_+,GM12878
greedy_it2,220.77168,neutral,MIEF1_chr22_39502289_+,GM12878
two_cres_shuffled,247.20244,neutral,MIEF1_chr22_39502289_+,GM12878
wt,208.75793,neutral,PIGC_chr1_172444069_-,GM12878
greedy_it1,220.97322,neutral,PIGC_chr1_172444069_-,GM12878
greedy_it2,213.94113,neutral,PIGC_chr1_172444069_-,GM12878
two_cres_shuffled,233.95303,neutral,PIGC_chr1_172444069_-,GM12878
wt,208.98767,neutral,IRAK1_chrX_154019902_-,GM12878
greedy_it1,223.48726,neutral,IRAK1_chrX_154019902_-,GM12878
greedy_it2,220.00607,neutral,IRAK1_chrX_154019902_-,GM12878
two_cres_shuffled,236.78938,neutral,IRAK1_chrX_154019902_-,GM12878
wt,223.25867,neutral,PLK4_chr4_127880926_+,GM12878
greedy_it1,261.3482,neutral,PLK4_chr4_127880926_+,GM12878
greedy_it2,233.02682,neutral,PLK4_chr4_127880926_+,GM12878
two_cres_shuffled,269.76483,neutral,PLK4_chr4_127880926_+,GM12878
wt,223.32388,neutral,FBXL12_chr19_9827816_-,GM12878
greedy_it1,232.4082,neutral,FBXL12_chr19_9827816_-,GM12878
greedy_it2,225.82434,neutral,FBXL12_chr19_9827816_-,GM12878
two_cres_shuffled,237.20477,neutral,FBXL12_chr19_9827816_-,GM12878
wt,225.21928,neutral,SLC30A7_chr1_100896089_+,GM12878
greedy_it1,238.52556,neutral,SLC30A7_chr1_100896089_+,GM12878
greedy_it2,236.29536,neutral,SLC30A7_chr1_100896089_+,GM12878
two_cres_shuffled,250.66624,neutral,SLC30A7_chr1_100896089_+,GM12878
wt,229.93387,neutral,ZWILCH_chr15_66504958_+,GM12878
greedy_it1,246.86015,neutral,ZWILCH_chr15_66504958_+,GM12878
greedy_it2,235.29538,neutral,ZWILCH_chr15_66504958_+,GM12878
two_cres_shuffled,250.90298,neutral,ZWILCH_chr15_66504958_+,GM12878
wt,233.01125,neutral,GNG5_chr1_84506273_-,GM12878
greedy_it1,240.27933,neutral,GNG5_chr1_84506273_-,GM12878
greedy_it2,235.10019,neutral,GNG5_chr1_84506273_-,GM12878
two_cres_shuffled,243.41956,neutral,GNG5_chr1_84506273_-,GM12878
wt,243.25336,neutral,INTS6_chr13_51453036_-,GM12878
greedy_it1,265.3808,neutral,INTS6_chr13_51453036_-,GM12878
greedy_it2,252.87566,neutral,INTS6_chr13_51453036_-,GM12878
two_cres_shuffled,275.10318,neutral,INTS6_chr13_51453036_-,GM12878
wt,245.3236,neutral,ASDURF_chr2_189661520_+,GM12878
greedy_it1,266.48627,neutral,ASDURF_chr2_189661520_+,GM12878
greedy_it2,254.78838,neutral,ASDURF_chr2_189661520_+,GM12878
two_cres_shuffled,274.10873,neutral,ASDURF_chr2_189661520_+,GM12878
wt,247.1182,neutral,SQSTM1_chr5_179820904_+,GM12878
greedy_it1,286.43707,neutral,SQSTM1_chr5_179820904_+,GM12878
greedy_it2,257.6163,neutral,SQSTM1_chr5_179820904_+,GM12878
two_cres_shuffled,303.1634,neutral,SQSTM1_chr5_179820904_+,GM12878
wt,248.47887,neutral,SMS_chrX_21940708_+,GM12878
greedy_it1,345.77948,neutral,SMS_chrX_21940708_+,GM12878
greedy_it2,258.58444,neutral,SMS_chrX_21940708_+,GM12878
two_cres_shuffled,357.4944,neutral,SMS_chrX_21940708_+,GM12878
wt,249.04132,neutral,BTBD10_chr11_13463222_-,GM12878
greedy_it1,269.61414,neutral,BTBD10_chr11_13463222_-,GM12878
greedy_it2,260.41986,neutral,BTBD10_chr11_13463222_-,GM12878
two_cres_shuffled,288.44183,neutral,BTBD10_chr11_13463222_-,GM12878
wt,249.1262,neutral,MBD5_chr2_148021090_+,GM12878
greedy_it1,258.7294,neutral,MBD5_chr2_148021090_+,GM12878
greedy_it2,258.06976,neutral,MBD5_chr2_148021090_+,GM12878
two_cres_shuffled,270.99597,neutral,MBD5_chr2_148021090_+,GM12878
wt,251.17056,neutral,ADAM8_chr10_133276850_-,GM12878
greedy_it1,262.18573,neutral,ADAM8_chr10_133276850_-,GM12878
greedy_it2,256.61255,neutral,ADAM8_chr10_133276850_-,GM12878
two_cres_shuffled,272.38983,neutral,ADAM8_chr10_133276850_-,GM12878
wt,252.47153,neutral,UXT_chrX_47659180_-,GM12878
greedy_it1,257.95398,neutral,UXT_chrX_47659180_-,GM12878
greedy_it2,257.40112,neutral,UXT_chrX_47659180_-,GM12878
two_cres_shuffled,262.3317,neutral,UXT_chrX_47659180_-,GM12878
wt,254.17303,neutral,CEP170_chr1_243255281_-,GM12878
greedy_it1,263.9188,neutral,CEP170_chr1_243255281_-,GM12878
greedy_it2,256.3778,neutral,CEP170_chr1_243255281_-,GM12878
two_cres_shuffled,274.73065,neutral,CEP170_chr1_243255281_-,GM12878
wt,254.9234,neutral,TUBB_chr6_30720351_+,GM12878
greedy_it1,269.10355,neutral,TUBB_chr6_30720351_+,GM12878
greedy_it2,263.40372,neutral,TUBB_chr6_30720351_+,GM12878
two_cres_shuffled,273.62476,neutral,TUBB_chr6_30720351_+,GM12878
wt,258.82715,neutral,HSPA9_chr5_138575431_-,GM12878
greedy_it1,264.48306,neutral,HSPA9_chr5_138575431_-,GM12878
greedy_it2,264.06985,neutral,HSPA9_chr5_138575431_-,GM12878
two_cres_shuffled,271.3593,neutral,HSPA9_chr5_138575431_-,GM12878
wt,261.41544,neutral,TLE4_chr9_79571964_+,GM12878
greedy_it1,273.44287,neutral,TLE4_chr9_79571964_+,GM12878
greedy_it2,268.55188,neutral,TLE4_chr9_79571964_+,GM12878
two_cres_shuffled,286.91898,neutral,TLE4_chr9_79571964_+,GM12878
wt,262.3743,neutral,POP5_chr12_120581379_-,GM12878
greedy_it1,313.8416,neutral,POP5_chr12_120581379_-,GM12878
greedy_it2,264.4632,neutral,POP5_chr12_120581379_-,GM12878
two_cres_shuffled,320.84302,neutral,POP5_chr12_120581379_-,GM12878
wt,263.08545,neutral,CLHC1_chr2_55232563_-,GM12878
greedy_it1,274.98334,neutral,CLHC1_chr2_55232563_-,GM12878
greedy_it2,270.89154,neutral,CLHC1_chr2_55232563_-,GM12878
two_cres_shuffled,279.60208,neutral,CLHC1_chr2_55232563_-,GM12878
wt,265.38245,neutral,SGO1_chr3_20186206_-,GM12878
greedy_it1,299.6154,neutral,SGO1_chr3_20186206_-,GM12878
greedy_it2,273.13492,neutral,SGO1_chr3_20186206_-,GM12878
two_cres_shuffled,305.26562,neutral,SGO1_chr3_20186206_-,GM12878
wt,266.4224,neutral,STOML1_chr15_73994622_-,GM12878
greedy_it1,275.57318,neutral,STOML1_chr15_73994622_-,GM12878
greedy_it2,272.39908,neutral,STOML1_chr15_73994622_-,GM12878
two_cres_shuffled,280.45908,neutral,STOML1_chr15_73994622_-,GM12878
wt,267.4096,neutral,GLS_chr2_190880820_+,GM12878
greedy_it1,296.0923,neutral,GLS_chr2_190880820_+,GM12878
greedy_it2,279.02548,neutral,GLS_chr2_190880820_+,GM12878
two_cres_shuffled,309.01816,neutral,GLS_chr2_190880820_+,GM12878
wt,272.14777,neutral,TTK_chr6_80004648_+,GM12878
greedy_it1,296.27362,neutral,TTK_chr6_80004648_+,GM12878
greedy_it2,280.53305,neutral,TTK_chr6_80004648_+,GM12878
two_cres_shuffled,301.7859,neutral,TTK_chr6_80004648_+,GM12878
wt,272.2229,neutral,C4orf46_chr4_158671887_-,GM12878
greedy_it1,286.69095,neutral,C4orf46_chr4_158671887_-,GM12878
greedy_it2,281.15732,neutral,C4orf46_chr4_158671887_-,GM12878
two_cres_shuffled,291.52075,neutral,C4orf46_chr4_158671887_-,GM12878
wt,275.87213,neutral,INPP5D_chr2_233060341_+,GM12878
greedy_it1,307.09192,neutral,INPP5D_chr2_233060341_+,GM12878
greedy_it2,279.28046,neutral,INPP5D_chr2_233060341_+,GM12878
two_cres_shuffled,311.13556,neutral,INPP5D_chr2_233060341_+,GM12878
wt,276.1333,neutral,POGK_chr1_166839474_+,GM12878
greedy_it1,366.98077,neutral,POGK_chr1_166839474_+,GM12878
greedy_it2,299.36908,neutral,POGK_chr1_166839474_+,GM12878
two_cres_shuffled,383.01587,neutral,POGK_chr1_166839474_+,GM12878
wt,276.49408,neutral,PACC1_chr1_212414886_-,GM12878
greedy_it1,302.10675,neutral,PACC1_chr1_212414886_-,GM12878
greedy_it2,290.73544,neutral,PACC1_chr1_212414886_-,GM12878
two_cres_shuffled,332.01465,neutral,PACC1_chr1_212414886_-,GM12878
wt,280.00854,neutral,C3orf38_chr3_88149958_+,GM12878
greedy_it1,313.9356,neutral,C3orf38_chr3_88149958_+,GM12878
greedy_it2,295.8725,neutral,C3orf38_chr3_88149958_+,GM12878
two_cres_shuffled,359.74887,neutral,C3orf38_chr3_88149958_+,GM12878
wt,280.58682,neutral,YTHDC1_chr4_68350090_-,GM12878
greedy_it1,289.0148,neutral,YTHDC1_chr4_68350090_-,GM12878
greedy_it2,285.5114,neutral,YTHDC1_chr4_68350090_-,GM12878
two_cres_shuffled,295.23743,neutral,YTHDC1_chr4_68350090_-,GM12878
wt,281.79706,neutral,TRIM38_chr6_25962801_+,GM12878
greedy_it1,339.98602,neutral,TRIM38_chr6_25962801_+,GM12878
greedy_it2,294.05878,neutral,TRIM38_chr6_25962801_+,GM12878
two_cres_shuffled,358.16708,neutral,TRIM38_chr6_25962801_+,GM12878
wt,281.93585,neutral,YTHDF3_chr8_63168620_+,GM12878
greedy_it1,369.3401,neutral,YTHDF3_chr8_63168620_+,GM12878
greedy_it2,288.9095,neutral,YTHDF3_chr8_63168620_+,GM12878
two_cres_shuffled,385.55545,neutral,YTHDF3_chr8_63168620_+,GM12878
wt,282.9026,neutral,SLC2A6_chr9_133479099_-,GM12878
greedy_it1,298.66974,neutral,SLC2A6_chr9_133479099_-,GM12878
greedy_it2,290.64133,neutral,SLC2A6_chr9_133479099_-,GM12878
two_cres_shuffled,310.40375,neutral,SLC2A6_chr9_133479099_-,GM12878
wt,283.2506,neutral,PDLIM5_chr4_94451934_+,GM12878
greedy_it1,314.64542,neutral,PDLIM5_chr4_94451934_+,GM12878
greedy_it2,298.52438,neutral,PDLIM5_chr4_94451934_+,GM12878
two_cres_shuffled,331.97928,neutral,PDLIM5_chr4_94451934_+,GM12878
wt,286.42645,neutral,DNAJB9_chr7_108569873_+,GM12878
greedy_it1,309.321,neutral,DNAJB9_chr7_108569873_+,GM12878
greedy_it2,302.32,neutral,DNAJB9_chr7_108569873_+,GM12878
two_cres_shuffled,322.06104,neutral,DNAJB9_chr7_108569873_+,GM12878
wt,293.46997,neutral,TNKS2_chr10_91798425_+,GM12878
greedy_it1,310.12665,neutral,TNKS2_chr10_91798425_+,GM12878
greedy_it2,306.82306,neutral,TNKS2_chr10_91798425_+,GM12878
two_cres_shuffled,327.57556,neutral,TNKS2_chr10_91798425_+,GM12878
wt,305.32706,neutral,CKAP2L_chr2_112764609_-,GM12878
greedy_it1,357.56226,neutral,CKAP2L_chr2_112764609_-,GM12878
greedy_it2,309.47083,neutral,CKAP2L_chr2_112764609_-,GM12878
two_cres_shuffled,364.17676,neutral,CKAP2L_chr2_112764609_-,GM12878
wt,306.88165,neutral,NOP2_chr12_6568278_-,GM12878
greedy_it1,320.79526,neutral,NOP2_chr12_6568278_-,GM12878
greedy_it2,312.94238,neutral,NOP2_chr12_6568278_-,GM12878
two_cres_shuffled,328.0727,neutral,NOP2_chr12_6568278_-,GM12878
wt,307.49295,neutral,CHMP2B_chr3_87227311_+,GM12878
greedy_it1,327.40424,neutral,CHMP2B_chr3_87227311_+,GM12878
greedy_it2,317.9689,neutral,CHMP2B_chr3_87227311_+,GM12878
two_cres_shuffled,340.8415,neutral,CHMP2B_chr3_87227311_+,GM12878
wt,308.01276,neutral,CASC3_chr17_40140536_+,GM12878
greedy_it1,327.7189,neutral,CASC3_chr17_40140536_+,GM12878
greedy_it2,309.7032,neutral,CASC3_chr17_40140536_+,GM12878
two_cres_shuffled,331.32556,neutral,CASC3_chr17_40140536_+,GM12878
wt,314.7284,neutral,KIF20B_chr10_89701589_+,GM12878
greedy_it1,356.5506,neutral,KIF20B_chr10_89701589_+,GM12878
greedy_it2,324.2123,neutral,KIF20B_chr10_89701589_+,GM12878
two_cres_shuffled,373.6311,neutral,KIF20B_chr10_89701589_+,GM12878
wt,317.2512,neutral,HUS1_chr7_47979553_-,GM12878
greedy_it1,327.36243,neutral,HUS1_chr7_47979553_-,GM12878
greedy_it2,323.0709,neutral,HUS1_chr7_47979553_-,GM12878
two_cres_shuffled,340.12314,neutral,HUS1_chr7_47979553_-,GM12878
wt,319.42017,neutral,ZNF92_chr7_65373854_+,GM12878
greedy_it1,484.31885,neutral,ZNF92_chr7_65373854_+,GM12878
greedy_it2,331.78912,neutral,ZNF92_chr7_65373854_+,GM12878
two_cres_shuffled,497.15967,neutral,ZNF92_chr7_65373854_+,GM12878
wt,320.33713,neutral,MRPL17_chr11_6683340_-,GM12878
greedy_it1,346.28848,neutral,MRPL17_chr11_6683340_-,GM12878
greedy_it2,327.32993,neutral,MRPL17_chr11_6683340_-,GM12878
two_cres_shuffled,354.0017,neutral,MRPL17_chr11_6683340_-,GM12878
wt,321.63544,neutral,PAPSS1_chr4_107720234_-,GM12878
greedy_it1,334.76855,neutral,PAPSS1_chr4_107720234_-,GM12878
greedy_it2,332.43048,neutral,PAPSS1_chr4_107720234_-,GM12878
two_cres_shuffled,348.18466,neutral,PAPSS1_chr4_107720234_-,GM12878
wt,323.67218,neutral,HSPA5_chr9_125241343_-,GM12878
greedy_it1,337.9501,neutral,HSPA5_chr9_125241343_-,GM12878
greedy_it2,325.64938,neutral,HSPA5_chr9_125241343_-,GM12878
two_cres_shuffled,343.8875,neutral,HSPA5_chr9_125241343_-,GM12878
wt,325.80948,neutral,SURF6_chr9_133336188_-,GM12878
greedy_it1,342.1446,neutral,SURF6_chr9_133336188_-,GM12878
greedy_it2,335.73306,neutral,SURF6_chr9_133336188_-,GM12878
two_cres_shuffled,350.8603,neutral,SURF6_chr9_133336188_-,GM12878
wt,330.5922,neutral,RPS4X_chrX_72277248_-,GM12878
greedy_it1,334.57684,neutral,RPS4X_chrX_72277248_-,GM12878
greedy_it2,333.49133,neutral,RPS4X_chrX_72277248_-,GM12878
two_cres_shuffled,338.85117,neutral,RPS4X_chrX_72277248_-,GM12878
wt,339.27228,neutral,ATXN7L3B_chr12_74537834_+,GM12878
greedy_it1,348.27057,neutral,ATXN7L3B_chr12_74537834_+,GM12878
greedy_it2,344.42303,neutral,ATXN7L3B_chr12_74537834_+,GM12878
two_cres_shuffled,355.7069,neutral,ATXN7L3B_chr12_74537834_+,GM12878
wt,341.1439,neutral,RPL4_chr15_66504855_-,GM12878
greedy_it1,343.51,neutral,RPL4_chr15_66504855_-,GM12878
greedy_it2,342.878,neutral,RPL4_chr15_66504855_-,GM12878
two_cres_shuffled,345.72693,neutral,RPL4_chr15_66504855_-,GM12878
wt,341.717,neutral,MAD2L1_chr4_120066848_-,GM12878
greedy_it1,363.454,neutral,MAD2L1_chr4_120066848_-,GM12878
greedy_it2,351.0288,neutral,MAD2L1_chr4_120066848_-,GM12878
two_cres_shuffled,369.04694,neutral,MAD2L1_chr4_120066848_-,GM12878
wt,347.43915,neutral,NEPRO_chr3_113019671_-,GM12878
greedy_it1,428.67783,neutral,NEPRO_chr3_113019671_-,GM12878
greedy_it2,374.86716,neutral,NEPRO_chr3_113019671_-,GM12878
two_cres_shuffled,442.9083,neutral,NEPRO_chr3_113019671_-,GM12878
wt,347.898,neutral,FTH1_chr11_61967631_-,GM12878
greedy_it1,381.5859,neutral,FTH1_chr11_61967631_-,GM12878
greedy_it2,361.87485,neutral,FTH1_chr11_61967631_-,GM12878
two_cres_shuffled,399.28857,neutral,FTH1_chr11_61967631_-,GM12878
wt,354.4696,neutral,ANXA5_chr4_121696966_-,GM12878
greedy_it1,382.79373,neutral,ANXA5_chr4_121696966_-,GM12878
greedy_it2,373.6778,neutral,ANXA5_chr4_121696966_-,GM12878
two_cres_shuffled,426.34903,neutral,ANXA5_chr4_121696966_-,GM12878
wt,362.523,neutral,MRFAP1_chr4_6640684_+,GM12878
greedy_it1,383.53973,neutral,MRFAP1_chr4_6640684_+,GM12878
greedy_it2,378.71533,neutral,MRFAP1_chr4_6640684_+,GM12878
two_cres_shuffled,395.363,neutral,MRFAP1_chr4_6640684_+,GM12878
wt,362.6204,neutral,TXNDC17_chr17_6641042_+,GM12878
greedy_it1,374.3641,neutral,TXNDC17_chr17_6641042_+,GM12878
greedy_it2,371.2892,neutral,TXNDC17_chr17_6641042_+,GM12878
two_cres_shuffled,385.49738,neutral,TXNDC17_chr17_6641042_+,GM12878
wt,363.28723,neutral,ZFR_chr5_32444740_-,GM12878
greedy_it1,376.58936,neutral,ZFR_chr5_32444740_-,GM12878
greedy_it2,372.01752,neutral,ZFR_chr5_32444740_-,GM12878
two_cres_shuffled,387.81262,neutral,ZFR_chr5_32444740_-,GM12878
wt,371.5044,neutral,DDX5_chr17_64506289_-,GM12878
greedy_it1,379.5264,neutral,DDX5_chr17_64506289_-,GM12878
greedy_it2,377.04282,neutral,DDX5_chr17_64506289_-,GM12878
two_cres_shuffled,386.28152,neutral,DDX5_chr17_64506289_-,GM12878
wt,372.979,neutral,PDCD2_chr6_170584615_-,GM12878
greedy_it1,388.41254,neutral,PDCD2_chr6_170584615_-,GM12878
