,Chromosome,Start,gene_name,gene_id,Strand,PC-3
8096,chr2,171160833,TLK1,ENSG00000198586.14,-,81.88555908203125
24824,chr9,34458570,FAM219A,ENSG00000164970.15,-,81.92122650146484
30811,chr11,111871533,ALG9,ENSG00000086848.15,-,81.92507934570312
2123,chr1,169795039,C1orf112,ENSG00000000460.17,+,81.93672943115234
37384,chr15,85380602,AKAP13,ENSG00000170776.22,+,81.97291564941406
42937,chr17,39927601,ORMDL3,ENSG00000172057.10,-,81.97772216796875
2753,chr1,241848203,EXO1,ENSG00000174371.17,+,82.02294921875
3785,chr1,85465159,DDAH1,ENSG00000153904.21,-,82.03461456298828
24467,chr9,132670034,GTF3C4,ENSG00000125484.12,+,82.06126403808594
49056,chr20,56358973,FAM210B,ENSG00000124098.10,+,82.06532287597656
49492,chr20,35278129,MMP24OS,ENSG00000126005.17,-,82.06991577148438
28486,chr11,64234583,VEGFB,ENSG00000173511.10,+,82.07628631591797
45247,chr19,12737496,GET3,ENSG00000198356.12,+,82.0772705078125
49435,chr20,25390835,ABHD12,ENSG00000100997.20,-,82.09070587158203
4377,chr1,155978547,ARHGEF2,ENSG00000116584.22,-,82.09253692626953
50512,chr22,24270897,SPECC1L-ADORA2A,ENSG00000258555.6,+,82.11807250976562
49358,chr20,5611006,GPCPD1,ENSG00000125772.14,-,82.14173889160156
33008,chr12,43758773,PUS7L,ENSG00000129317.15,-,82.18925476074219
14186,chr5,31532300,C5orf22,ENSG00000082213.18,+,82.19317626953125
5661,chr2,72887407,SPR,ENSG00000116096.6,+,82.2171401977539
40408,chr16,68310946,SLC7A6OS,ENSG00000103061.13,-,82.22579193115234
23291,chr8,100559759,ANKRD46,ENSG00000186106.11,-,82.2276382446289
6410,chr2,189661384,ASNSD1,ENSG00000138381.10,+,82.2343521118164
48449,chr19,58554973,CHMP2A,ENSG00000130724.10,-,82.24464416503906
48273,chr19,54159721,LENG1,ENSG00000105617.4,-,82.27024841308594
36499,chr14,92748645,LGMN,ENSG00000100600.15,-,82.28392791748047
50289,chr21,42879539,WDR4,ENSG00000160193.12,-,82.29706573486328
18151,chr6,31730263,DDAH2,ENSG00000213722.10,-,82.31261444091797
20744,chr7,38909191,VPS41,ENSG00000006715.16,-,82.31787109375
4198,chr1,151165948,LYSMD1,ENSG00000163155.12,-,82.32780456542969
6681,chr2,218672085,STK36,ENSG00000163482.12,+,82.32941436767578
34287,chr13,99200853,UBAC2,ENSG00000134882.16,+,82.33274841308594
24895,chr9,35815042,HINT2,ENSG00000137133.11,-,82.33504486083984
32434,chr12,121400117,RNF34,ENSG00000170633.17,+,82.40340423583984
36064,chr14,31457506,DTD2,ENSG00000129480.14,-,82.4108657836914
50747,chr22,38468077,KDELR3,ENSG00000100196.11,+,82.43771362304688
909,chr1,45584062,NASP,ENSG00000132780.17,+,82.43794250488281
47251,chr19,14136553,ASF1B,ENSG00000105011.9,-,82.44141387939453
22315,chr8,93916946,PDP1,ENSG00000164951.16,+,82.4419174194336
17887,chr6,693139,EXOC2,ENSG00000112685.14,-,82.45732116699219
13595,chr4,87391149,HSD17B11,ENSG00000198189.11,-,82.4716796875
30062,chr11,57567672,UBE2L6,ENSG00000156587.16,-,82.4749755859375
36195,chr14,54488957,GMFB,ENSG00000197045.14,-,82.47669219970703
50996,chr22,19479172,UFD1,ENSG00000070010.19,-,82.48680114746094
45717,chr19,35629029,RBM42,ENSG00000126254.12,+,82.52365112304688
2381,chr1,203007373,TMEM183A,ENSG00000163444.12,+,82.55713653564453
17310,chr6,63211445,FKBP1C,ENSG00000198225.5,+,82.5611801147461
7248,chr2,36966536,STRN,ENSG00000115808.13,-,82.5672836303711
31617,chr12,50112203,COX14,ENSG00000178449.9,+,82.57330322265625
26485,chr10,112447257,VTI1A,ENSG00000151532.15,+,82.5743408203125
25986,chr10,69451464,TSPAN15,ENSG00000099282.10,+,82.57534790039062
3618,chr1,53220634,CZIB,ENSG00000162384.14,-,82.58447265625
33500,chr12,79935097,PPP1R12A,ENSG00000058272.19,-,82.61634826660156
45761,chr19,35995187,SDHAF1,ENSG00000205138.4,+,82.6240005493164
47954,chr19,47484219,KPTN,ENSG00000118162.14,-,82.62556457519531
16960,chr6,31827737,HSPA1B,ENSG00000204388.7,+,82.64083099365234
52577,chrX,152831062,NSDHL,ENSG00000147383.11,+,82.66903686523438
50228,chr21,34888690,RUNX1,ENSG00000159216.19,-,82.68350982666016
2226,chr1,179882695,TOR1AIP1,ENSG00000143337.19,+,82.70207214355469
14167,chr5,14664717,OTULIN,ENSG00000154124.6,+,82.71842193603516
17003,chr6,32844135,PSMB9,ENSG00000240065.8,+,82.73180389404297
16048,chr5,133026571,ZCCHC10,ENSG00000155329.12,-,82.73271179199219
43878,chr17,82450709,CYBC1,ENSG00000178927.19,-,82.76521301269531
8236,chr2,190319826,HIBCH,ENSG00000198130.16,-,82.77709197998047
53652,chrX,154019876,IRAK1,ENSG00000184216.15,-,82.81480407714844
18975,chr6,139374648,CITED2,ENSG00000164442.11,-,82.8296890258789
10397,chr3,197960256,LMLN,ENSG00000185621.11,+,82.83513641357422
19750,chr7,87152467,DMTF1,ENSG00000135164.19,+,82.83598327636719
34424,chr13,21061586,LATS2,ENSG00000150457.9,-,82.95665740966797
5158,chr2,3379693,TRAPPC12,ENSG00000171853.16,+,82.96180725097656
34430,chr13,21604170,MICU2,ENSG00000165487.14,-,82.96765899658203
24791,chr9,33001577,APTX,ENSG00000137074.20,-,82.99557495117188
19963,chr7,101127103,SERPINE1,ENSG00000106366.9,+,83.03736877441406
12347,chr4,55346332,ENSG00000288695,ENSG00000288695.1,+,83.04631042480469
20905,chr7,73308816,NSUN5,ENSG00000130305.17,-,83.07125091552734
24606,chr9,137605685,ARRDC1,ENSG00000197070.14,+,83.07674407958984
33399,chr12,57772119,METTL1,ENSG00000037897.17,-,83.07792663574219
9056,chr3,38165536,OXSR1,ENSG00000172939.9,+,83.14646911621094
7000,chr2,241637611,ATG4B,ENSG00000168397.17,+,83.16110229492188
19989,chr7,102464983,LRWD1,ENSG00000161036.13,+,83.17247772216797
10081,chr3,153162225,RAP2B,ENSG00000181467.5,+,83.21908569335938
43961,chr18,9334772,TWSG1,ENSG00000128791.12,+,83.2389907836914
3965,chr1,111449256,WDR77,ENSG00000116455.14,-,83.23916625976562
16400,chr5,172771195,DUSP1,ENSG00000120129.6,-,83.24224853515625
27601,chr11,394208,PKP3,ENSG00000184363.10,+,83.24681854248047
34533,chr13,36999340,ALG5,ENSG00000120697.10,-,83.31948852539062
33921,chr12,124989131,DHX37,ENSG00000150990.9,-,83.37242126464844
52393,chrX,132023304,STK26,ENSG00000134602.16,+,83.37373352050781
38058,chr15,74461102,UBL7,ENSG00000138629.16,-,83.3938980102539
22486,chr8,127736045,MYC,ENSG00000136997.22,+,83.40032958984375
39254,chr16,66552612,CKLF-CMTM1,ENSG00000254788.7,+,83.40772247314453
34983,chr14,24172079,REC8,ENSG00000100918.14,+,83.44864654541016
41713,chr17,58083418,DYNLL2,ENSG00000264364.3,+,83.46240234375
41198,chr17,34980511,LIG3,ENSG00000005156.12,+,83.5011978149414
23749,chr9,32384602,ACO1,ENSG00000122729.19,+,83.52903747558594
688,chr1,35557798,NCDN,ENSG00000020129.16,+,83.56838989257812
47407,chr19,19138466,TMEM161A,ENSG00000064545.15,-,83.62106323242188
29350,chr11,126269028,FOXRED1,ENSG00000110074.12,+,83.6211929321289
32492,chr12,123384131,KMT5A,ENSG00000183955.14,+,83.63030242919922
8229,chr2,189762792,OSGEPL1,ENSG00000128694.12,-,83.63833618164062
36465,chr14,90331941,NRDE2,ENSG00000119720.18,-,83.64400482177734
44354,chr18,79964642,HSBP1L1,ENSG00000226742.4,+,83.66108703613281
36548,chr14,95157446,DICER1,ENSG00000100697.17,-,83.70092010498047
12202,chr4,26320974,RBPJ,ENSG00000168214.22,+,83.70448303222656
8304,chr2,200963660,ORC2,ENSG00000115942.9,-,83.74972534179688
49037,chr20,49936396,RNF114,ENSG00000124226.11,+,83.75857543945312
13845,chr4,138242349,SLC7A11,ENSG00000151012.13,-,83.76747131347656
22582,chr8,144078641,ENSG00000290230,ENSG00000290230.1,+,83.78376770019531
27171,chr10,86521792,WAPL,ENSG00000062650.20,-,83.83229064941406
13671,chr4,101347477,PPP3CA,ENSG00000138814.17,-,83.89513397216797
37075,chr15,63189605,RAB8B,ENSG00000166128.13,+,83.91888427734375
5479,chr2,46941223,TTC7A,ENSG00000068724.18,+,84.00888061523438
902,chr1,45500340,MMACHC,ENSG00000132763.15,+,84.02628326416016
35996,chr14,24188787,IPO4,ENSG00000196497.17,-,84.02851867675781
36578,chr14,100376335,WARS1,ENSG00000140105.18,-,84.06110382080078
42523,chr17,8210575,AURKB,ENSG00000178999.13,-,84.0678939819336
47014,chr19,7926135,CTXN1,ENSG00000178531.6,-,84.0777587890625
30235,chr11,64284639,BAD,ENSG00000002330.14,-,84.08023834228516
7026,chr2,677406,TMEM18,ENSG00000151353.15,-,84.0834732055664
25448,chr9,132669983,DDX31,ENSG00000125485.18,-,84.09657287597656
24118,chr9,105694540,TMEM38B,ENSG00000095209.12,+,84.1657485961914
31320,chr12,12717367,CDKN1B,ENSG00000111276.12,+,84.18683624267578
13736,chr4,109729974,PLA2G12A,ENSG00000123739.11,-,84.19216918945312
21646,chr7,158704798,NCAPG2,ENSG00000146918.20,-,84.23564910888672
24249,chr9,125200544,RABEPK,ENSG00000136933.17,+,84.24613952636719
9073,chr3,39383369,SLC25A38,ENSG00000144659.13,+,84.25911712646484
8462,chr2,218672002,RNF25,ENSG00000163481.8,-,84.2747573852539
35200,chr14,55129251,LGALS3,ENSG00000131981.16,+,84.28721618652344
8688,chr2,241315672,HDLBP,ENSG00000115677.18,-,84.29744720458984
34294,chr13,100089014,PCCA,ENSG00000175198.17,+,84.3192367553711
539,chr1,27322280,TMEM222,ENSG00000186501.15,+,84.33866119384766
3282,chr1,29181900,SRSF4,ENSG00000116350.18,-,84.35908508300781
34449,chr13,25287488,MTMR6,ENSG00000139505.13,-,84.36177062988281
3129,chr1,20786640,HP1BP3,ENSG00000127483.19,-,84.36602020263672
52539,chrX,150693395,MTMR1,ENSG00000063601.17,+,84.37651824951172
3373,chr1,35557416,KIAA0319L,ENSG00000142687.19,-,84.37701416015625
25256,chr9,115118157,TNC,ENSG00000041982.17,-,84.42759704589844
50818,chr22,41469105,ACO2,ENSG00000100412.17,+,84.44065856933594
3973,chr1,112619141,ST7L,ENSG00000007341.19,-,84.44559478759766
43311,chr17,49414802,PHB1,ENSG00000167085.14,-,84.45858764648438
19070,chr6,158644743,DYNLT1,ENSG00000146425.11,-,84.46524047851562
39975,chr16,15888625,CEP20,ENSG00000133393.13,-,84.49922943115234
10011,chr3,141368503,ZBTB38,ENSG00000177311.12,+,84.50172424316406
22841,chr8,23457647,ENTPD4,ENSG00000197217.13,-,84.51151275634766
31546,chr12,47773237,SLC48A1,ENSG00000211584.14,+,84.54060363769531
7816,chr2,111884193,ANAPC1,ENSG00000153107.13,-,84.58171844482422
3848,chr1,94541759,F3,ENSG00000117525.14,-,84.63688659667969
35129,chr14,44897334,C14orf28,ENSG00000179476.8,+,84.65531921386719
6749,chr2,223957462,MRPL44,ENSG00000135900.4,+,84.66381072998047
7831,chr2,113756620,SLC35F5,ENSG00000115084.15,-,84.70027160644531
27176,chr10,87094776,GLUD1,ENSG00000148672.10,-,84.72455596923828
4855,chr1,206612459,EIF2D,ENSG00000143486.16,-,84.72663116455078
40469,chr16,71808834,AP1G1,ENSG00000166747.13,-,84.76206970214844
2524,chr1,212285409,PPP2R5A,ENSG00000066027.12,+,84.77776336669922
27131,chr10,75235957,COMTD1,ENSG00000165644.11,-,84.8016357421875
38309,chr15,101652391,TM2D3,ENSG00000184277.13,-,84.80306243896484
35427,chr14,73851946,PTGR2,ENSG00000140043.12,+,84.82957458496094
10266,chr3,184249671,EEF1AKMT4,ENSG00000284753.2,+,84.9327392578125
11826,chr3,186109089,ETV5,ENSG00000244405.8,-,84.95458984375
30173,chr11,62671765,LBHD1,ENSG00000162194.13,-,84.95767211914062
26046,chr10,73911131,PLAU,ENSG00000122861.16,+,84.96006774902344
2602,chr1,224929681,DNAH14,ENSG00000185842.16,+,84.97532653808594
28446,chr11,63839109,MARK2,ENSG00000072518.23,+,84.98561096191406
13259,chr4,39638893,SMIM14,ENSG00000163683.12,-,84.99299621582031
40499,chr16,75251624,BCAR1,ENSG00000050820.17,-,85.04264831542969
9426,chr3,57227728,APPL1,ENSG00000157500.12,+,85.05731201171875
2394,chr1,203626831,ATP2B4,ENSG00000058668.16,+,85.06108856201172
28833,chr11,74949260,SPCS2,ENSG00000118363.13,+,85.1583023071289
24890,chr9,35749228,GBA2,ENSG00000070610.14,-,85.17212677001953
40941,chr17,12020876,MAP2K4,ENSG00000065559.15,+,85.18516540527344
28640,chr11,66616714,RBM14,ENSG00000239306.5,+,85.27483367919922
5710,chr2,74458468,WBP1,ENSG00000239779.7,+,85.2931137084961
36238,chr14,60165398,DHRS7,ENSG00000100612.14,-,85.31167602539062
17335,chr6,70667882,SMAP1,ENSG00000112305.15,+,85.31869506835938
45478,chr19,18919714,DDX49,ENSG00000105671.12,+,85.34203338623047
24316,chr9,128149517,LCN2,ENSG00000148346.12,+,85.34945678710938
12291,chr4,44678419,GUF1,ENSG00000151806.14,+,85.35177612304688
41487,chr17,45132630,ACBD4,ENSG00000181513.15,+,85.39553833007812
27854,chr11,10305072,ADM,ENSG00000148926.10,+,85.40130615234375
12001,chr4,1289894,MAEA,ENSG00000090316.16,+,85.48934936523438
18952,chr6,136550422,MAP7,ENSG00000135525.19,-,85.49075317382812
12758,chr4,128061291,LARP1B,ENSG00000138709.20,+,85.50496673583984
47105,chr19,10566010,KRI1,ENSG00000129347.21,-,85.52693176269531
51342,chr22,41947136,CENPM,ENSG00000100162.15,-,85.53677368164062
45280,chr19,13764531,MRI1,ENSG00000037757.14,+,85.57814025878906
23413,chr8,119855894,DSCC1,ENSG00000136982.6,-,85.5857162475586
40219,chr16,47461274,ITFG1,ENSG00000129636.13,-,85.58999633789062
17797,chr6,157823245,SNX9,ENSG00000130340.17,+,85.6093521118164
35025,chr14,30559157,G2E3,ENSG00000092140.16,+,85.62120056152344
965,chr1,51617108,OSBPL9,ENSG00000117859.19,+,85.62881469726562
13057,chr4,474142,ZNF721,ENSG00000182903.16,-,85.65770721435547
42105,chr17,80544837,RPTOR,ENSG00000141564.16,+,85.66651916503906
14734,chr5,122845517,SNX24,ENSG00000064652.11,+,85.68362426757812
22215,chr8,73008859,TERF1,ENSG00000147601.15,+,85.68380737304688
46243,chr19,48445982,GRWD1,ENSG00000105447.13,+,85.70097351074219
40490,chr16,74666870,RFWD3,ENSG00000168411.14,-,85.76335144042969
20469,chr7,155297888,INSIG1,ENSG00000186480.13,+,85.77993774414062
16020,chr5,132227835,P4HA2,ENSG00000072682.20,-,85.79814910888672
25689,chr10,14878899,SUV39H2,ENSG00000152455.16,+,85.8034896850586
15105,chr5,150357713,TCOF1,ENSG00000070814.22,+,85.82962799072266
37842,chr15,55319161,PIGBOS1,ENSG00000225973.4,-,85.83088684082031
26671,chr10,1048886,IDI1,ENSG00000067064.13,-,85.8515853881836
8530,chr2,223945335,WDFY1,ENSG00000085449.15,-,85.85933685302734
16716,chr6,26183760,H2BC6,ENSG00000274290.3,+,85.8969497680664
21231,chr7,102572653,POLR2J3,ENSG00000168255.20,-,85.90791320800781
32772,chr12,10613609,MAGOHB,ENSG00000111196.10,-,85.9095230102539
2713,chr1,235328570,GGPS1,ENSG00000152904.11,+,85.93321990966797
27299,chr10,100286680,BLOC1S2,ENSG00000196072.12,-,85.9646987915039
33646,chr12,103957181,UQCC6,ENSG00000204954.10,-,86.06582641601562
35790,chr14,103928455,TDRD9,ENSG00000156414.20,+,86.06793212890625
19839,chr7,98878489,TRRAP,ENSG00000196367.15,+,86.12688446044922
17308,chr6,57317623,PRIM2,ENSG00000146143.19,+,86.1614761352539
25720,chr10,18659430,ARL5B,ENSG00000165997.5,+,86.18639373779297
35379,chr14,72926463,DCAF4,ENSG00000119599.17,+,86.24494934082031
8324,chr2,201780933,ALS2,ENSG00000003393.16,-,86.2619857788086
15618,chr5,43483891,TMEM267,ENSG00000151881.15,-,86.27726745605469
10994,chr3,53891859,SELENOK,ENSG00000113811.12,-,86.3039779663086
11734,chr3,172711067,NCEH1,ENSG00000144959.11,-,86.36196899414062
49903,chr21,34073577,MRPS6,ENSG00000243927.6,+,86.37258911132812
35603,chr14,93184950,LYSET,ENSG00000153485.6,+,86.38207244873047
14480,chr5,72320366,PTCD2,ENSG00000049883.15,+,86.3863525390625
38518,chr16,2682539,KCTD5,ENSG00000167977.9,+,86.39558410644531
42480,chr17,7484263,ZBTB4,ENSG00000174282.12,-,86.41555786132812
719,chr1,37807789,C1orf122,ENSG00000197982.14,+,86.42695617675781
26983,chr10,51699595,CSTF2T,ENSG00000177613.9,-,86.4312744140625
37498,chr15,100879874,ALDH1A3,ENSG00000184254.17,+,86.48052978515625
5974,chr2,112584594,CHCHD5,ENSG00000125611.16,+,86.48991394042969
26034,chr10,73168118,FAM149B1,ENSG00000138286.15,+,86.50809478759766
8529,chr2,223945299,ENSG00000286239,ENSG00000286239.1,-,86.50857543945312
41229,chr17,36544918,GGNBP2,ENSG00000278311.5,+,86.54035186767578
8912,chr3,14651763,CCDC174,ENSG00000154781.17,+,86.55189514160156
21243,chr7,102671641,ENSG00000267645,ENSG00000267645.5,-,86.5604019165039
11149,chr3,97972431,RIOX2,ENSG00000170854.18,-,86.66693878173828
23591,chr8,144291438,BOP1,ENSG00000261236.8,-,86.66941833496094
24079,chr9,100427142,MSANTD3,ENSG00000066697.15,+,86.6715087890625
28734,chr11,70203295,FADD,ENSG00000168040.5,+,86.67444610595703
29685,chr11,9265350,DENND5A,ENSG00000184014.9,-,86.68092346191406
51671,chrX,24693917,POLA1,ENSG00000101868.13,+,86.69149780273438
25914,chr10,52314280,DKK1,ENSG00000107984.10,+,86.70840454101562
21800,chr8,20197380,ATP6V1B2,ENSG00000147416.11,+,86.72509002685547
15071,chr5,148383957,FBXO38,ENSG00000145868.17,+,86.72671508789062
6113,chr2,135531512,R3HDM1,ENSG00000048991.18,+,86.73548889160156
2968,chr1,6554513,NOL9,ENSG00000162408.11,-,86.7684326171875
44555,chr18,47150500,HDHD2,ENSG00000167220.12,-,86.77870178222656
20935,chr7,75073802,RCC1L,ENSG00000274523.5,-,86.791748046875
50112,chr21,14383146,HSPA13,ENSG00000155304.6,-,86.87885284423828
3718,chr1,68232523,WLS,ENSG00000116729.14,-,86.88847351074219
40306,chr16,58129381,CFAP20,ENSG00000070761.8,-,86.97096252441406
27513,chr10,124791887,EEF1AKMT2,ENSG00000203791.15,-,86.98373413085938
48625,chr20,17969017,MGME1,ENSG00000125871.14,+,87.00281524658203
50089,chr21,46098111,COL6A2,ENSG00000142173.17,+,87.05925750732422
25618,chr10,5094413,AKR1C3,ENSG00000196139.14,+,87.06076049804688
38439,chr16,1783006,NUBP2,ENSG00000095906.17,+,87.0974349975586
30196,chr11,62832051,STX5,ENSG00000162236.13,-,87.142333984375
9340,chr3,50350844,CYB561D2,ENSG00000114395.11,+,87.17044067382812
13502,chr4,83114736,PLAC8,ENSG00000145287.11,-,87.17235565185547
5973,chr2,112542464,POLR1B,ENSG00000125630.16,+,87.23216247558594
5101,chr1,246566261,TFB2M,ENSG00000162851.8,-,87.23651885986328
26374,chr10,101588320,DPCD,ENSG00000166171.13,+,87.23997497558594
49627,chr20,46089962,NCOA5,ENSG00000124160.12,-,87.24437713623047
46348,chr19,49929216,ATF5,ENSG00000169136.13,+,87.2600326538086
35260,chr14,60981113,SLC38A6,ENSG00000139974.17,+,87.31892395019531
31093,chr12,752578,WNK1,ENSG00000060237.19,+,87.32487487792969
20831,chr7,47979553,HUS1,ENSG00000136273.13,-,87.32942199707031
20926,chr7,74254389,RFC2,ENSG00000049541.11,-,87.33375549316406
27933,chr11,19117144,ZDHHC13,ENSG00000177054.14,+,87.37091827392578
34665,chr13,52450634,VPS36,ENSG00000136100.14,-,87.39824676513672
3283,chr1,29230934,MECR,ENSG00000116353.16,-,87.42005157470703
50509,chr22,24270830,SPECC1L,ENSG00000100014.20,+,87.42388916015625
38449,chr16,1972052,TBL3,ENSG00000183751.16,+,87.45905303955078
10639,chr3,39051944,SCN11A,ENSG00000168356.13,-,87.46906280517578
8064,chr2,165794247,GALNT3,ENSG00000115339.14,-,87.48995971679688
14251,chr5,38846011,OSMR,ENSG00000145623.13,+,87.51592254638672
26238,chr10,91798425,TNKS2,ENSG00000107854.7,+,87.53441619873047
30382,chr11,67469250,TMEM134,ENSG00000172663.9,-,87.55323791503906
7029,chr2,1744515,PXDN,ENSG00000130508.11,-,87.57612609863281
52386,chrX,130402004,RBMX2,ENSG00000134597.17,+,87.59837341308594
43056,chr17,42121367,KAT2A,ENSG00000108773.11,-,87.63713836669922
10908,chr3,50350775,NPRL2,ENSG00000114388.14,-,87.63932800292969
30705,chr11,96343195,MAML2,ENSG00000184384.15,-,87.64178466796875
24423,chr9,130444987,ASS1,ENSG00000130707.18,+,87.64227294921875
52748,chrX,13734635,TRAPPC2,ENSG00000196459.15,-,87.64744567871094
30166,chr11,62646726,GANAB,ENSG00000089597.18,-,87.65780639648438
27290,chr10,99732127,COX15,ENSG00000014919.13,-,87.6689453125
52894,chrX,38327544,RPGR,ENSG00000156313.15,-,87.72103881835938
7818,chr2,112255042,ZC3H8,ENSG00000144161.14,-,87.72286224365234
5014,chr1,230868521,C1orf198,ENSG00000119280.17,-,87.73275756835938
22157,chr8,63168552,YTHDF3,ENSG00000185728.17,+,87.74345397949219
39680,chr16,138673,NPRL3,ENSG00000103148.17,-,87.76834106445312
21226,chr7,102464863,ALKBH4,ENSG00000160993.4,-,87.77214813232422
28412,chr11,62728485,TTC9C,ENSG00000162222.14,+,87.78166198730469
33709,chr12,109880421,GLTP,ENSG00000139433.11,-,87.78255462646484
1175,chr1,78004938,DNAJB4,ENSG00000162616.9,+,87.78897094726562
3359,chr1,34859717,SMIM12,ENSG00000163866.9,-,87.83346557617188
38960,chr16,29816151,PAGR1,ENSG00000280789.2,+,87.83839416503906
29696,chr11,10294128,SBF2,ENSG00000133812.18,-,87.84223175048828
17256,chr6,49463369,CENPQ,ENSG00000031691.7,+,87.85276794433594
33034,chr12,47079865,AMIGO2,ENSG00000139211.7,-,87.85435485839844
31560,chr12,48119363,PFKM,ENSG00000152556.17,+,87.86344909667969
20380,chr7,149195549,ZNF282,ENSG00000170265.12,+,87.89974212646484
23877,chr9,69035761,FXN,ENSG00000165060.15,+,87.9030532836914
23566,chr8,143733779,FAM83H,ENSG00000180921.7,-,87.90682983398438
35433,chr14,73886858,ZNF410,ENSG00000119725.21,+,87.91901397705078
33747,chr12,111599315,ATXN2,ENSG00000204842.18,-,87.9255599975586
45380,chr19,17309562,DDA1,ENSG00000130311.11,+,87.95792388916016
9637,chr3,105366908,ALCAM,ENSG00000170017.12,+,87.96442413330078
14257,chr5,41904343,RIMOC1,ENSG00000205765.10,+,87.968994140625
14537,chr5,77030403,AGGF1,ENSG00000164252.13,+,87.98005676269531
19649,chr7,74174355,EIF4H,ENSG00000106682.16,+,88.01287078857422
16329,chr5,154938211,GEMIN5,ENSG00000082516.9,-,88.10662078857422
40874,chr17,7583827,MPDU1,ENSG00000129255.16,+,88.14668273925781
37583,chr15,34437808,GOLGA8A,ENSG00000175265.19,-,88.15087127685547
17596,chr6,125919304,NCOA7,ENSG00000111912.20,+,88.16972351074219
2273,chr1,185045525,RNF2,ENSG00000121481.11,+,88.18646240234375
18931,chr6,135497740,AHI1,ENSG00000135541.22,-,88.18814086914062
50842,chr22,42079699,SMDT1,ENSG00000183172.9,+,88.20706176757812
17377,chr6,80004648,TTK,ENSG00000112742.10,+,88.21539306640625
31140,chr12,4538889,RAD51AP1,ENSG00000111247.15,+,88.25346374511719
45196,chr19,11089462,LDLR,ENSG00000130164.15,+,88.25424194335938
24,chr1,1471764,ATAD3B,ENSG00000160072.20,+,88.25839233398438
46207,chr19,47130828,SAE1,ENSG00000142230.13,+,88.31826782226562
47430,chr19,19663676,ATP13A1,ENSG00000105726.17,-,88.3861083984375
5179,chr2,8682055,ID2,ENSG00000115738.10,+,88.38746643066406
39172,chr16,56730128,NUP93,ENSG00000102900.13,+,88.38848114013672
45950,chr19,40576872,SHKBP1,ENSG00000160410.15,+,88.40898895263672
32804,chr12,12350241,MANSC1,ENSG00000111261.14,-,88.44921875
51294,chr22,38755999,SUN2,ENSG00000100242.16,-,88.45341491699219
21648,chr7,158829509,ESYT2,ENSG00000117868.18,-,88.46553802490234
39179,chr16,56932146,HERPUD1,ENSG00000051108.15,+,88.48396301269531
36178,chr14,52951050,FERMT2,ENSG00000073712.15,-,88.50067901611328
17071,chr6,36027781,MAPK14,ENSG00000112062.12,+,88.53536987304688
35226,chr14,58298554,ARID4A,ENSG00000032219.19,+,88.58589935302734
15046,chr5,146203604,RBM27,ENSG00000091009.8,+,88.59828186035156
53267,chrX,86047539,CHM,ENSG00000188419.14,-,88.62407684326172
6413,chr2,189661518,ENSG00000286165,ENSG00000286165.1,+,88.65039825439453
4132,chr1,149813693,H3C13,ENSG00000183598.4,-,88.65251159667969
23486,chr8,133297237,NDRG1,ENSG00000104419.17,-,88.67124938964844
621,chr1,32179674,TXLNA,ENSG00000084652.16,+,88.73271179199219
4661,chr1,179877803,TOR1AIP2,ENSG00000169905.13,-,88.73672485351562
2214,chr1,179082085,TOR3A,ENSG00000186283.14,+,88.74241638183594
9322,chr3,50155090,SEMA3F,ENSG00000001617.12,+,88.75696563720703
29729,chr11,13463222,BTBD10,ENSG00000148925.11,-,88.81356811523438
45599,chr19,33081180,GPATCH1,ENSG00000076650.7,+,88.85458374023438
50198,chr21,33479974,TMEM50B,ENSG00000142188.17,-,88.87841796875
50436,chr22,20859006,SNAP29,ENSG00000099940.12,+,88.8828125
12714,chr4,118685391,METTL14,ENSG00000145388.15,+,88.90327453613281
10884,chr3,50292429,IFRD2,ENSG00000214706.12,-,88.94361877441406
4664,chr1,180502577,ACBD6,ENSG00000230124.8,-,88.94917297363281
44399,chr18,9614569,PPP4R1,ENSG00000154845.16,-,88.9601821899414
21844,chr8,22565677,SORBS3,ENSG00000120896.14,+,88.97152709960938
44933,chr19,3572943,HMG20B,ENSG00000064961.19,+,88.97653198242188
4723,chr1,197146694,ASPM,ENSG00000066279.19,-,88.98872375488281
45563,chr19,29606293,POP4,ENSG00000105171.10,+,88.99354553222656
42654,chr17,17591708,PEMT,ENSG00000133027.18,-,89.0447006225586
49950,chr21,38805928,ETS2,ENSG00000157557.13,+,89.06629180908203
45054,chr19,7629792,PET100,ENSG00000229833.11,+,89.07051086425781
29213,chr11,118998137,CENATAC,ENSG00000186166.9,+,89.07337951660156
47258,chr19,14496127,GIPC1,ENSG00000123159.16,-,89.08753967285156
47144,chr19,11559145,ELOF1,ENSG00000130165.11,-,89.1082992553711
21689,chr8,6708641,AGPAT5,ENSG00000155189.12,+,89.11903381347656
34613,chr13,48001279,SUCLA2,ENSG00000136143.16,-,89.12699127197266
3318,chr1,32394441,BSDC1,ENSG00000160058.19,-,89.1644515991211
14793,chr5,132556976,RAD50,ENSG00000113522.14,+,89.17744445800781
22935,chr8,38269207,PLPP5,ENSG00000147535.17,-,89.18368530273438
33964,chr13,19633658,MPHOSPH8,ENSG00000196199.14,+,89.20211791992188
7254,chr2,37196598,SULT6B1,ENSG00000138068.12,-,89.20343017578125
4948,chr1,224330189,NVL,ENSG00000143748.18,-,89.23319244384766
33382,chr12,57520480,ENSG00000285133,ENSG00000285133.1,-,89.2381820678711
